advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	audience_code_filter	audience_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
CDU	CDU	78502295414	Facebook	m45_54	male (45-54)	4677	1	718130	129449	25512	0
European Parliament	European Parliament	178362315106	Facebook	m45_54	male (45-54)	39	1	607400	266386	3534	1056
Green Party of England and Wales	The Green Party of England and Wales	20995300784	Facebook	m45_54	male (45-54)	21	1	435500	196556	1368	392
Fidesz	Fidesz	9844779306	Facebook	m45_54	male (45-54)	18	1	327390	150139	1417	634
FDP	FDP	21289227249	Facebook	m45_54	male (45-54)	535	1	207560	33226	6310	42
Conservatives	The Conservative Party	8807334278	Facebook	m45_54	male (45-54)	705	1	205852	32736	9621	31
Gouvernement	Gouvernement	392341217527576	Facebook	m45_54	male (45-54)	10	1	203136	81853	491	120
Avaaz	Avaaz	8340223883	Facebook	m45_54	male (45-54)	10	1	175367	68930	435	115
INBOX	New Digital Media	369693523475596	Facebook	m45_54	male (45-54)	14	1	155647	66437	253	22
Change UK - The Independent Group	Change UK - The Independent Group	395151614382309	Facebook	m45_54	male (45-54)	21	1	140202	59765	2720	556
Vlaams Belang	Vlaams Belang	56605856504	Facebook	m45_54	male (45-54)	9	1	126250	62880	1694	627
BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	m45_54	male (45-54)	697	1	124049	23937	3856	15
Matteo Salvini	Lega - Salvini Premier	252306033154	Facebook	m45_54	male (45-54)	1	1	114174	57087	56	11
Konfederacja KORWiN Braun Liroy Narodowcy	KWW Konfederacja KORWiN Braun Liroy Narodowcy	1971966879776579	Facebook	m45_54	male (45-54)	19	1	113724	45453	395	107
Alianța 2020 USR PLUS	Alianța 2020 USR PLUS	621574984950400	Facebook	m45_54	male (45-54)	5	1	112712	47234	279	60
Det Konservative Folkeparti	Det Konservative Folkeparti	39233495912	Facebook	m45_54	male (45-54)	30	1	110580	29284	1334	275
Parti Populaire - Le Peuple	Parti Populaire - Le Peuple	482811111771571	Facebook	m45_54	male (45-54)	3	1	110322	43037	1071	209
Momentum Mozgalom	Momentum Mozgalom	592204747588011	Facebook	m45_54	male (45-54)	54	1	105686	38022	289	94
CSU (Christlich-Soziale Union)	CSU (Christlich-Soziale Union)	81386795687	Facebook	m45_54	male (45-54)	2	1	105284	42186	1052	209
Οι Έλληνες	In Progress	2273336566260671	Facebook	m45_54	male (45-54)	2	1	103422	45128	319	159
Massimiliano Santini	Massimiliano Ghelfi	389585871653842	Facebook	m45_54	male (45-54)	34	1	103195	37171	409	53
Jobbik Magyarországért Mozgalom	Országgyűlés Hivatala Jobbik Frakció	287770891404	Facebook	m45_54	male (45-54)	3	1	99911	42302	239	119
The Labour Party	The Labour Party	25749647410	Facebook	m45_54	male (45-54)	10	1	98891	42655	781	254
Giorgia Meloni	Fratelli d'Italia	38919827644	Facebook	m45_54	male (45-54)	6	1	95277	37762	365	63
Beate Meinl-Reisinger	NEOS	243225039137708	Facebook	m45_54	male (45-54)	3	1	93643	46821	509	126
