advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	audience_code_filter	audience_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Gouvernement	Gouvernement	392341217527576	Facebook	u18_24	unknown (18-24)	10	1	6292	2664	9	2
Green Party of England and Wales	The Green Party of England and Wales	20995300784	Facebook	u18_24	unknown (18-24)	15	1	4734	2141	14	4
People's Vote UK	People's Vote	748608695327755	Facebook	u18_24	unknown (18-24)	13	1	3215	1075	30	4
CDU	CDU	78502295414	Facebook	u18_24	unknown (18-24)	751	1	3092	529	116	0
European Parliament	European Parliament	178362315106	Facebook	u18_24	unknown (18-24)	32	1	1996	946	19	8
BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	u18_24	unknown (18-24)	204	1	1420	220	58	0
Wiosna Biedronia	KW Wiosna Roberta Biedronia	2246647628925721	Facebook	u18_24	unknown (18-24)	4	1	1316	535	5	2
Remain United	Centrum Campaign Ltd	388121018451293	Facebook	u18_24	unknown (18-24)	16	1	1268	375	5	0
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	u18_24	unknown (18-24)	142	1	1227	239	49	0
Avaaz	Avaaz	8340223883	Facebook	u18_24	unknown (18-24)	10	1	903	361	1	0
Change UK - The Independent Group	Change UK - The Independent Group	395151614382309	Facebook	u18_24	unknown (18-24)	13	1	760	314	15	3
Massimiliano Santini	Massimiliano Ghelfi	389585871653842	Facebook	u18_24	unknown (18-24)	29	1	550	202	1	0
FDP	FDP	21289227249	Facebook	u18_24	unknown (18-24)	64	1	527	85	14	0
Conservatives	The Conservative Party	8807334278	Facebook	u18_24	unknown (18-24)	84	1	520	70	29	0
MR - Mouvement Réformateur	MR - Mouvement Réformateur	236330169511	Facebook	u18_24	unknown (18-24)	55	1	519	57	30	0
CDH - Centre Démocrate Humaniste	CDH - Centre Démocrate Humaniste	189649407806135	Facebook	u18_24	unknown (18-24)	22	1	477	134	1	0
The Labour Party	The Labour Party	25749647410	Facebook	u18_24	unknown (18-24)	9	1	461	205	3	1
Det Konservative Folkeparti	Det Konservative Folkeparti	39233495912	Facebook	u18_24	unknown (18-24)	16	1	450	93	6	1
Demokratie in Europa - Diem25	Demokratie in Europa - DiEM25	267443093828699	Facebook	u18_24	unknown (18-24)	13	1	404	137	3	0
Party of the European Left	Franziska Laskowski	160598290012	Facebook	u18_24	unknown (18-24)	1	1	390	156	0	0
Amnesty International Polska	Amnesty International Polska	57544755889	Facebook	u18_24	unknown (18-24)	3	1	379	86	1	0
Front Europejski	Medium: agencja reklamowa	590514511295079	Facebook	u18_24	unknown (18-24)	5	1	342	74	1	0
Beate Meinl-Reisinger	NEOS	243225039137708	Facebook	u18_24	unknown (18-24)	3	1	312	156	1	0
Vlaams Belang	Vlaams Belang	56605856504	Facebook	u18_24	unknown (18-24)	9	1	309	139	4	1
Greenpeace Belgium	Greenpeace Belgium	73232790238	Facebook	u18_24	unknown (18-24)	8	1	295	63	0	0
Momentum Mozgalom	Momentum Mozgalom	592204747588011	Facebook	u18_24	unknown (18-24)	31	1	287	119	0	0
European Commission	European Commission	107898832590939	Facebook	u18_24	unknown (18-24)	3	1	280	124	0	0
Social Democrats	Social Democrats	1012851375393300	Facebook	u18_24	unknown (18-24)	13	1	255	55	1	0
Zelení - Strana zelených	Zelení - Strana zelených	39371299263	Facebook	u18_24	unknown (18-24)	5	1	242	54	0	0
London Green Party	London Green Party	175350485880358	Facebook	u18_24	unknown (18-24)	9	1	239	47	5	0
INBOX	New Digital Media	369693523475596	Facebook	u18_24	unknown (18-24)	8	1	236	105	0	0
Konfederacja KORWiN Braun Liroy Narodowcy	KWW Konfederacja KORWiN Braun Liroy Narodowcy	1971966879776579	Facebook	u18_24	unknown (18-24)	18	1	225	77	0	0
GMB Union	GMB Union	103295786760891	Facebook	u18_24	unknown (18-24)	1	1	216	108	0	0
Europäisches Parlament - Verbindungsbüro in Deutschland	Europäisches Parlament - Verbindungsbüro in Deutschland	294494163510	Facebook	u18_24	unknown (18-24)	2	1	211	106	0	0
