advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	audience_code_filter	audience_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament	European Parliament	178362315106	Facebook	m55_64	male (55-64)	39	1	608702	264333	3476	997
CDU	CDU	78502295414	Facebook	m55_64	male (55-64)	4311	1	295745	53412	10437	0
Fidesz	Fidesz	9844779306	Facebook	m55_64	male (55-64)	18	1	256203	117608	1132	507
Green Party of England and Wales	The Green Party of England and Wales	20995300784	Facebook	m55_64	male (55-64)	21	1	238963	106544	842	210
Conservatives	The Conservative Party	8807334278	Facebook	m55_64	male (55-64)	710	1	221129	32294	11844	31
Change UK - The Independent Group	Change UK - The Independent Group	395151614382309	Facebook	m55_64	male (55-64)	18	1	132523	55017	2412	515
Gouvernement	Gouvernement	392341217527576	Facebook	m55_64	male (55-64)	20	1	110311	37114	229	29
Avaaz	Avaaz	8340223883	Facebook	m55_64	male (55-64)	10	1	103891	41077	283	81
Giorgia Meloni	Fratelli d'Italia	38919827644	Facebook	m55_64	male (55-64)	6	1	96706	39341	381	68
Momentum Mozgalom	Momentum Mozgalom	592204747588011	Facebook	m55_64	male (55-64)	53	1	95908	32699	263	78
CSU (Christlich-Soziale Union)	CSU (Christlich-Soziale Union)	81386795687	Facebook	m55_64	male (55-64)	2	1	95338	38162	953	190
FDP	FDP	21289227249	Facebook	m55_64	male (55-64)	489	1	94555	14223	3313	18
Vlaams Belang	Vlaams Belang	56605856504	Facebook	m55_64	male (55-64)	9	1	89006	44444	1149	444
Det Konservative Folkeparti	Det Konservative Folkeparti	39233495912	Facebook	m55_64	male (55-64)	34	1	84452	21515	1035	212
PSOE Aragón	PSOE Aragón	170970449608409	Facebook	m55_64	male (55-64)	131	1	82932	144	8161	0
Konfederacja KORWiN Braun Liroy Narodowcy	KWW Konfederacja KORWiN Braun Liroy Narodowcy	1971966879776579	Facebook	m55_64	male (55-64)	19	1	79550	31572	273	74
Moderaterna	Moderaterna	7719591155	Facebook	m55_64	male (55-64)	20	1	77616	31606	1168	277
The Labour Party	The Labour Party	25749647410	Facebook	m55_64	male (55-64)	10	1	74999	31891	650	192
Matteo Salvini	Lega - Salvini Premier	252306033154	Facebook	m55_64	male (55-64)	1	1	74328	37164	37	7
Parti Populaire - Le Peuple	Parti Populaire - Le Peuple	482811111771571	Facebook	m55_64	male (55-64)	3	1	73977	28540	705	137
Οι Έλληνες	In Progress	2273336566260671	Facebook	m55_64	male (55-64)	2	1	68653	29427	196	98
SPÖ	SPÖ	77393060080	Facebook	m55_64	male (55-64)	25	1	58121	19868	599	107
Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	m55_64	male (55-64)	5	1	57670	24207	925	180
Jakab Péter	Országgyűlés Hivatala Jobbik Frakció	781150971947219	Facebook	m55_64	male (55-64)	3	1	56945	28472	160	75
Open Vld	Open Vld	53668151866	Facebook	m55_64	male (55-64)	29	1	54696	15980	479	68
Fabrizio Ghera	Fabrizio Ghera	1803487999879591	Facebook	m55_64	male (55-64)	11	1	51113	20361	245	31
Jobbik Magyarországért Mozgalom	Országgyűlés Hivatala Jobbik Frakció	287770891404	Facebook	m55_64	male (55-64)	3	1	51111	22691	174	87
Caterina Avanza	Partito Democratico - Caterina Avanza	623847078064207	Facebook	m55_64	male (55-64)	2	1	50788	25394	253	50
European Commission	European Commission	107898832590939	Facebook	m55_64	male (55-64)	3	1	49941	20952	64	12
BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	m55_64	male (55-64)	619	1	49677	9242	1588	6
Massimiliano Santini	Massimiliano Ghelfi	389585871653842	Facebook	m55_64	male (55-64)	24	1	48432	15684	259	40
Kostas Dervos	Kostas Dervos	1970779819866623	Facebook	m55_64	male (55-64)	10	1	46919	10450	137	0
Ρένα Δούρου	Ρένα Δούρου	225197477683663	Facebook	m55_64	male (55-64)	43	1	45465	9088	597	0
Partidul Naţional Liberal	Future Innovation 	181375448581167	Facebook	m55_64	male (55-64)	4	1	45261	17964	65	21
INBOX	New Digital Media	369693523475596	Facebook	m55_64	male (55-64)	14	1	43727	17660	75	4
Carmine Pacente	Carmelo Iannicelli	218066501942820	Facebook	m55_64	male (55-64)	9	1	41107	8671	151	0
Partido Socialista de la Región de Murcia (PSRM-PSOE)	Partido Socialista de la Región de Murcia 	154616807805	Facebook	m55_64	male (55-64)	10	1	40341	9178	166	0
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	m55_64	male (55-64)	237	1	38119	7538	1651	0
Demokratie in Europa - Diem25	Demokratie in Europa - DiEM25	267443093828699	Facebook	m55_64	male (55-64)	13	1	36976	15430	244	28
Beate Meinl-Reisinger	NEOS	243225039137708	Facebook	m55_64	male (55-64)	3	1	36634	18317	204	53
Achille Variati	Achille Variati	478212418874107	Facebook	m55_64	male (55-64)	6	1	36522	7304	89	0
ΣΥ.ΡΙΖ.Α.	ΣΥ.ΡΙΖ.Α.	31895177275	Facebook	m55_64	male (55-64)	1	1	36273	14509	72	36
Werner Kogler	Die Grünen	133612666671985	Facebook	m55_64	male (55-64)	2	1	35729	13681	357	71
European Committee of the Regions	European Committee of the Regions	527351247377965	Facebook	m55_64	male (55-64)	1	1	35026	17513	87	17
Deputati PD	Deputati PD	104652392900508	Facebook	m55_64	male (55-64)	5	1	32881	7892	99	0
ALDE - Partidul Alianta Liberalilor si Democratilor	EvolveDreamSoft	1445317929104549	Facebook	m55_64	male (55-64)	2	1	32276	16138	45	22
Ομάδα Μνήμης	In Progress	230319800467420	Facebook	m55_64	male (55-64)	1	1	31194	12477	62	31
Socialdemokratiet	Socialdemokratiet	41459763029	Facebook	m55_64	male (55-64)	9	1	30289	6885	241	62
Michela Giuffrida	Michela Giuffrida	656848937718109	Facebook	m55_64	male (55-64)	8	1	29543	5900	133	7
Γιώργος Καμίνης	Georgios Kaminis	186974508081005	Facebook	m55_64	male (55-64)	6	1	27775	11598	117	50
In Progress	In Progress	254883792041627	Facebook	m55_64	male (55-64)	1	1	26697	10679	53	26
Podemos Comunidad de Madrid	Unidas Podemos Izquierda Unida Madrid en Pie	261762710669900	Facebook	m55_64	male (55-64)	1	1	25707	10283	257	51
Luciano Nobili	Luciano Nobili	406187203142799	Facebook	m55_64	male (55-64)	5	1	25414	5488	61	0
Párbeszéd Magyarországért	Párbeszéd Magyarországért	113684438795574	Facebook	m55_64	male (55-64)	5	1	25222	9137	56	11
Bayernpartei	Bayernpartei	78309442751	Facebook	m55_64	male (55-64)	7	1	25170	5316	267	47
Federica Picchi	Federica Picchi	362494797700891	Facebook	m55_64	male (55-64)	7	1	24927	4966	85	0
Dr. Lukács László György	Országgyűlés Hivatala Jobbik Frakció	490006464353222	Facebook	m55_64	male (55-64)	1	1	24825	12413	76	38
Monika Hohlmeier	Monika Hohlmeier	139065632780165	Facebook	m55_64	male (55-64)	10	1	24384	5884	144	10
VVD	VVD	121264564551002	Facebook	m55_64	male (55-64)	5	1	24382	10611	108	19
Compromís	Compromís	194053080624605	Facebook	m55_64	male (55-64)	49	1	24227	5134	230	17
Corradino Mineo	Danila Tarantino	429319385345	Facebook	m55_64	male (55-64)	8	1	23579	6052	132	0
