advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	audience_code_filter	audience_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
CDU	CDU	78502295414	Facebook	f25_34	female (25-34)	4952	1	2216569	396027	79587	0
European Parliament	European Parliament	178362315106	Facebook	f25_34	female (25-34)	39	1	942826	405680	5441	1496
Remain United	Centrum Campaign Ltd	388121018451293	Facebook	f25_34	female (25-34)	28	1	717819	271224	2667	719
Green Party of England and Wales	The Green Party of England and Wales	20995300784	Facebook	f25_34	female (25-34)	19	1	657390	301498	2177	661
Gouvernement	Gouvernement	392341217527576	Facebook	f25_34	female (25-34)	10	1	489113	202147	670	185
BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	f25_34	female (25-34)	813	1	413255	69794	15367	33
FDP	FDP	21289227249	Facebook	f25_34	female (25-34)	557	1	356239	59901	9724	17
Avaaz	Avaaz	8340223883	Facebook	f25_34	female (25-34)	10	1	338288	134323	427	99
Alianța 2020 USR PLUS	Alianța 2020 USR PLUS	621574984950400	Facebook	f25_34	female (25-34)	5	1	267060	110675	601	130
The Labour Party	The Labour Party	25749647410	Facebook	f25_34	female (25-34)	10	1	250939	112699	1901	584
Momentum Mozgalom	Momentum Mozgalom	592204747588011	Facebook	f25_34	female (25-34)	64	1	207191	89298	469	168
Akcja Demokracja	Akcja Demokracja	277892342334350	Facebook	f25_34	female (25-34)	6	1	204138	82369	591	117
Massimiliano Santini	Massimiliano Ghelfi	389585871653842	Facebook	f25_34	female (25-34)	34	1	178453	64474	576	34
Prawo i Sprawiedliwość	Komitet Wyborczy Prawo i Sprawiedliwość	157458232131	Facebook	f25_34	female (25-34)	5	1	177126	75433	358	71
Beate Meinl-Reisinger	NEOS	243225039137708	Facebook	f25_34	female (25-34)	3	1	172783	86392	900	202
CSU (Christlich-Soziale Union)	CSU (Christlich-Soziale Union)	81386795687	Facebook	f25_34	female (25-34)	2	1	166075	66471	1660	331
INBOX	New Digital Media	369693523475596	Facebook	f25_34	female (25-34)	15	1	159932	71273	181	16
Wiosna Biedronia	KW Wiosna Roberta Biedronia	2246647628925721	Facebook	f25_34	female (25-34)	4	1	159786	64677	543	213
Fidesz	Fidesz	9844779306	Facebook	f25_34	female (25-34)	18	1	138867	62714	638	282
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	f25_34	female (25-34)	225	1	132870	31011	3435	0
PSOE Aragón	PSOE Aragón	170970449608409	Facebook	f25_34	female (25-34)	213	1	117693	3241	10378	0
Gyöngyösi Márton	Országgyűlés Hivatala Jobbik Frakció	781030738624077	Facebook	f25_34	female (25-34)	3	1	111449	47144	188	94
Vlaams Belang	Vlaams Belang	56605856504	Facebook	f25_34	female (25-34)	9	1	109090	53957	1473	530
Krzysztof Jurgiel	Overs sp. z o.o.	465990636788016	Facebook	f25_34	female (25-34)	6	1	104219	40541	235	45
Harald Vilimsky	FPÖ	547597092025909	Facebook	f25_34	female (25-34)	4	1	87041	31116	146	24
CDH - Centre Démocrate Humaniste	CDH - Centre Démocrate Humaniste	189649407806135	Facebook	f25_34	female (25-34)	34	1	84944	25837	485	0
Reacciona y Actúa	Actúa 	1916676245053161	Facebook	f25_34	female (25-34)	15	1	78890	23220	253	0
ChristenUnie	ChristenUnie	211661062254003	Facebook	f25_34	female (25-34)	20	1	77162	15093	317	0
SPÖ	SPÖ	77393060080	Facebook	f25_34	female (25-34)	23	1	74256	24653	1013	181
Open Vld	Open Vld	53668151866	Facebook	f25_34	female (25-34)	28	1	73188	24633	476	72
Podemos Comunidad de Madrid	Unidas Podemos Izquierda Unida Madrid en Pie	261762710669900	Facebook	f25_34	female (25-34)	1	1	70861	28344	708	141
Peter Mertens	PVDA	236485149843971	Facebook	f25_34	female (25-34)	8	1	68366	31114	379	69
Party of the European Left	Franziska Laskowski	160598290012	Facebook	f25_34	female (25-34)	1	1	63906	25562	63	12
Carlo Calenda	Siamo Europei	131887960826264	Facebook	f25_34	female (25-34)	1	1	63184	25274	63	12
European Commission	European Commission	107898832590939	Facebook	f25_34	female (25-34)	3	1	62633	29887	134	27
Valter Flego	IDS - Istarski Demokratski Sabor	441675022557503	Facebook	f25_34	female (25-34)	7	1	57749	21871	124	9
Conservatives	The Conservative Party	8807334278	Facebook	f25_34	female (25-34)	549	1	57532	11320	1640	4
Social Democrats	Social Democrats	1012851375393300	Facebook	f25_34	female (25-34)	16	1	57353	13966	361	0
Elżbieta Łukacijewska	EPL	271399596270991	Facebook	f25_34	female (25-34)	10	1	57146	21022	238	43
Det Konservative Folkeparti	Det Konservative Folkeparti	39233495912	Facebook	f25_34	female (25-34)	22	1	56336	11334	754	151
SPOLU - občianska demokracia	SPOLU - občianska demokracia	1057020590987528	Facebook	f25_34	female (25-34)	10	1	55969	16899	180	0
Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	f25_34	female (25-34)	4	1	54923	22225	660	131
CD&V	CD&V	52997544531	Facebook	f25_34	female (25-34)	4	1	51622	22506	244	45
Greenpeace Belgium	Greenpeace Belgium	73232790238	Facebook	f25_34	female (25-34)	8	1	51084	10941	173	0
Jaunā Vienotība	Partiju apvienība “Jaunā Vienotība”	164326166970895	Facebook	f25_34	female (25-34)	11	1	49002	12687	218	0
Krzysztof Bosak	Konfederacja KORWiN Braun Liroy Narodowcy	141833139301	Facebook	f25_34	female (25-34)	15	1	48400	10272	161	23
Izquierda Unida de Castilla y León	Izquierda Unida de Castilla y León	315922371074	Facebook	f25_34	female (25-34)	6	1	44573	9051	257	38
Partido Socialista de la Región de Murcia (PSRM-PSOE)	Partido Socialista de la Región de Murcia 	154616807805	Facebook	f25_34	female (25-34)	20	1	44390	10542	170	0
VVD	VVD	121264564551002	Facebook	f25_34	female (25-34)	5	1	43804	21469	124	23
Konfederacja KORWiN Braun Liroy Narodowcy	KWW Konfederacja KORWiN Braun Liroy Narodowcy	1971966879776579	Facebook	f25_34	female (25-34)	19	1	43322	18858	163	41
Romania #nuepsd	Future Innovation	293215748279337	Facebook	f25_34	female (25-34)	1	1	42814	17126	17	8
Θοδωρής Ζαγοράκης / Thodoris Zagorakis	Θοδωρής Ζαγοράκης / Thodoris Zagorakis	235332330007800	Facebook	f25_34	female (25-34)	1	1	40931	16372	40	8
Werner Kogler	Die Grünen	133612666671985	Facebook	f25_34	female (25-34)	2	1	38797	14582	387	77
Compromís	Compromís	194053080624605	Facebook	f25_34	female (25-34)	49	1	38544	8893	721	1
USR Maramureș	USR Maramureș	1750327845246533	Facebook	f25_34	female (25-34)	1	1	37662	15065	79	15
Jobbik Magyarországért Mozgalom	Országgyűlés Hivatala Jobbik Frakció	287770891404	Facebook	f25_34	female (25-34)	3	1	37288	15299	65	32
Liberalerna Stockholm	Liberalerna Stockholm	682180208473039	Facebook	f25_34	female (25-34)	5	1	37003	7400	68	34
Berliner Stadtwerke	Berliner Stadtwerke	765844936882239	Facebook	f25_34	female (25-34)	3	1	36735	15855	225	45
Change UK - The Independent Group	Change UK - The Independent Group	395151614382309	Facebook	f25_34	female (25-34)	16	1	36372	15576	794	162
People's Vote UK	People's Vote	748608695327755	Facebook	f25_34	female (25-34)	13	1	36059	11357	324	46
Ahora Repúblicas	Esquerra Republicana de Catalunya	578942235869606	Facebook	f25_34	female (25-34)	1	1	36053	18026	89	18
Europäisches Parlament - Verbindungsbüro in Deutschland	Europäisches Parlament - Verbindungsbüro in Deutschland	294494163510	Facebook	f25_34	female (25-34)	2	1	35667	17834	126	47
Urmas Paet	Paet Urmas	223092011815453	Facebook	f25_34	female (25-34)	2	1	35479	7096	89	0
Kostas Dervos	Kostas Dervos	1970779819866623	Facebook	f25_34	female (25-34)	11	1	35046	12622	63	0
D66	D66	52985377549	Facebook	f25_34	female (25-34)	2	1	34830	15557	83	14
South West Green Party	The Green Party of England and Wales	244490049076873	Facebook	f25_34	female (25-34)	15	1	34746	8593	308	0
Caterina Avanza	Partito Democratico - Caterina Avanza	623847078064207	Facebook	f25_34	female (25-34)	6	1	34210	7005	127	15
Podemos Aragón	Podemos Equo	570770963015441	Facebook	f25_34	female (25-34)	2	1	33552	16776	93	16
USR Bihor	Uniunea Salvați România Filiala Bihor	1592660281028385	Facebook	f25_34	female (25-34)	4	1	32956	15352	40	7
PACMA - Partido Animalista	PACMA - Partido Animalista	72181181684	Facebook	f25_34	female (25-34)	2	1	32344	13882	76	12
In Progress	In Progress	254883792041627	Facebook	f25_34	female (25-34)	1	1	32017	12806	63	32
Demokratie in Europa - Diem25	Demokratie in Europa - DiEM25	267443093828699	Facebook	f25_34	female (25-34)	20	1	31133	9451	330	33
Mia Haglund	Mia Haglund MEPiksi -kampanja	252498358197157	Facebook	f25_34	female (25-34)	5	1	31129	7638	397	46
Vladimír Bilčík SPOLU - občianska demokracia	SPOLU - občianska demokracia	1501859650125625	Facebook	f25_34	female (25-34)	29	1	30513	10802	348	11
sp.a	sp.a	57253967150	Facebook	f25_34	female (25-34)	3	1	30093	10342	102	14
Raimond Kaljulaid	Raimond Kaljulaid	1084372461606422	Facebook	f25_34	female (25-34)	6	1	27111	6068	301	43
Eugen Jurzyca - V Bruseli za Slovensko	Richard Sulik	1118309918191690	Facebook	f25_34	female (25-34)	8	1	26451	8288	131	0
ΣΥ.ΡΙΖ.Α.	ΣΥ.ΡΙΖ.Α.	31895177275	Facebook	f25_34	female (25-34)	1	1	25807	10323	51	25
Caterina Cerroni	Caterina Cerroni	1618719834925589	Facebook	f25_34	female (25-34)	3	1	24944	11575	85	16
PARTEI MENSCH UMWELT TIERSCHUTZ	PARTEI MENSCH UMWELT TIERSCHUTZ	108568039165729	Facebook	f25_34	female (25-34)	6	1	24539	4883	264	47
HDZ - Hrvatska demokratska zajednica	HDZ - Hrvatska demokratska zajednica	406059206159790	Facebook	f25_34	female (25-34)	9	1	24506	12053	84	12
Front Europejski	Medium: agencja reklamowa	590514511295079	Facebook	f25_34	female (25-34)	6	1	23940	4881	60	11
ActionAid Sweden	ActionAid Sweden	18880778360	Facebook	f25_34	female (25-34)	2	1	23587	4717	218	43
Zelení - Strana zelených	Zelení - Strana zelených	39371299263	Facebook	f25_34	female (25-34)	5	1	23094	5003	90	19
Γιώργος Καμίνης	Georgios Kaminis	186974508081005	Facebook	f25_34	female (25-34)	6	1	22378	6261	70	15
Mette Abildgaard	Mette Abildgaard	309867232515766	Facebook	f25_34	female (25-34)	13	1	22359	6131	198	67
Už Ingridą	Ingrida Šimonytė	2214495192154107	Facebook	f25_34	female (25-34)	6	1	22251	8470	149	7
Krajská organizácia SMER - SD Žilina	strana-smer.sk	462466280992892	Facebook	f25_34	female (25-34)	20	1	21826	4364	285	24
Ansis Pūpols	Ansis Pūpols	534110743707105	Facebook	f25_34	female (25-34)	4	1	21822	4264	92	0
Monika Hohlmeier	Monika Hohlmeier	139065632780165	Facebook	f25_34	female (25-34)	9	1	20736	4226	80	7
Pavel Svoboda	Křesťanská a demokratická unie - Československá strana lidová	1451376028412024	Facebook	f25_34	female (25-34)	31	1	20447	3597	37	5
Esquerra Republicana de Catalunya	Esquerra Republicana de Catalunya	150234575797	Facebook	f25_34	female (25-34)	18	1	20369	8878	211	14
John Crombez	sp.a	264131406977201	Facebook	f25_34	female (25-34)	3	1	20303	4060	90	12
Κίνημα Αλλαγής	Κίνημα Αλλαγής	504891253213373	Facebook	f25_34	female (25-34)	1	1	20279	10139	50	10
Lietuvos valstiečių ir žaliųjų sąjunga	Lietuvos valstiečių ir žaliųjų sąjunga	190209177745566	Facebook	f25_34	female (25-34)	3	1	19936	3987	41	0
Landtag Rheinland-Pfalz	Landtag Rheinland-Pfalz	1339267256128796	Facebook	f25_34	female (25-34)	2	1	19923	4687	198	35
CDH liste à la Chambre province de Liège	CDH - Centre Démocrate Humaniste	268478507423505	Facebook	f25_34	female (25-34)	4	1	19776	3955	42	0
Junge Liberale JuLis	Junge Liberale	110976485656573	Facebook	f25_34	female (25-34)	2	1	19680	3936	196	39
RMDSZ	RMDSZ	102601499822802	Facebook	f25_34	female (25-34)	9	1	19519	4974	18	0
Festival Psicologia	Ordine degli Psicologi del Lazio	375703235973864	Facebook	f25_34	female (25-34)	4	1	19327	7765	91	12
Centrālā vēlēšanu komisija	Centrālā vēlēšanu komisija	236758520084700	Facebook	f25_34	female (25-34)	3	1	19163	3832	37	0
Ομάδα Μνήμης	In Progress	230319800467420	Facebook	f25_34	female (25-34)	1	1	19149	7659	38	19
Sylwia Spurek	KW Wiosna Roberta Biedronia 	1967695263556184	Facebook	f25_34	female (25-34)	4	1	18970	4077	44	8
Jacopo Alberti Consigliere Regionale LEGA Salvini Toscana	JACOPO ALBERTI	1583213175233477	Facebook	f25_34	female (25-34)	6	1	18779	3881	40	0
Bogdan Rzońca	Blue Data Bay Sp. z o.o.	247239865295508	Facebook	f25_34	female (25-34)	10	1	18694	4510	49	7
Daňové a odvodové tipy Jozefa Mihála	SPOLU - občianska demokracia	517511148296579	Facebook	f25_34	female (25-34)	3	1	18691	4646	60	0
Peter Gillo	Peter Gillo	578310722649724	Facebook	f25_34	female (25-34)	3	1	18410	4297	183	32
PNL Oradea	PNL Oradea	304085190083197	Facebook	f25_34	female (25-34)	7	1	18297	5961	38	4
Naša voľba	Naša voľba	175203236178487	Facebook	f25_34	female (25-34)	2	1	17999	3600	35	0
NR KLUB JETZT	NR KLUB JETZT	833013456857401	Facebook	f25_34	female (25-34)	11	1	17782	4056	72	1
Cruel	In Progress	1949870255322243	Facebook	f25_34	female (25-34)	1	1	17149	6859	34	17
Matteo Salvini	Lega - Salvini Premier	252306033154	Facebook	f25_34	female (25-34)	1	1	17138	8569	8	1
Mladež HDZ	HDZ - Hrvatska demokratska zajednica	426737060720348	Facebook	f25_34	female (25-34)	10	1	17040	3562	46	0
Podemos Castilla-La Mancha	UNIDAS PODEMOS - IZQUIERDA UNIDA - EQUO CLM	624403874292676	Facebook	f25_34	female (25-34)	8	1	16783	3993	54	0
Cristian Ghinea	Uniunea Salvați România	269505079808785	Facebook	f25_34	female (25-34)	2	1	16604	8197	4	0
Viktoras Uspaskich	Darbo partija	160851767470	Facebook	f25_34	female (25-34)	4	1	16566	3313	58	2
Νάσος Ηλιόπουλος	Athanasios Iliopoulos	1535215766758773	Facebook	f25_34	female (25-34)	7	1	16319	3258	34	0
MSZP	MSZP	115388925185513	Facebook	f25_34	female (25-34)	5	1	16150	7971	25	5
Socialdemokratiet	Socialdemokratiet	41459763029	Facebook	f25_34	female (25-34)	9	1	16104	3582	121	33
Sverigedemokraterna	Sverigedemokraterna	676246449160270	Facebook	f25_34	female (25-34)	1	1	16101	8050	372	74
