region_code	region_name	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
drenthe	Drenthe	NL	Netherlands	3506	680	202183	76883	2309	173
flevoland	Flevoland	NL	Netherlands	3609	711	143228	47132	1524	81
friesland	Friesland	NL	Netherlands	3663	714	449723	159526	3764	306
gelderland	Gelderland	NL	Netherlands	4540	915	4021282	1466400	29156	4633
groningen	Groningen	NL	Netherlands	3892	761	399056	135202	4318	620
limburg	Limburg	NL	Netherlands	4443	929	1639426	529746	12507	1816
noord_holland	Noord-Holland	NL	Netherlands	5125	1088	4962869	1735596	51350	7138
north_brabant	North Brabant	NL	Netherlands	4792	985	2567389	990899	22659	4127
overijssel	Overijssel	NL	Netherlands	4066	808	756091	282024	7922	877
utrecht	Utrecht	NL	Netherlands	4305	883	1095578	386876	9977	1269
zeeland	Zeeland	NL	Netherlands	3701	746	149972	48390	1429	78
zuid_holland	Zuid-Holland	NL	Netherlands	5062	1055	6949508	2645902	59131	10249
