advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	week_code_filter	week_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Friends of the Earth	Friends of the Earth	110861655604080	Facebook	w006	Week 6	99	1	4548378	1782912	40603	9505
Conservatives	The Conservative Party	8807334278	Facebook	w006	Week 6	147	1	4088432	1864402	22370	4987
Britain's Future	Britain's Future	1625300137516491	Facebook	w006	Week 6	204	1	4056865	1887139	30643	3704
People's Vote UK	People's Vote	748608695327755	Facebook	w006	Week 6	231	1	2106651	773785	25490	1811
We are the 52%	We are the 52%	466744973727718	Facebook	w006	Week 6	21	1	1802245	757380	5520	905
eToro		193863317737	Facebook	w006	Week 6	9	1	1110991	475000	3374	890
Alex Agius Saliba	Alex Agius Saliba	656955664383156	Facebook	w006	Week 6	1	1	999999	500000	4999	1000
European Youth Event		919232861444360	Facebook	w006	Week 6	1	1	999999	500000	4999	1000
Rädda Barnen		72659261793	Facebook	w006	Week 6	28	1	909972	266000	6294	1509
38 Degrees	38 Degrees	200006375787	Facebook	w006	Week 6	50	1	872394	354904	6494	719
Fundación Anesvad	Jose Manuel Bran Garcia	131231529742	Facebook	w006	Week 6	15	1	830985	319000	4385	1000
Sacramento Kings		96222644025	Facebook	w006	Week 6	2	1	812499	387500	722	311
ADAR		175390195814995	Facebook	w006	Week 6	1	1	749999	375000	1744	872
Vereniging Eigen Huis		371735371563	Facebook	w006	Week 6	7	1	749985	306632	5147	1263
MDM Deutsche Münze		126866220711392	Facebook	w006	Week 6	12	1	629988	228000	1988	200
Kialo		729627343834501	Facebook	w006	Week 6	4	1	599996	300000	5782	1157
Solvari België		118790941561498	Facebook	w006	Week 6	2	1	549998	210000	5498	1100
Mi Hazánk Mozgalom	Mi Hazánk Mozgalom	620030171664750	Facebook	w006	Week 6	1	1	499999	200000	619	309
Silvia Dinică		1128229287275038	Facebook	w006	Week 6	1	1	499999	200000	1050	210
National Geographic		107307059419	Facebook	w006	Week 6	1	1	499999	200000	99	0
Lingokids		497983453648415	Facebook	w006	Week 6	1	1	499999	200000	444	89
e.on		511324618972373	Facebook	w006	Week 6	1	1	499999	200000	499	100
Finance Daily News		2117924301862866	Facebook	w006	Week 6	1	1	499999	200000	4449	890
Best For Britain	Best for Britain	1863944713844924	Facebook	w006	Week 6	46	1	431741	188146	14701	3144
The Labour Party	The Labour Party	25749647410	Facebook	w006	Week 6	4	1	399996	200000	2696	1002
Scientists for EU	Scientists for EU	642444842524195	Facebook	w006	Week 6	7	1	327027	82479	2467	429
Dear Leavers		218188929121070	Facebook	w006	Week 6	21	1	320979	88000	2405	0
Alfred Sant	Alfred Sant	537789116260209	Facebook	w006	Week 6	2	1	318749	137499	686	268
Winkler Gyula		1560147330888040	Facebook	w006	Week 6	6	1	297480	139416	351	131
London Labour Party	The London Labour Party 	474613052643462	Facebook	w006	Week 6	7	1	296995	104000	2239	425
Sheffield City Region Mayor	Sheffield City Region Mayoral Combined Authority	2064459193832465	Facebook	w006	Week 6	5	1	265970	97638	2671	514
Chris Green	Chris Green MP	249684318543741	Facebook	w006	Week 6	8	1	257064	84214	3141	902
Unis pour les Droits Humains		1642871805813802	Facebook	w006	Week 6	3	1	249997	95000	242	0
Soluzione Tasse		1678747585696511	Facebook	w006	Week 6	24	1	249976	58000	3176	200
EU Watch	EU Watch	136146920436020	Facebook	w006	Week 6	11	1	244992	92500	1669	202
Plaid Cymru	Plaid Cymru	26416930992	Facebook	w006	Week 6	3	1	241619	96551	1563	307
Kospel S.A.		105979422814402	Facebook	w006	Week 6	1	1	233332	93333	542	108
Μανώλης Κεφαλογιάννης / Manolis Kefalogiannis		51638783172	Facebook	w006	Week 6	7	1	229993	55000	693	0
Our Future, Our Choice	Our Future, Our Choice	1777176712575796	Facebook	w006	Week 6	13	1	220987	43000	1952	115
Sosialidemokraatit SDP		108945982480217	Facebook	w006	Week 6	12	1	216892	88318	1332	213
Administraţie Liberală		2159559831039746	Facebook	w006	Week 6	2	1	209998	105000	125	21
David Morris MP	David Morris MP	403912456334555	Facebook	w006	Week 6	5	1	209995	45000	2424	462
Dr. Tóth Bertalan	MSZP	1425355697692924	Facebook	w006	Week 6	1	1	199999	100000	619	309
Lilian Marijnissen	SP	844559615710915	Facebook	w006	Week 6	1	1	199999	100000	499	100
WWF Suomi		119054448115588	Facebook	w006	Week 6	1	1	199999	100000	499	100
National Geographic		106750996025532	Facebook	w006	Week 6	1	1	199999	100000	499	100
InFacts	InFacts	678120165658753	Facebook	w006	Week 6	4	1	199996	40000	458	0
Romana Tomc		1025408990823719	Facebook	w006	Week 6	5	1	199996	40000	396	0
IF Metall		108492218918	Facebook	w006	Week 6	4	1	181663	65208	927	208
Tate		1175315639185483	Facebook	w006	Week 6	11	1	170989	36000	1489	100
Klang der Solidarität		385076005313967	Facebook	w006	Week 6	16	1	161961	66602	288	23
Europäische Kommission - Vertretung in Österreich		187626534620326	Facebook	w006	Week 6	1	1	149999	60000	149	30
Kostas Dervos	Kostas Dervos	1970779819866623	Facebook	w006	Week 6	4	1	149997	30000	297	0
Roberta Metsola		406824526101449	Facebook	w006	Week 6	16	1	149485	40000	1435	0
Greenpeace UK	Greenpeace UK 	9250349228	Facebook	w006	Week 6	39	1	148818	61782	773	93
Alun Cairns	Vale of Glamorgan Conservatives	255568980598	Facebook	w006	Week 6	10	1	145990	35000	2997	462
350.org		12185972707	Facebook	w006	Week 6	8	1	145290	28942	395	0
WeWorld Onlus		299584710061488	Facebook	w006	Week 6	8	1	144847	61629	390	16
Alex Salmond	Slainte Media	136191876445102	Facebook	w006	Week 6	2	1	139999	70000	461	92
Reform Judaism in Israel		118714234854754	Facebook	w006	Week 6	1	1	133332	66666	166	83
Dude Dad		154100984604961	Facebook	w006	Week 6	2	1	131249	65625	3893	778
Entega		198244400189055	Facebook	w006	Week 6	11	1	129989	28000	1889	200
Le Monde		14892757589	Facebook	w006	Week 6	6	1	128721	51411	139	23
Consommez Malin		2045469565728527	Facebook	w006	Week 6	9	1	126991	25000	2191	600
Budapest 10-es Választókerület		757956501234552	Facebook	w006	Week 6	3	1	124997	25000	263	61
The News Dump	The News Dump	210909392847421	Facebook	w006	Week 6	7	1	124993	25000	801	0
Maroš Šefčovič		245361515516655	Facebook	w006	Week 6	3	1	122219	24444	242	0
Advertising Week Europe		957474261104635	Facebook	w006	Week 6	4	1	121369	48378	1094	214
Forum Dialogu - perspektywy ze środka Europy		1973524929591577	Facebook	w006	Week 6	3	1	109997	25000	297	0
SE Energi & Klima		169900309711559	Facebook	w006	Week 6	1	1	108695	43478	291	145
