advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	week_code_filter	week_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	w013	Week 13	414	1	13106023	5512936	52608	11589
People's Vote UK	People's Vote	748608695327755	Facebook	w013	Week 13	350	1	3786866	1036121	70066	12001
EPP - European People's Party		48034275355	Facebook	w013	Week 13	7	1	3024993	1325000	8493	2825
Sosialidemokraatit SDP		108945982480217	Facebook	w013	Week 13	53	1	2765566	1228514	17150	4890
Wholesome Culture		1664959567149320	Facebook	w013	Week 13	5	1	2599995	1150000	5870	1157
European Commission		107898832590939	Facebook	w013	Week 13	18	1	2578930	1212551	9479	2342
Greenpeace Polska		32104614789	Facebook	w013	Week 13	29	1	2385623	1052952	5512	1492
The Labour Party	The Labour Party	25749647410	Facebook	w013	Week 13	24	1	2376408	1035785	21719	4533
Vattenfall Sverige		608975645850217	Facebook	w013	Week 13	24	1	2242586	1026666	27370	7851
Britain's Future	Britain's Future	1625300137516491	Facebook	w013	Week 13	1101	1	2200773	432083	79129	1851
Kialo		729627343834501	Facebook	w013	Week 13	24	1	1874976	711000	17870	4272
Ufficio d'informazione in Italia del Parlamento europeo		143544514130	Facebook	w013	Week 13	30	1	1813322	799000	1949	219
SPD	SPD	47930567748	Facebook	w013	Week 13	201	1	1770799	499000	26399	1900
China Xinhua News		338109312883186	Facebook	w013	Week 13	3	1	1699997	800000	976	178
Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	w013	Week 13	11	1	1677497	776250	2272	1050
Ministère de l'Intérieur		103146727990	Facebook	w013	Week 13	32	1	1453400	603529	7576	1764
Right To Vote	Right to Vote	408236463256774	Facebook	w013	Week 13	28	1	1399972	280000	16168	3240
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	w013	Week 13	7	1	1379856	643194	7368	1447
Friends of the Earth	Friends of the Earth	110861655604080	Facebook	w013	Week 13	52	1	1377328	456062	9235	1708
European Parliament Office in Cyprus		205478755729	Facebook	w013	Week 13	9	1	1374993	620000	6493	1225
Mayor of London	the Greater London Authority 	360322167647280	Facebook	w013	Week 13	11	1	1366928	520931	17383	3406
Primes écologique		152399322377561	Facebook	w013	Week 13	6	1	1349994	530000	16494	3300
Best For Britain	Best for Britain	1863944713844924	Facebook	w013	Week 13	33	1	1347296	624680	13443	3053
Comité Justice & Libertés Pour Tous - CJL		223006651523189	Facebook	w013	Week 13	3	1	1312497	575000	410	50
Aides énergétiques pour tous		789578834730248	Facebook	w013	Week 13	7	1	1249993	530000	17093	3700
