advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	week_code_filter	week_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	w019	Week 19	64	1	14528794	6465166	84983	20223
CDU	CDU	78502295414	Facebook	w019	Week 19	3170	1	10100943	2510333	104610	0
Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	w019	Week 19	275	1	5211024	1962369	25456	4097
Matteo Salvini	Lega - Salvini Premier	252306033154	Facebook	w019	Week 19	13	1	3727373	1644523	15021	3710
N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	w019	Week 19	76	1	2817231	1262771	8086	1745
Partito Democratico		77034286895	Facebook	w019	Week 19	71	1	2762515	1032317	11588	1690
România în primul rând	Future Innovation	770704223323599	Facebook	w019	Week 19	24	1	2527474	1137575	2745	655
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	w019	Week 19	354	1	2353346	627774	28894	4411
Fidesz	Fidesz	9844779306	Facebook	w019	Week 19	10	1	1599990	750000	5880	2940
CDH - Centre Démocrate Humaniste	CDH - Centre Démocrate Humaniste	189649407806135	Facebook	w019	Week 19	80	1	1588532	324785	4003	28
Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	w019	Week 19	19	1	1550481	690838	2987	857
Save the Children España	Save the Children España	57845333112	Facebook	w019	Week 19	16	1	1274984	561000	6084	1400
Partidul Naţional Liberal		181375448581167	Facebook	w019	Week 19	21	1	1265467	565952	2737	825
GRUNDIG		1508163162762486	Facebook	w019	Week 19	14	1	1253323	574666	2370	496
Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	w019	Week 19	12	1	1223804	574761	3036	1224
Vlaams Belang	Vlaams Belang	56605856504	Facebook	w019	Week 19	7	1	1193584	541794	5212	2343
Momentum Mozgalom	Momentum Mozgalom	592204747588011	Facebook	w019	Week 19	24	1	1150818	487166	2251	940
BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	w019	Week 19	190	1	1110822	379586	7336	1042
Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	w019	Week 19	18	1	1047740	414333	2694	728
SPÖ	SPÖ	77393060080	Facebook	w019	Week 19	282	1	1022217	336300	8950	702
VB - nos gens d'abord	Vlaams Belang	816130908786112	Facebook	w019	Week 19	40	1	1017842	395888	9529	2564
Facebook Brussels	Facebook	287739491272583	Facebook	w019	Week 19	16	1	990656	369333	9163	2173
Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	w019	Week 19	12	1	874271	375274	5387	1804
Lietuvos socialdemokratų partija - LSDP	Lietuvos socialdemokratų partija - LSDP	202360056491831	Facebook	w019	Week 19	40	1	870132	312500	3882	113
Vote For Your Future	Vote For Your Future	2026046207505845	Facebook	w019	Week 19	4	1	867663	416666	5512	1080
