region_code	region_name	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
diekirch_district	Diekirch District	LU	Luxembourg	356	51	86405	23330	710	82
grevenmacher_district	Grevenmacher District	LU	Luxembourg	313	42	23365	6410	169	23
luxembourg_district	Luxembourg District	LU	Luxembourg	351	49	6537439	1840633	47315	7027
