country_code_filter	country_name_filter	spend_code	spend_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
CZ	Czechia	0_50	0 - 50	5576	859	34136194	8831789	106810	19777
CZ	Czechia	50_100	50 - 100	2641	670	11944109	3472479	45331	9029
CZ	Czechia	100_1k	100 - 1k	1430	336	23577068	10369144	88722	27297
CZ	Czechia	1k_5k	1k - 5k	137	53	10624562	5072082	64551	18395
CZ	Czechia	5k_10k	5k - 10k	12	8	294185	146868	2535	1189
CZ	Czechia	10k_50k	10k - 50k	1	1	8075	4037	359	71
