spend_code_filter	spend_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
0_1k	0 - 1k	CZ	Czechia	ČSSD	ČSSD	111041662264882	Facebook	1716	1	10594947	2687832	52520	12730
0_1k	0 - 1k	CZ	Czechia	European Parliament		178362315106	Facebook	79	1	4792903	2014377	17215	4118
0_1k	0 - 1k	CZ	Czechia	Česká pirátská strana	Česká pirátská strana	109323929038	Facebook	108	1	4277301	1676748	13368	3423
0_1k	0 - 1k	CZ	Czechia	HLAS	První prezidentská	320144481956623	Facebook	259	1	3439741	862000	6468	1779
0_1k	0 - 1k	CZ	Czechia	ecoFuture & E.ON Energy Globe		104654572907664	Facebook	102	1	2794675	970905	11697	399
0_1k	0 - 1k	CZ	Czechia	TOP 09	TOP 09	90002267161	Facebook	27	1	2635556	1048833	4746	1406
0_1k	0 - 1k	CZ	Czechia	Organizace pro pomoc uprchlíkům, z.s.		188235971211201	Facebook	92	1	2601874	621990	1807	470
0_1k	0 - 1k	CZ	Czechia	Pavel Svoboda	Křesťanská a demokratická unie - Československá strana lidová	1451376028412024	Facebook	94	1	2494906	756000	5203	1290
0_1k	0 - 1k	CZ	Czechia	Strana nezávislosti České republiky	Strana nezávislosti České republiky	1199083776860090	Facebook	51	1	2271115	880666	7118	1736
0_1k	0 - 1k	CZ	Czechia	Petr Fiala	ODS - Občanská demokratická strana	487445514669670	Facebook	43	1	2129786	582916	9533	2148
0_1k	0 - 1k	CZ	Czechia	Evropa společně	Evropa společně	535611970260854	Facebook	63	1	1911928	618998	6274	1165
0_1k	0 - 1k	CZ	Czechia	Pavel Poc	Poc Pavel	202974613060409	Facebook	19	1	1570814	618916	4175	1149
0_1k	0 - 1k	CZ	Czechia	Tomáš Zdechovský		275042429350706	Facebook	25	1	1411201	614655	7475	1879
0_1k	0 - 1k	CZ	Czechia	Andrej Babiš	ANO	214827221987263	Facebook	5	1	1384992	692498	4486	994
0_1k	0 - 1k	CZ	Czechia	European Commission		107898832590939	Facebook	16	1	1377992	543996	3001	1103
0_1k	0 - 1k	CZ	Czechia	Ondřej Krutílek - kandidát do Evropského parlamentu		1220066088147062	Facebook	37	1	1217936	329990	6092	1740
0_1k	0 - 1k	CZ	Czechia	Kialo		729627343834501	Facebook	353	1	1202112	459688	7193	1700
0_1k	0 - 1k	CZ	Czechia	Starostové a nezávislí	Starostové a nezávislí	370583064327	Facebook	16	1	1199566	472832	3712	928
0_1k	0 - 1k	CZ	Czechia	Jan Zahradil		400970967000022	Facebook	15	1	1069568	347833	4292	975
0_1k	0 - 1k	CZ	Czechia	Daniel Herman		378072105614553	Facebook	10	1	1019932	396975	1149	392
0_1k	0 - 1k	CZ	Czechia	Roman Kriz	Kriz Roman	382745889213194	Facebook	128	1	993872	233000	3624	823
0_1k	0 - 1k	CZ	Czechia	KDU-ČSL	KDU-ČSL	251656685576	Facebook	54	1	983884	369987	2982	672
0_1k	0 - 1k	CZ	Czechia	Talíř do Bruselu	KDU-ČSL	2108659169383946	Facebook	55	1	709937	192998	1602	419
0_1k	0 - 1k	CZ	Czechia	Kancelář Evropského parlamentu	Kancelář Evropského parlamentu	278212515809	Facebook	21	1	646972	134998	1678	380
0_1k	0 - 1k	CZ	Czechia	Ing. Jaromír Kohlíček, CSc.	Kohlicek Jaromir	162310277268109	Facebook	35	1	581965	149000	3457	889
0_1k	0 - 1k	CZ	Czechia	Michaela Šojdrová	KDU-ČSL	733410133337387	Facebook	24	1	557892	185958	3922	889
0_1k	0 - 1k	CZ	Czechia	European Greens	European Greens	141366725876424	Facebook	5	1	549937	220866	1117	543
0_1k	0 - 1k	CZ	Czechia	Tvůj kandidát	Konečný Daniel	599435753834732	Facebook	18	1	544981	173999	1262	423
0_1k	0 - 1k	CZ	Czechia	Tomio Okamura - SPD		179497582061065	Facebook	30	1	522938	199993	2070	808
0_1k	0 - 1k	CZ	Czechia	Minidotaznik.cz		432692927273545	Facebook	1	1	499975	199990	889	445
0_1k	0 - 1k	CZ	Czechia	Humans of Piráti	Česká pirátská strana	1036986463173677	Facebook	33	1	447966	120999	1747	345
0_1k	0 - 1k	CZ	Czechia	Olga Sehnalová	Olga Sehnalová	474594005906021	Facebook	31	1	400386	105843	995	287
0_1k	0 - 1k	CZ	Czechia	Marek Ženíšek	TOP 09	523450094407778	Facebook	13	1	385986	109999	1359	307
0_1k	0 - 1k	CZ	Czechia	Programy do voleb	Štěpán Ryšavý - Programy do voleb	1033702273421005	Facebook	21	1	376978	118999	142	15
0_1k	0 - 1k	CZ	Czechia	Greenpeace Česká republika	Greenpeace Česká republika	55876739776	Facebook	9	1	364991	103000	1223	244
0_1k	0 - 1k	CZ	Czechia	Hello Sandy		56274514407	Facebook	24	1	344972	101998	360	58
0_1k	0 - 1k	CZ	Czechia	Nenechme to tak	ATG Principal GROUP	224923858400165	Facebook	7	1	330989	134998	878	314
0_1k	0 - 1k	CZ	Czechia	Martin Hrubčík		253207085584079	Facebook	6	1	299994	60000	679	159
0_1k	0 - 1k	CZ	Czechia	Refork		1919696668329015	Facebook	2	1	299972	149987	233	58
0_1k	0 - 1k	CZ	Czechia	Svobodní		43855944703	Facebook	2	1	295831	147916	2291	574
