advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	week_code_filter	week_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Britain's Future	Britain's Future	1625300137516491	Facebook	w004	Week 4	433	1	6533796	2054070	90548	16782
Kyriakos Mitsotakis		34848567724	Facebook	w004	Week 4	46	1	6303958	2658000	18024	3566
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	w004	Week 4	30	1	3700412	1700738	44063	11826
We are the 52%	We are the 52%	466744973727718	Facebook	w004	Week 4	35	1	2624602	1034167	6843	1084
Greenpeace France		39435457457	Facebook	w004	Week 4	4	1	1899996	900000	11496	2600
Plan International Sverige		382243262003	Facebook	w004	Week 4	84	1	1273568	473315	13032	3236
Treedom		316091912308	Facebook	w004	Week 4	3	1	1199997	500000	1497	300
People's Vote UK	People's Vote	748608695327755	Facebook	w004	Week 4	343	1	1096799	278855	37160	3609
NT Live	NT Live	107334993856	Facebook	w004	Week 4	115	1	1068558	395758	9150	896
Respeto LGTB		2315084548728652	Facebook	w004	Week 4	27	1	881973	303000	3473	200
Best For Britain	Best for Britain	1863944713844924	Facebook	w004	Week 4	35	1	837022	361742	5392	1932
MDM Deutsche Münze		126866220711392	Facebook	w004	Week 4	4	1	714996	306000	796	100
Conservatives	The Conservative Party	8807334278	Facebook	w004	Week 4	139	1	657103	269767	5225	697
38 Degrees	38 Degrees	200006375787	Facebook	w004	Week 4	26	1	617620	246455	4042	471
European Commission		107898832590939	Facebook	w004	Week 4	4	1	606664	289333	3078	746
The Week UK	The Week	177855115588808	Facebook	w004	Week 4	18	1	577982	207000	4376	578
HAMBURG ENERGIE		328102567311712	Facebook	w004	Week 4	2	1	507607	201521	574	115
PolEXIT		2001582129931761	Facebook	w004	Week 4	2	1	500635	250000	596	116
London Labour Party	The London Labour Party 	474613052643462	Facebook	w004	Week 4	14	1	469833	194988	2156	425
Швеция		1001119573268082	Facebook	w004	Week 4	1	1	437499	175000	80	40
Europäisches Parlament - Verbindungsbüro in Deutschland		294494163510	Facebook	w004	Week 4	4	1	419997	210000	1397	280
Harald Vilimsky		547597092025909	Facebook	w004	Week 4	4	1	355830	131249	3322	641
Rädda Barnen		72659261793	Facebook	w004	Week 4	9	1	326991	131000	2564	842
Oxfam Italia		150200761667597	Facebook	w004	Week 4	44	1	320156	59573	5388	305
Albioma		2029944603927727	Facebook	w004	Week 4	5	1	301826	125636	577	100
Simulation Energétique		562488297524492	Facebook	w004	Week 4	2	1	299998	150000	1498	600
Stop Cambio Climático		124967441456981	Facebook	w004	Week 4	4	1	293609	120944	465	77
Banque mondiale		155174084508744	Facebook	w004	Week 4	35	1	262694	112029	452	38
Hoxton Capital Management		353185345195139	Facebook	w004	Week 4	3	1	250997	110000	806	115
TENCEL		164249401288	Facebook	w004	Week 4	1	1	249999	100000	222	44
Unis pour les Droits Humains		1642871805813802	Facebook	w004	Week 4	2	1	249997	110000	176	0
The Labour Party	The Labour Party	25749647410	Facebook	w004	Week 4	15	1	231985	48000	2644	231
Simple Politics		1052029294841900	Facebook	w004	Week 4	2	1	229569	91827	530	265
Kaar Kaas Sonn		215255338679306	Facebook	w004	Week 4	2	1	225806	90322	39	0
Ben Houchen - Tees Valley Mayor	Ben Houchen	1934566156780439	Facebook	w004	Week 4	8	1	222243	77200	1688	249
350.org		12185972707	Facebook	w004	Week 4	12	1	208328	42666	1226	189
Andrea Cozzolino	Andrea Cozzolino	1449151341981719	Facebook	w004	Week 4	2	1	200998	100000	598	100
Lilian Marijnissen	SP	844559615710915	Facebook	w004	Week 4	1	1	199999	100000	499	100
Mint Energie		181641188947620	Facebook	w004	Week 4	1	1	199999	100000	99	0
Крум Дончев/Krum Donchev		155516354469476	Facebook	w004	Week 4	1	1	199999	99999	88	0
Feudo Arancio		1430685883840905	Facebook	w004	Week 4	3	1	197367	96315	883	173
Mundo Sin Fronteras		764047283950662	Facebook	w004	Week 4	33	1	192967	41000	3267	0
Blendle		181375052003138	Facebook	w004	Week 4	15	1	178985	37000	2685	300
WeWorld Onlus		299584710061488	Facebook	w004	Week 4	20	1	173712	69617	1572	15
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	w004	Week 4	3	1	169778	76813	766	142
Plaid Cymru	Plaid Cymru	26416930992	Facebook	w004	Week 4	3	1	167590	69223	412	155
Sander Loones	Nieuw-Vlaamse Alliantie	575160279283539	Facebook	w004	Week 4	3	1	162497	51250	1622	512
Flora & Fauna		303798486465804	Facebook	w004	Week 4	4	1	160996	65000	496	62
Venstre, Danmarks Liberale Parti	Venstre, Danmarks Liberale Parti	21465928829	Facebook	w004	Week 4	70	1	159201	47108	1262	297
Another Europe Is Possible	Another Europe is Possible	1652149835054791	Facebook	w004	Week 4	4	1	154996	32500	863	115
Global Investments - Real Estate		743034529413104	Facebook	w004	Week 4	4	1	150996	30000	1383	231
Greenpeace Greece	Greenpeace Greece	31324524225	Facebook	w004	Week 4	2	1	149998	60000	598	100
Dr Sannas		432084333637525	Facebook	w004	Week 4	10	1	144597	35121	2116	427
Michal Šimečka • Progresívne Slovensko		194278021265803	Facebook	w004	Week 4	6	1	144563	46833	505	60
European Greens		141366725876424	Facebook	w004	Week 4	1	1	142856	57142	142	28
Our Future, Our Choice	Our Future, Our Choice	1777176712575796	Facebook	w004	Week 4	18	1	141982	37000	2524	115
InFacts	InFacts	678120165658753	Facebook	w004	Week 4	6	1	139994	40000	687	0
Johan Van Overtveldt		275607285891320	Facebook	w004	Week 4	1	1	138888	55555	277	138
Ipswich Labour	The Labour Party. Promoted by John Cook on behalf of Ipswich Labour Party	342002108699	Facebook	w004	Week 4	5	1	138762	28006	1144	202
Grüner Fisher Investments	Grüner Fisher Investments	138832469593845	Facebook	w004	Week 4	29	1	136971	33000	5671	700
