advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	week_code_filter	week_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Britain's Future	Britain's Future	1625300137516491	Facebook	w009	Week 9	428	1	7840262	2459763	84219	22146
European Parliament		178362315106	Facebook	w009	Week 9	125	1	3796597	1519444	31597	6500
Partito Democratico		77034286895	Facebook	w009	Week 9	15	1	3371652	1614333	17452	3733
People's Vote UK	People's Vote	748608695327755	Facebook	w009	Week 9	46	1	2519001	1131637	19619	3780
Fotografiska Stockholm		142320852554	Facebook	w009	Week 9	10	1	1944084	847000	1413	318
Médecins du Monde France		265420476920	Facebook	w009	Week 9	45	1	1654955	705000	8955	1400
Route Auto		252868201731333	Facebook	w009	Week 9	6	1	1599994	770000	7494	1500
Amref Health Africa - Italia		48677844864	Facebook	w009	Week 9	6	1	1301994	550000	994	100
Tikaboo Romania		617570241716349	Facebook	w009	Week 9	7	1	1299993	570000	5461	1092
Blendle		181375052003138	Facebook	w009	Week 9	13	1	1284987	460000	13087	2500
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	w009	Week 9	51	1	1280003	498290	14304	2783
Save the Refugees		1931458237163388	Facebook	w009	Week 9	4	1	1199996	500000	9787	1958
Rädda Barnen		72659261793	Facebook	w009	Week 9	28	1	1198972	401000	6155	1852
Greenpeace Magyarország		35634348348	Facebook	w009	Week 9	18	1	1150982	399000	2582	200
Les Energies du Soleil		1684031805239401	Facebook	w009	Week 9	3	1	1009997	405000	10097	2000
Zimmylifestyle.com		235024056945953	Facebook	w009	Week 9	1	1	999999	500000	438	87
Runngo Sports		868792226536950	Facebook	w009	Week 9	1	1	999999	500000	499	100
38 Degrees	38 Degrees	200006375787	Facebook	w009	Week 9	46	1	935684	321422	5278	794
We are the 52%	We are the 52%	466744973727718	Facebook	w009	Week 9	19	1	849690	291440	1691	69
Property & Business Info		562032903912680	Facebook	w009	Week 9	44	1	771956	253000	12909	3240
Harald Vilimsky		547597092025909	Facebook	w009	Week 9	4	1	733331	289583	2664	516
Save the Children Italia		46590675335	Facebook	w009	Week 9	2	1	699998	300000	5998	1500
The Labour Party	The Labour Party	25749647410	Facebook	w009	Week 9	15	1	638655	256333	4345	1265
Andrea Acconcia		428605070873992	Facebook	w009	Week 9	12	1	624988	248000	2788	400
Primavera Sound	Influence Digital Ltd	156656398155	Facebook	w009	Week 9	272	1	511625	121857	10146	0
Evitas.it		663358997180553	Facebook	w009	Week 9	2	1	509998	205000	1098	500
WWF-Romania		189728367297	Facebook	w009	Week 9	2	1	504998	201000	211	105
EPP Group in the European Parliament		291699857688	Facebook	w009	Week 9	1	1	499999	200000	499	100
Världsnaturfonden WWF		371791194529	Facebook	w009	Week 9	1	1	499999	200000	4630	926
Bespaarkiosk.nl		1659811130952704	Facebook	w009	Week 9	1	1	499999	200000	4999	1000
Dr.German		1250163705065584	Facebook	w009	Week 9	1	1	499999	200000	444	89
Röda Korset		111630258867610	Facebook	w009	Week 9	23	1	485999	107232	1293	429
2 Min Ecologie		433170297221149	Facebook	w009	Week 9	10	1	440990	187000	7590	1700
EU Watch	EU Watch	136146920436020	Facebook	w009	Week 9	6	1	417353	161941	1048	413
Mayor of London	the Greater London Authority	360322167647280	Facebook	w009	Week 9	1	1	416666	208333	2410	482
European Commission - Development & Cooperation - EuropeAid		287842647957979	Facebook	w009	Week 9	2	1	407309	198128	230	38
Labour Future	Labour Future	112846662487263	Facebook	w009	Week 9	7	1	399022	146694	3738	835
Liike Nyt		194677504471503	Facebook	w009	Week 9	10	1	379989	85000	2590	399
Klang der Solidarität		385076005313967	Facebook	w009	Week 9	27	1	379086	172027	596	51
Agence Isolation Pour Tous		568528630290119	Facebook	w009	Week 9	12	1	373649	147781	3865	858
Friends of the Earth	Friends of the Earth	110861655604080	Facebook	w009	Week 9	161	1	347415	50736	16779	15
WeWorld Onlus		299584710061488	Facebook	w009	Week 9	8	1	343724	162617	784	115
Medici Senza Frontiere		65737832194	Facebook	w009	Week 9	15	1	333181	140422	1705	470
Μανώλης Κεφαλογιάννης / Manolis Kefalogiannis		51638783172	Facebook	w009	Week 9	11	1	329384	77878	969	0
Venstre, Danmarks Liberale Parti	Venstre, Danmarks Liberale Parti	21465928829	Facebook	w009	Week 9	138	1	324529	84487	2126	521
Best For Britain	Best for Britain	1863944713844924	Facebook	w009	Week 9	31	1	314876	144601	4386	1319
Greenpeace Sverige	Greenpeace Sverige	95735961890	Facebook	w009	Week 9	40	1	300421	58911	1850	359
Salvatore Riccardi Hair Designer		638347189544941	Facebook	w009	Week 9	1	1	285713	114285	56	0
Michal Šimečka • Progresívne Slovensko		194278021265803	Facebook	w009	Week 9	39	1	282861	65414	1559	0
Toroczkai László		151665991681369	Facebook	w009	Week 9	3	1	269997	134000	414	176
Melba Culp		902971599738051	Facebook	w009	Week 9	9	1	268827	77766	663	35
Alfred Sant	Alfred Sant	537789116260209	Facebook	w009	Week 9	10	1	266327	68916	1648	277
Europees Parlement Nederland		270788920480	Facebook	w009	Week 9	4	1	259996	128500	1813	833
Kialo		729627343834501	Facebook	w009	Week 9	5	1	259995	70000	1331	231
XTB Online Trading		138239466852	Facebook	w009	Week 9	6	1	259994	55000	3994	1400
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	w009	Week 9	6	1	259875	84939	1495	325
Enpal		1326707294032269	Facebook	w009	Week 9	2	1	249998	110000	1498	600
Budapest 10-es Választókerület		757956501234552	Facebook	w009	Week 9	3	1	242854	121428	375	75
National Education Union	National Education Union	241312696375349	Facebook	w009	Week 9	4	1	232718	112377	817	152
Ministerie van Binnenlandse Zaken en Koninkrijksrelaties	Ministerie van Binnenlandse Zaken en Koninkrijksrelaties	326441484085577	Facebook	w009	Week 9	1	1	230768	92307	2307	461
Kostas Dervos	Kostas Dervos	1970779819866623	Facebook	w009	Week 9	6	1	227781	78500	698	60
Advertising Week Europe		957474261104635	Facebook	w009	Week 9	10	1	222003	90252	2457	527
CIWF Italia		576664002355828	Facebook	w009	Week 9	2	1	209998	105000	1098	500
Simulation Energétique		562488297524492	Facebook	w009	Week 9	5	1	209995	72000	1395	500
Europäische Kommission - Vertretung in Österreich		187626534620326	Facebook	w009	Week 9	2	1	206895	103448	502	100
Manometal		165855190799208	Facebook	w009	Week 9	1	1	205882	102941	102	20
Winkler Gyula		1560147330888040	Facebook	w009	Week 9	1	1	199999	100000	209	105
WWF Suomi		119054448115588	Facebook	w009	Week 9	1	1	199999	100000	999	500
Garçon Magazine		1064687353565185	Facebook	w009	Week 9	1	1	199999	100000	999	500
MyFoody		507054159420723	Facebook	w009	Week 9	1	1	199999	100000	99	0
Telia Finland		103645656349867	Facebook	w009	Week 9	1	1	199999	100000	499	100
Sosialidemokraatit SDP		108945982480217	Facebook	w009	Week 9	17	1	193619	54067	1465	261
Vereniging Eigen Huis		371735371563	Facebook	w009	Week 9	8	1	192437	76536	1725	336
Thodoris Kalabokis	Thodoris Kalabokis	311791572779718	Facebook	w009	Week 9	5	1	185845	64969	845	129
Hochschulinitiative Deutschland		883028475156898	Facebook	w009	Week 9	8	1	180992	42000	792	0
Roberts Zīle		508959865842254	Facebook	w009	Week 9	5	1	177784	74518	416	57
PROGRESĪVIE		184096511636333	Facebook	w009	Week 9	5	1	177662	79333	392	0
Maroš Šefčovič		245361515516655	Facebook	w009	Week 9	5	1	176662	38333	962	133
InFacts	InFacts	678120165658753	Facebook	w009	Week 9	5	1	175496	35000	921	115
Tretti		250791121791	Facebook	w009	Week 9	2	1	174999	66818	234	46
Giorgia Meloni	Fratelli d'Italia	38919827644	Facebook	w009	Week 9	3	1	174997	65000	247	0
Plaid Cymru	Plaid Cymru	26416930992	Facebook	w009	Week 9	3	1	172585	68965	1116	219
e.on		309840349048638	Facebook	w009	Week 9	8	1	171992	37000	792	0
Feudo Arancio		1430685883840905	Facebook	w009	Week 9	4	1	169078	82960	626	115
Cornwall for Europe	#ProjectHope	1066718423433441	Facebook	w009	Week 9	9	1	162618	32488	1577	273
INJOY Limeshain		142494922478911	Facebook	w009	Week 9	31	1	158470	38729	1951	0
350.org		12185972707	Facebook	w009	Week 9	13	1	156745	31350	850	106
Easyavvisi.com		249781995046176	Facebook	w009	Week 9	6	1	155095	60600	465	0
Dyson		741076562686907	Facebook	w009	Week 9	2	1	153916	71244	597	153
UDO VOIGT für Deutschland in Europa		598011190253742	Facebook	w009	Week 9	5	1	152134	49336	885	150
Marco Affronte		615832768499515	Facebook	w009	Week 9	4	1	151802	42361	420	40
Rivista Il Borghese		232017336910584	Facebook	w009	Week 9	2	1	149998	60000	598	100
Caspar the Hat	Emily Doherty	261773154498428	Facebook	w009	Week 9	14	1	149096	44702	1230	0
Walsall Labour	The Labour Party	1933361683443372	Facebook	w009	Week 9	7	1	147294	29431	1426	268
Anti Poolamets - EKRE kandidaat Europarlamenti	Anti Poolamets	1532805486974348	Facebook	w009	Week 9	9	1	145097	41020	701	0
The New Arab	The New Arab	1426949024217365	Facebook	w009	Week 9	10	1	140324	27666	992	0
Fundación Anesvad	Jose Manuel Bran Garcia	131231529742	Facebook	w009	Week 9	7	1	139993	64000	693	0
Syre		1531320107133721	Facebook	w009	Week 9	8	1	139992	34000	2036	407
Veriff		959442754113350	Facebook	w009	Week 9	2	1	139722	62252	208	41
Carlos Coelho		306796832807017	Facebook	w009	Week 9	2	1	133332	66666	665	133
MarketsCube		294693984421347	Facebook	w009	Week 9	10	1	131990	26000	1593	178
Martynas Nagevičius / LRLS Sostinės liberalai		1146633232128220	Facebook	w009	Week 9	8	1	131193	33450	577	0
foodwatch France		194934737335658	Facebook	w009	Week 9	4	1	129999	51750	1324	250
Shopwala Europe		393367314768104	Facebook	w009	Week 9	12	1	129988	41000	1413	89
International Animal Rescue	International Animal Rescue 	8539814909	Facebook	w009	Week 9	3	1	129410	49705	573	142
Le Monde		14892757589	Facebook	w009	Week 9	6	1	128721	51411	139	23
CDU-Fraktion im Thüringer Landtag	CDU-Fraktion im Thüringer Landtag	334931334040	Facebook	w009	Week 9	29	1	126971	25000	3271	100
Renew	Renew  Party	1923371311278106	Facebook	w009	Week 9	10	1	126147	29175	1174	167
Épargne Malin		1864684416941008	Facebook	w009	Week 9	2	1	125640	53846	4485	897
Skuola.net		126578555602	Facebook	w009	Week 9	24	1	122700	26142	1400	0
RSM MBA		110428762358678	Facebook	w009	Week 9	3	1	122043	57556	471	94
Pernille Weiss	Det Konservative Folkeparti	2071183673144991	Facebook	w009	Week 9	3	1	121052	52631	1620	387
Schwarzkopf Professional		150101695010185	Facebook	w009	Week 9	2	1	120792	60344	47	23
Comic Relief: Red Nose Day		34341434454	Facebook	w009	Week 9	4	1	120180	58916	809	135
Women's Earth and Climate Action Network	Women's Earth and Climate Action Network (WECAN) International	153704007991524	Facebook	w009	Week 9	2	1	119999	60000	70	0
ROHEM - Feuerungstechnik		155910041148920	Facebook	w009	Week 9	3	1	119997	60000	697	100
Fratelli d'Italia Camera		180275292801010	Facebook	w009	Week 9	4	1	119997	24000	237	0
Greenpeace UK	Greenpeace UK 	9250349228	Facebook	w009	Week 9	39	1	119395	47817	673	73
Kitabisa.com		1578259059082872	Facebook	w009	Week 9	5	1	115995	53000	84	41
The News Dump	The News Dump	210909392847421	Facebook	w009	Week 9	6	1	115994	23000	687	0
Siedler Verlag		545921772214198	Facebook	w009	Week 9	2	1	113792	43448	206	41
Milaap		315603771494	Facebook	w009	Week 9	5	1	110995	22000	210	83
Babeyes		1015654268572910	Facebook	w009	Week 9	3	1	109997	25000	297	0
