advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	week_code_filter	week_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Alianța 2020 USR PLUS	Uniunea Salvați România - USR	621574984950400	Facebook	w020	Week 20	124	1	16536656	7196630	25745	6044
European Greens		141366725876424	Facebook	w020	Week 20	115	1	14347672	6433738	83510	20583
FDP	FDP	21289227249	Facebook	w020	Week 20	1685	1	12255753	3668688	130124	5676
BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	w020	Week 20	742	1	9171821	2748597	91292	8376
Make.org	Make.org	122037308191612	Facebook	w020	Week 20	25	1	9097902	4370051	38878	8989
Partito Democratico		77034286895	Facebook	w020	Week 20	132	1	8632997	3634939	26336	4759
Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	w020	Week 20	371	1	8213980	3497109	38360	7110
N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	w020	Week 20	116	1	7392731	3020201	27831	7583
sp.a	sp.a	57253967150	Facebook	w020	Week 20	215	1	6569855	2402057	27310	4960
Parlement européen en France	Parlement européen en France	279757933824	Facebook	w020	Week 20	72	1	6514964	2757500	36214	9050
SPÖ	SPÖ	77393060080	Facebook	w020	Week 20	613	1	6292136	1991881	57429	9053
România în primul rând	Future Innovation	770704223323599	Facebook	w020	Week 20	36	1	5911858	2586798	6681	1574
Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	w020	Week 20	26	1	5401441	2387339	11500	2776
LMP - Lehet Más a Politika	LMP - Lehet Más a Politika	47198507012	Facebook	w020	Week 20	37	1	5329533	2271777	3980	1136
Konfederacja KORWiN Braun Liroy Narodowcy	KWW Konfederacja KORWiN Braun Liroy Narodowcy	1971966879776579	Facebook	w020	Week 20	114	1	4906762	2123095	30925	6494
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	w020	Week 20	854	1	4679508	1428578	76245	9110
Open Vld	Open Vld	53668151866	Facebook	w020	Week 20	192	1	4203515	1672913	25371	6422
Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	w020	Week 20	25	1	4202874	1851824	8463	3639
Change UK - The Independent Group	Change UK - The Independent Group	395151614382309	Facebook	w020	Week 20	172	1	4098582	1816221	37658	7467
Centerpartiet	Centerpartiet	12690894340	Facebook	w020	Week 20	221	1	4032347	1401342	51592	12122
Sign for my Future	Sign for my Future	1345513882259768	Facebook	w020	Week 20	61	1	3990954	1641500	34604	9599
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	w020	Week 20	167	1	3943745	1223428	13387	710
Matteo Salvini	Lega - Salvini Premier	252306033154	Facebook	w020	Week 20	10	1	3756714	1713361	13575	3556
PACMA - Partido Animalista	PACMA - Partido Animalista	72181181684	Facebook	w020	Week 20	30	1	3695958	1651825	7701	2236
Socialdemokraterna	Socialdemokraterna	8040892957	Facebook	w020	Week 20	162	1	3551613	1240679	59435	15071
