advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	age_code_filter	age_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Evropski parlament Slovenija	Evropski parlament Slovenija	183314631692914	Facebook	65_	65+	SI	Slovenia	110	1	258819	73857	1667	53
SDS - Slovenska demokratska stranka	SDS - Slovenska demokratska stranka	30790585231	Facebook	65_	65+	SI	Slovenia	56	1	201267	66475	882	83
Franc Bogovič		288826994603012	Facebook	65_	65+	SI	Slovenia	21	1	145845	59517	374	45
Milan Zver	SDS - Slovenska demokratska stranka	279397488827904	Facebook	65_	65+	SI	Slovenia	33	1	90517	28292	595	22
Socialni demokrati (SD)	Socialni demokrati (SD)	12676777580	Facebook	65_	65+	SI	Slovenia	130	1	89014	20339	1716	0
Stranka LMŠ	Stranka LMŠ	1688472281270558	Facebook	65_	65+	SI	Slovenia	21	1	69301	15338	296	9
Romana Tomc		1025408990823719	Facebook	65_	65+	SI	Slovenia	6	1	54226	16036	169	15
European Greens		141366725876424	Facebook	65_	65+	SI	Slovenia	14	1	51887	22009	174	55
Janez Janša	SDS - Slovenska demokratska stranka	32585228571	Facebook	65_	65+	SI	Slovenia	4	1	26706	8211	227	42
Tanja Fajon	Socialni demokrati (SD)	73452413740	Facebook	65_	65+	SI	Slovenia	16	1	26463	5137	171	0
Urša Zgojznik	Lista Povežimo se	2264632877141356	Facebook	65_	65+	SI	Slovenia	17	1	26325	7192	123	0
Patricija Šulin		1541413339429015	Facebook	65_	65+	SI	Slovenia	9	1	24052	8891	201	10
European Parliament		178362315106	Facebook	65_	65+	SI	Slovenia	29	1	22462	10278	93	12
Pravična trgovina Slovenija	Zavod za pravično trgovino, 3MUHE	526186704085625	Facebook	65_	65+	SI	Slovenia	30	1	17208	3367	783	0
Siemens Slovenija		393074441061448	Facebook	65_	65+	SI	Slovenia	11	1	17007	3398	59	0
Levica	Levica	285304408294792	Facebook	65_	65+	SI	Slovenia	20	1	16160	3999	324	0
Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	65_	65+	SI	Slovenia	50	1	15374	6810	39	9
Povežimo se	Povežimo se	1212524292238625	Facebook	65_	65+	SI	Slovenia	15	1	12559	3618	165	0
SAB - Stranka Alenke Bratušek		242210245976248	Facebook	65_	65+	SI	Slovenia	4	1	11561	2880	32	0
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	65_	65+	SI	Slovenia	61	1	11097	4158	80	8
Milan Brglez	Socialni demokrati (SD)	1874547136091318	Facebook	65_	65+	SI	Slovenia	8	1	7183	1384	148	0
Neva Grašič		2235496013147745	Facebook	65_	65+	SI	Slovenia	2	1	6532	1306	20	0
VoteWatch Europe		355087424564148	Facebook	65_	65+	SI	Slovenia	8	1	5961	2649	14	3
Žiga Turk		352586381292	Facebook	65_	65+	SI	Slovenia	2	1	5763	2881	57	0
Matjaž Nemec	Socialni demokrati (SD)	642148249206716	Facebook	65_	65+	SI	Slovenia	7	1	3488	751	67	0
