advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	age_code_filter	age_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Δημοκρατικός Συναγερμός	Δημοκρατικός Συναγερμός	64330641883	Facebook	13_17	13-17	CY	Cyprus	5	1	59590	19801	155	0
EEA and Norway Grants		70937137362	Facebook	13_17	13-17	CY	Cyprus	1	1	55708	22283	11	0
European Parliament		178362315106	Facebook	13_17	13-17	CY	Cyprus	5	1	38273	18827	80	5
European Commission		107898832590939	Facebook	13_17	13-17	CY	Cyprus	3	1	13970	6985	39	9
Δρ. ΕΛΕΝΗ ΘΕΟΧΑΡΟΥΣ - Dr. ELENI THEOCHAROUS		46620712083	Facebook	13_17	13-17	CY	Cyprus	1	1	13279	2655	26	0
ΑΚΕΛ - AKEL	ΑΚΕΛ - AKEL	117799504920552	Facebook	13_17	13-17	CY	Cyprus	43	1	13263	3494	55	0
VICE Greece		187580104777775	Facebook	13_17	13-17	CY	Cyprus	8	1	12867	4538	18	0
Give A Vote		2186129244970085	Facebook	13_17	13-17	CY	Cyprus	1	1	9388	3755	9	1
γυρίζουμε		278308089460720	Facebook	13_17	13-17	CY	Cyprus	6	1	3992	1794	24	5
Council of Europe - Directorate General Human Rights and Rule of Law		315160671967064	Facebook	13_17	13-17	CY	Cyprus	9	1	3664	1620	6	0
Takis Hadjigeorgiou		610639632353466	Facebook	13_17	13-17	CY	Cyprus	3	1	2705	541	13	0
Tuunes		992176580926495	Facebook	13_17	13-17	CY	Cyprus	6	1	2592	558	11	0
ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	82362291274	Facebook	13_17	13-17	CY	Cyprus	5	1	2558	1108	18	3
Council of the European Union		147547541961576	Facebook	13_17	13-17	CY	Cyprus	3	1	1098	543	3	0
European Youth		130456876990360	Facebook	13_17	13-17	CY	Cyprus	1	1	851	425	2	0
Μαρία Παστελλά		408568246617951	Facebook	13_17	13-17	CY	Cyprus	3	1	848	169	2	0
Ανεξάρτητη Φοιτητική ΕΠΑΛΞΗ Πανεπιστημίου Κύπρου		579252218763659	Facebook	13_17	13-17	CY	Cyprus	1	1	463	231	4	0
ALDE Group – Liberals and Democrats in the European Parliament	ALDE Group in the European Parliament. 	123910440019	Facebook	13_17	13-17	CY	Cyprus	5	1	367	157	1	0
Wageningen University & Research		128618593840392	Facebook	13_17	13-17	CY	Cyprus	1	1	330	66	0	0
CityChannel		2074154366187575	Facebook	13_17	13-17	CY	Cyprus	1	1	309	154	3	0
ScribersHive		722350287934296	Facebook	13_17	13-17	CY	Cyprus	1	1	302	151	0	0
Friends of the Earth Cyprus - Φίλοι της Γης Κύπρου		782825568407464	Facebook	13_17	13-17	CY	Cyprus	1	1	291	145	2	0
eToro		193863317737	Facebook	13_17	13-17	CY	Cyprus	10	1	201	84	0	0
Great		267772723892978	Facebook	13_17	13-17	CY	Cyprus	1	1	187	93	0	0
Break The Machine Ltd		455248978191768	Facebook	13_17	13-17	CY	Cyprus	1	1	183	91	2	0
