country_code_filter	country_name_filter	region_code	region_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
AT	Austria	vienna	Vienna	8753	1158	48517433	16418429	435956	61252
AT	Austria	upper_austria	Upper Austria	8013	901	14447381	3821689	206010	11213
AT	Austria	lower_austria	Lower Austria	7399	906	4165957	1314097	60153	3862
AT	Austria	styria	Styria	6716	892	4146834	1332467	42022	4211
AT	Austria	tyrol	Tyrol	6148	865	2793909	790591	29635	2193
AT	Austria	carinthia	Carinthia	5663	752	2090223	649743	21189	2618
AT	Austria	salzburg	Salzburg	6053	816	1414717	416686	18224	1107
AT	Austria	vorarlberg	Vorarlberg	5334	734	1178921	303121	13370	1882
AT	Austria	burgenland	Burgenland	5321	669	683377	147663	5284	267
