day_code	day_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
d136	2019-05-16	MT	Malta	409	82	1079340	305799	7617	262
d135	2019-05-15	MT	Malta	471	84	1479582	415120	9462	383
d134	2019-05-14	MT	Malta	485	87	1744257	512881	10726	613
d133	2019-05-13	MT	Malta	472	82	1607036	499077	9165	601
d132	2019-05-12	MT	Malta	436	83	1571490	504909	8431	644
d131	2019-05-11	MT	Malta	449	87	2698532	1042622	13265	1703
d130	2019-05-10	MT	Malta	456	86	2641488	925651	10665	1667
d129	2019-05-09	MT	Malta	421	88	1637642	565228	7435	565
d128	2019-05-08	MT	Malta	394	86	1388380	456538	6659	511
d127	2019-05-07	MT	Malta	376	81	1488084	515786	7307	735
d126	2019-05-06	MT	Malta	359	74	1533001	585537	7248	1128
d125	2019-05-05	MT	Malta	351	76	1167395	412338	5175	486
d124	2019-05-04	MT	Malta	350	75	1264255	435721	5846	503
d123	2019-05-03	MT	Malta	352	80	1121648	365411	5072	355
d122	2019-05-02	MT	Malta	350	80	1106005	362256	5569	475
d121	2019-05-01	MT	Malta	336	77	941386	280250	4089	239
d120	2019-04-30	MT	Malta	389	88	945258	298198	4008	198
d119	2019-04-29	MT	Malta	388	88	961169	328520	3563	234
d118	2019-04-28	MT	Malta	356	83	765236	267314	3066	183
d117	2019-04-27	MT	Malta	357	88	710777	259493	2943	184
d116	2019-04-26	MT	Malta	395	93	1252052	471364	4324	729
d115	2019-04-25	MT	Malta	358	92	427108	129804	2733	99
d114	2019-04-24	MT	Malta	348	96	438137	128573	2672	90
d113	2019-04-23	MT	Malta	354	100	364923	116196	2150	109
d112	2019-04-22	MT	Malta	300	100	252542	73498	1683	73
d111	2019-04-21	MT	Malta	310	100	199034	58359	1330	38
d110	2019-04-20	MT	Malta	298	106	158337	46712	966	35
d109	2019-04-19	MT	Malta	318	108	152386	49589	855	30
d108	2019-04-18	MT	Malta	340	115	207690	60523	1162	15
d107	2019-04-17	MT	Malta	333	116	263417	71603	1580	102
