advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	region_code_filter	region_name_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Petr Fiala	ODS - Občanská demokratická strana	487445514669670	Facebook	liberec_region	Liberec Region	CZ	Czechia	39	1	52125	10594	203	40
ČSSD	ČSSD	111041662264882	Facebook	liberec_region	Liberec Region	CZ	Czechia	1295	1	21769	4873	104	22
Míša Tejmlová	Tejmlová Michaela	170261140345723	Facebook	liberec_region	Liberec Region	CZ	Czechia	6	1	20968	7024	61	11
European Parliament		178362315106	Facebook	liberec_region	Liberec Region	CZ	Czechia	77	1	14284	6603	66	22
TOP 09 - Liberecký kraj		316563285803	Facebook	liberec_region	Liberec Region	CZ	Czechia	5	1	12049	2000	46	7
Česká pirátská strana - Liberecký kraj		348394825788	Facebook	liberec_region	Liberec Region	CZ	Czechia	1	1	9999	5000	38	19
Strana nezávislosti České republiky	Strana nezávislosti České republiky	1199083776860090	Facebook	liberec_region	Liberec Region	CZ	Czechia	58	1	9293	2671	32	7
Česká pirátská strana	Česká pirátská strana	109323929038	Facebook	liberec_region	Liberec Region	CZ	Czechia	109	1	8785	2793	35	8
Bc. John Vostenak, MBA, kandidát SPD č. 10 do Evropského parlamentu		1044437145680251	Facebook	liberec_region	Liberec Region	CZ	Czechia	9	1	7928	1164	30	4
European Commission		107898832590939	Facebook	liberec_region	Liberec Region	CZ	Czechia	13	1	4775	2164	17	4
ecoFuture & E.ON Energy Globe		104654572907664	Facebook	liberec_region	Liberec Region	CZ	Czechia	94	1	4583	1638	17	0
Pavel Poc	Poc Pavel	202974613060409	Facebook	liberec_region	Liberec Region	CZ	Czechia	19	1	3831	1523	7	2
Evropa společně	Evropa společně	535611970260854	Facebook	liberec_region	Liberec Region	CZ	Czechia	47	1	3631	1252	8	2
Pavel Svoboda	Křesťanská a demokratická unie - Československá strana lidová	1451376028412024	Facebook	liberec_region	Liberec Region	CZ	Czechia	59	1	3569	1057	7	1
Andrej Babiš	ANO	214827221987263	Facebook	liberec_region	Liberec Region	CZ	Czechia	13	1	3281	1543	10	2
Gambrinus		146991996743	Facebook	liberec_region	Liberec Region	CZ	Czechia	3	1	3046	1381	22	4
Kancelář Evropského parlamentu	Kancelář Evropského parlamentu	278212515809	Facebook	liberec_region	Liberec Region	CZ	Czechia	15	1	3036	602	24	5
TOP 09	TOP 09	90002267161	Facebook	liberec_region	Liberec Region	CZ	Czechia	23	1	2315	939	6	1
TOP 09 - Královéhradecký kraj	TOP 09	321213001604	Facebook	liberec_region	Liberec Region	CZ	Czechia	2	1	2286	913	11	5
HLAS	První prezidentská	320144481956623	Facebook	liberec_region	Liberec Region	CZ	Czechia	76	1	1999	522	3	1
Starostové a nezávislí	Starostové a nezávislí	370583064327	Facebook	liberec_region	Liberec Region	CZ	Czechia	13	1	1854	739	5	1
Tomáš Zdechovský		275042429350706	Facebook	liberec_region	Liberec Region	CZ	Czechia	24	1	1788	783	9	2
Daniel Herman	Vasek Jiri	378072105614553	Facebook	liberec_region	Liberec Region	CZ	Czechia	21	1	1696	645	2	0
Organizace pro pomoc uprchlíkům, z.s.		188235971211201	Facebook	liberec_region	Liberec Region	CZ	Czechia	38	1	1652	444	1	0
European Greens		141366725876424	Facebook	liberec_region	Liberec Region	CZ	Czechia	29	1	1572	638	12	1
