spend_code	spend_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
0_50	0 - 50	LU	Luxembourg	33	16	246535	56931	2463	0
50_100	50 - 100	LU	Luxembourg	33	16	769	177	7	0
100_1k	100 - 1k	LU	Luxembourg	3	2	3516	1758	8	1
