audience_code	audience_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f25_34	female (25-34)	FI	Finland	1440	158	4079488	1389147	45836	8507
f18_24	female (18-24)	FI	Finland	1296	151	3717090	1218936	42132	6993
m25_34	male (25-34)	FI	Finland	1427	157	3503581	1144013	41796	7055
f35_44	female (35-44)	FI	Finland	1448	159	2903744	998593	32217	6065
m35_44	male (35-44)	FI	Finland	1422	156	2553282	829313	29983	5168
m18_24	male (18-24)	FI	Finland	1292	149	2421068	761117	30434	4509
f45_54	female (45-54)	FI	Finland	1263	157	2132382	694036	25332	4105
m45_54	male (45-54)	FI	Finland	1245	153	1870287	577650	22976	3553
f55_64	female (55-64)	FI	Finland	1183	150	1717912	539575	23357	3275
f65_	female (65+)	FI	Finland	1120	141	1612478	489230	24054	3209
m55_64	male (55-64)	FI	Finland	1180	150	1365038	406484	18271	2459
m65_	male (65+)	FI	Finland	1123	142	1059320	309749	15562	1953
u35_44	unknown (35-44)	FI	Finland	1183	148	149153	50441	1651	305
u25_34	unknown (25-34)	FI	Finland	1074	144	110022	36941	1268	222
u45_54	unknown (45-54)	FI	Finland	995	145	64645	21203	752	127
u55_64	unknown (55-64)	FI	Finland	886	133	30898	9799	405	58
u18_24	unknown (18-24)	FI	Finland	757	122	24307	8001	295	47
u65_	unknown (65+)	FI	Finland	801	132	23454	7505	327	45
f13_17	female (13-17)	FI	Finland	56	19	20212	6662	311	2
m13_17	male (13-17)	FI	Finland	55	18	18293	4536	256	2
u13_17	unknown (13-17)	FI	Finland	70	23	190	64	2	0
