week_code	week_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
w019	Week 19	2019-05-06	2019-05-07	HU	Hungary	611	325	9891389	3966378	25007	10327
w018	Week 18	2019-04-29	2019-05-05	HU	Hungary	1154	451	33472754	14100183	76966	31149
w017	Week 17	2019-04-22	2019-04-28	HU	Hungary	1035	334	21828153	8617132	44871	14717
w016	Week 16	2019-04-15	2019-04-21	HU	Hungary	801	274	15582866	6370566	33560	11123
w015	Week 15	2019-04-08	2019-04-14	HU	Hungary	911	387	12733042	5414279	24774	7196
w014	Week 14	2019-04-01	2019-04-07	HU	Hungary	735	320	6831490	2682874	22172	4691
w013	Week 13	2019-03-25	2019-03-31	HU	Hungary	442	203	2598875	1038009	8866	2928
w012	Week 12	2019-03-18	2019-03-24	HU	Hungary	414	178	3176584	1250673	10744	2961
w011	Week 11	2019-03-11	2019-03-17	HU	Hungary	254	109	2588980	984341	7829	1931
w010	Week 10	2019-03-04	2019-03-10	HU	Hungary	262	108	1605242	590840	5894	1012
w009	Week 9	2019-02-25	2019-03-03	HU	Hungary	140	73	979958	387824	2506	468
w008	Week 8	2019-02-18	2019-02-24	HU	Hungary	99	56	500731	189063	1280	286
w007	Week 7	2019-02-11	2019-02-17	HU	Hungary	70	47	517571	180918	1148	202
w006	Week 6	2019-02-04	2019-02-10	HU	Hungary	57	37	1073055	442984	2192	805
w005	Week 5	2019-01-28	2019-02-03	HU	Hungary	83	30	446335	163506	1592	139
w004	Week 4	2019-01-21	2019-01-27	HU	Hungary	56	27	52392	17119	269	23
w003	Week 3	2019-01-14	2019-01-20	HU	Hungary	62	30	167151	50856	500	57
w002	Week 2	2019-01-07	2019-01-13	HU	Hungary	46	26	1129358	553553	1463	530
w001	Week 1	2019-01-01	2019-01-06	HU	Hungary	32	17	25932	10405	273	12
