week_code	week_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
w019	Week 19	2019-05-06	2019-05-12	DE	Germany	12947	906	102558925	28881460	1198600	67293
w018	Week 18	2019-04-29	2019-05-05	DE	Germany	10612	911	68928262	19723131	826710	56270
w017	Week 17	2019-04-22	2019-04-28	DE	Germany	4654	866	27719688	8400246	321314	21814
w016	Week 16	2019-04-15	2019-04-21	DE	Germany	4934	1069	32227571	10679428	415767	37743
w015	Week 15	2019-04-08	2019-04-14	DE	Germany	6166	1534	37408680	11981107	519524	43587
w014	Week 14	2019-04-01	2019-04-07	DE	Germany	3275	1369	18185187	5610902	177371	17082
w013	Week 13	2019-03-25	2019-03-31	DE	Germany	3048	1160	21406130	7045403	228201	25009
w012	Week 12	2019-03-18	2019-03-24	DE	Germany	2384	1021	19539966	6905838	182499	26781
w011	Week 11	2019-03-11	2019-03-17	DE	Germany	1567	686	14023009	5132752	129702	21614
w010	Week 10	2019-03-04	2019-03-10	DE	Germany	1289	382	7514983	2769263	55132	6602
w009	Week 9	2019-02-25	2019-03-03	DE	Germany	628	206	4608367	1723445	43228	7215
w008	Week 8	2019-02-18	2019-02-24	DE	Germany	517	173	2407127	853345	21868	3472
w007	Week 7	2019-02-11	2019-02-17	DE	Germany	361	148	2361844	785652	16337	2153
w006	Week 6	2019-02-04	2019-02-10	DE	Germany	300	118	1944212	664083	13907	1262
w005	Week 5	2019-01-28	2019-02-03	DE	Germany	269	106	1288532	476792	8621	1035
w004	Week 4	2019-01-21	2019-01-27	DE	Germany	248	93	2418424	984714	13647	1775
w003	Week 3	2019-01-14	2019-01-20	DE	Germany	214	90	1731791	691862	10902	1755
w002	Week 2	2019-01-07	2019-01-13	DE	Germany	159	76	1095630	378401	6087	969
w001	Week 1	2019-01-01	2019-01-06	DE	Germany	139	59	2853114	1095232	23187	7648
