gender_code	gender_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f	female	CY	Cyprus	1959	474	10430544	3525992	44842	4584
m	male	CY	Cyprus	1878	457	15401456	4996563	65518	5461
u	unknown	CY	Cyprus	1807	439	186240	62175	814	67
