advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	gender_code_filter	gender_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	m	male	HU	Hungary	67	1	18313952	8532385	37267	16630
Fidesz	Fidesz	9844779306	Facebook	m	male	HU	Hungary	99	1	9773713	4596767	30925	15140
European Parliament		178362315106	Facebook	m	male	HU	Hungary	127	1	9058470	4081685	25151	7457
LMP - Lehet Más a Politika	LMP - Lehet Más a Politika	47198507012	Facebook	m	male	HU	Hungary	88	1	7348691	2952278	6726	2111
Párbeszéd Magyarországért	Párbeszéd Magyarországért	113684438795574	Facebook	m	male	HU	Hungary	68	1	6393732	2727219	5278	1691
Momentum Mozgalom	Momentum Mozgalom	592204747588011	Facebook	m	male	HU	Hungary	254	1	6125438	2344259	12224	4408
Nemzeti Televízió	Alfahír Hírportál	164061553749320	Facebook	m	male	HU	Hungary	103	1	5691453	2420861	14143	5609
MSZP	MSZP	115388925185513	Facebook	m	male	HU	Hungary	103	1	3441054	1320484	5754	2096
Dobrev Klára	Demokratikus Koalíció	1880809845328535	Facebook	m	male	HU	Hungary	67	1	2888630	1204735	5614	2024
Gyöngyösi Márton	Országgyűlés Hivatala Jobbik Frakció	781030738624077	Facebook	m	male	HU	Hungary	28	1	2628315	1110709	5026	2325
Kialo		729627343834501	Facebook	m	male	HU	Hungary	306	1	2612580	1054535	15591	3938
European Greens		141366725876424	Facebook	m	male	HU	Hungary	47	1	2110295	953417	7354	1933
Gyurcsány Ferenc	Demokratikus Koalíció	187301974635606	Facebook	m	male	HU	Hungary	34	1	1714427	647884	2844	802
Vágó Gábor	LMP - Lehet Más a Politika	453253875264	Facebook	m	male	HU	Hungary	37	1	1606639	694176	3092	976
Mi Hazánk Mozgalom	Mi Hazánk Mozgalom	620030171664750	Facebook	m	male	HU	Hungary	29	1	1484970	559381	2777	854
European Commission		107898832590939	Facebook	m	male	HU	Hungary	19	1	1433218	660317	5426	1407
Jakab Péter	Országgyűlés Hivatala Jobbik Frakció	781150971947219	Facebook	m	male	HU	Hungary	17	1	1378502	507629	2515	934
Cseh Katalin - Momentum	Momentum Mozgalom	682448271826776	Facebook	m	male	HU	Hungary	47	1	1307826	427267	4109	1450
Demokratikus Koalíció	Demokratikus Koalíció	169599166463839	Facebook	m	male	HU	Hungary	39	1	1271139	468130	2319	613
Greenpeace Magyarország		35634348348	Facebook	m	male	HU	Hungary	102	1	1257011	479626	3633	190
Erepublik		26897053321	Facebook	m	male	HU	Hungary	4	1	1154832	560918	5695	1099
Dúró Dóra		191946490841225	Facebook	m	male	HU	Hungary	29	1	1082126	424459	2703	928
Ádám Kósa Mep	Adam Kosa, Member of the European Parliament	237088069704442	Facebook	m	male	HU	Hungary	11	1	1001229	425832	2535	1160
Demeter Márta	LMP - Lehet Más a Politika	1372750529476614	Facebook	m	male	HU	Hungary	22	1	933865	365162	1447	413
PestiSracok.hu	PestiSrácok.hu	264517713636590	Facebook	m	male	HU	Hungary	28	1	873737	211199	2687	592
