impression_code	impression_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
0_1k	0 - 1k	IT	Italy	5122	1884	4273827	0	417315	23
1k_5k	1k - 5k	IT	Italy	6517	2707	28585087	5718161	562311	50
5k_10k	5k - 10k	IT	Italy	2984	1507	25521640	12762096	255049	1035
10k_50k	10k - 50k	IT	Italy	4346	1560	170175510	34035782	548091	53596
50k_100k	50k - 100k	IT	Italy	931	385	62300667	31150645	254841	50610
100k_200k	100k - 200k	IT	Italy	565	225	69244122	34622234	222579	61611
200k_500k	200k - 500k	IT	Italy	401	163	110662190	44264964	309550	84410
500k_1m	500k - 1m	IT	Italy	133	66	63672825	31836444	217387	50507
