platform_code_filter	platform_name_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f	Facebook	CZ	Czechia	Senátor Jiří Vosecký - Vosa v Senátu		567147076746992	Facebook	1	1	4999	1000	19	3
f	Facebook	CZ	Czechia	KDU-ČSL HLUČÍN		756304421099977	Facebook	1	1	4999	1000	19	3
f	Facebook	CZ	Czechia	Mikuláš Halás		196903380333133	Facebook	1	1	4999	1000	3	0
f	Facebook	CZ	Czechia	Allianz - Ing. Lenka Hladná		299964167542523	Facebook	1	1	4999	1000	19	3
f	Facebook	CZ	Czechia	Taskahned.cz		505784603221905	Facebook	1	1	4999	1000	19	3
f	Facebook	CZ	Czechia	Přemysl Mališ		192027048028464	Facebook	1	1	4999	1000	19	3
f	Facebook	CZ	Czechia	Nina Amopra Spitalnikova		158980731475210	Facebook	1	1	4999	1000	19	3
f	Facebook	CZ	Czechia	Terezie Radoměřská		184723515582846	Facebook	1	1	4999	1000	19	3
f	Facebook	CZ	Czechia	Jiří Pospíšil		257529307701966	Facebook	1	1	4998	999	19	3
f	Facebook	CZ	Czechia	Studuj materiály		187935295444120	Facebook	1	1	4998	999	19	3
f	Facebook	CZ	Czechia	Česká srovnávací		2065286603481907	Facebook	1	1	4998	999	19	3
f	Facebook	CZ	Czechia	Veronika Luňáková		311589326158964	Facebook	1	1	4998	999	19	3
f	Facebook	CZ	Czechia	Božan_balič potravinářský		736275926741786	Facebook	1	1	4998	1000	19	3
f	Facebook	CZ	Czechia	GLOBTOUR CZ		133593006653570	Facebook	1	1	4998	1000	99	0
f	Facebook	CZ	Czechia	Mgr. Jan Klán		1568019623470727	Facebook	1	1	4998	999	19	3
f	Facebook	CZ	Czechia	Marek Tichý, režisér a kameraman		249538682400743	Facebook	1	1	4994	999	19	3
f	Facebook	CZ	Czechia	TOP 09 Dobruška		143655455670113	Facebook	1	1	4987	997	19	3
f	Facebook	CZ	Czechia	I Love Crowdfunding Projects		112683756154005	Facebook	5	1	4958	1842	31	6
f	Facebook	CZ	Czechia	Interkontakt.store		1757605707867183	Facebook	3	1	4835	567	34	6
f	Facebook	CZ	Czechia	EURACTIV.sk		53798312370	Facebook	6	1	4719	1758	75	0
f	Facebook	CZ	Czechia	Progresívne Slovensko	Progresívne Slovensko	557862947737785	Facebook	24	1	4571	1054	51	9
f	Facebook	CZ	Czechia	SPOLU - občianska demokracia	SPOLU - občianska demokracia	1057020590987528	Facebook	43	1	4527	1715	34	8
f	Facebook	CZ	Czechia	Danube Monarchist Alliance - Habsburg Supporters		1985963358400936	Facebook	3	1	4423	884	11	0
f	Facebook	CZ	Czechia	Wageningen University & Research		128618593840392	Facebook	1	1	4390	878	8	0
f	Facebook	CZ	Czechia	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ	82362291274	Facebook	5	1	4261	1805	32	6
f	Facebook	CZ	Czechia	The Palestine Institute for Public Diplomacy		158233651450504	Facebook	2	1	4241	2120	9	1
f	Facebook	CZ	Czechia	Council of Europe - Directorate General Human Rights and Rule of Law		315160671967064	Facebook	20	1	4225	1431	14	0
f	Facebook	CZ	Czechia	revue Prostor		525606624188429	Facebook	1	1	4208	841	16	3
f	Facebook	CZ	Czechia	Climate-KIC		403370709744295	Facebook	2	1	4108	1798	10	3
f	Facebook	CZ	Czechia	Tuunes		992176580926495	Facebook	6	1	4087	983	9	0
f	Facebook	CZ	Czechia	European Jewish Association		853930504670255	Facebook	1	1	4001	2001	9	2
f	Facebook	CZ	Czechia	Le Monde		14892757589	Facebook	33	1	3957	1452	12	0
f	Facebook	CZ	Czechia	120 dnů sodomy		329642711236010	Facebook	1	1	3951	790	69	0
f	Facebook	CZ	Czechia	Pologize Fashion		274227073497806	Facebook	1	1	3856	1928	34	17
f	Facebook	CZ	Czechia	BonneGueule		140324089470	Facebook	4	1	3719	1802	18	3
f	Facebook	CZ	Czechia	World Youth Academy		155365641152627	Facebook	6	1	3680	736	27	0
f	Facebook	CZ	Czechia	Matthew Hussey		525275707491504	Facebook	7	1	3605	1441	31	6
f	Facebook	CZ	Czechia	Maroš Šefčovič		245361515516655	Facebook	4	1	3464	692	6	0
f	Facebook	CZ	Czechia	Européens Sans Frontières		668031516635463	Facebook	8	1	3240	1319	5	1
f	Facebook	CZ	Czechia	Perdurabo		380940568683973	Facebook	1	1	3234	1617	3	0
f	Facebook	CZ	Czechia	The Good Lobby		1420129598280317	Facebook	9	1	3088	923	12	0
