advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	region_code_filter	region_name_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
ΑΚΕΛ - AKEL	ΑΚΕΛ - AKEL	117799504920552	Facebook	larnaca_district	Larnaca District	CY	Cyprus	71	1	57673	16114	283	0
Δημήτρης Παπαδάκης	Δημήτρης Παπαδάκης - Demetris Papadakis	1406872809567447	Facebook	larnaca_district	Larnaca District	CY	Cyprus	6	1	51137	10227	111	0
Κίνημα Σοσιαλδημοκρατών ΕΔΕΚ	EDEK	489124984493054	Facebook	larnaca_district	Larnaca District	CY	Cyprus	52	1	33223	6794	164	0
Λευτέρης Χριστοφόρου - Lefteris Christoforou		832972046731724	Facebook	larnaca_district	Larnaca District	CY	Cyprus	42	1	21973	5052	163	0
Τζώρτζια Κωνσταντίνου-Παναγιώτου / Georgia Constantinou-Panayiotou		270213387069072	Facebook	larnaca_district	Larnaca District	CY	Cyprus	23	1	14701	3196	42	0
Nicos Tornaritis - Νίκος Τορναρίτης		115653995162093	Facebook	larnaca_district	Larnaca District	CY	Cyprus	14	1	13647	2790	28	0
European Parliament Office in Cyprus		205478755729	Facebook	larnaca_district	Larnaca District	CY	Cyprus	9	1	12784	5508	57	10
Στηρίζουμε Μαρίνο Κλεάνθους για την Ευρωβουλή		831939610501208	Facebook	larnaca_district	Larnaca District	CY	Cyprus	14	1	11357	4641	56	3
Costas Mavrides - Κώστας Μαυρίδης	Costas Mavrides - Κώστας Μαυρίδης	197874087030899	Facebook	larnaca_district	Larnaca District	CY	Cyprus	13	1	9745	2560	30	2
Δρ. ΕΛΕΝΗ ΘΕΟΧΑΡΟΥΣ - Dr. ELENI THEOCHAROUS		46620712083	Facebook	larnaca_district	Larnaca District	CY	Cyprus	19	1	7649	1625	33	0
European Parliament		178362315106	Facebook	larnaca_district	Larnaca District	CY	Cyprus	12	1	7227	2692	59	8
Παναγιώτης Σεντώνας - Panayiotis Sentonas		436419753766608	Facebook	larnaca_district	Larnaca District	CY	Cyprus	10	1	6804	1656	33	0
UK-Cyprus Enterprise Council	UK-Cyprus Enterprise Council 	1837120569879342	Facebook	larnaca_district	Larnaca District	CY	Cyprus	7	1	6443	2000	16	1
γυρίζουμε		278308089460720	Facebook	larnaca_district	Larnaca District	CY	Cyprus	6	1	6032	2727	36	8
Δημοκρατικό Κόμμα		293704380825571	Facebook	larnaca_district	Larnaca District	CY	Cyprus	19	1	4835	1356	33	0
Νεολαία Δημοκρατικού Κόμματος - ΝΕΔΗΚ Λάρνακας		1152027201616934	Facebook	larnaca_district	Larnaca District	CY	Cyprus	1	1	4357	2179	43	0
Νικόλας Παπαδόπουλος	Μανωλης Κυριακου	998046016880140	Facebook	larnaca_district	Larnaca District	CY	Cyprus	12	1	4178	978	20	0
Παρατηρητήριο Τρίτης Ηλικίας Κύπρου		1788557328061678	Facebook	larnaca_district	Larnaca District	CY	Cyprus	4	1	3735	1325	13	1
Adore Nature Cyprus		1849286755152187	Facebook	larnaca_district	Larnaca District	CY	Cyprus	1	1	3411	682	6	0
Γραφείο Τύπου και Πληροφοριών - Press and Information Office		620027974738907	Facebook	larnaca_district	Larnaca District	CY	Cyprus	2	1	2307	878	8	1
Katerina Christophidou		131599480586562	Facebook	larnaca_district	Larnaca District	CY	Cyprus	5	1	2184	517	10	0
Κόμμα Δικαιοσύνης - ΟΑΔ	Michael Minas	404386316397983	Facebook	larnaca_district	Larnaca District	CY	Cyprus	7	1	2046	409	7	0
Dr. Eleni Stavrou		822417261217421	Facebook	larnaca_district	Larnaca District	CY	Cyprus	5	1	1879	528	7	0
Ο Καραγκιόζης Αλογόκριτος		295164867809730	Facebook	larnaca_district	Larnaca District	CY	Cyprus	4	1	1749	350	34	0
Takis Hadjigeorgiou		610639632353466	Facebook	larnaca_district	Larnaca District	CY	Cyprus	3	1	1499	299	4	0
