advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Rädda Barnen		72659261793	Facebook	SE	Sweden	585	1	16527842	5275775	143073	36032
Plan International Sverige		382243262003	Facebook	SE	Sweden	362	1	13655255	4661909	114760	28013
Centerpartiet	Centerpartiet	12690894340	Facebook	SE	Sweden	281	1	9098535	3181932	115162	27679
Vattenfall Sverige		608975645850217	Facebook	SE	Sweden	28	1	8720939	3979983	106226	30467
Socialdemokraterna	Socialdemokraterna	8040892957	Facebook	SE	Sweden	206	1	7301791	2380999	106525	27560
European Parliament		178362315106	Facebook	SE	Sweden	129	1	5897505	2492493	59260	14067
Sverigedemokraterna	Sverigedemokraterna	676246449160270	Facebook	SE	Sweden	38	1	5360954	2246996	60487	16122
Liberalerna	Liberalerna	132266740623	Facebook	SE	Sweden	107	1	4647894	1768000	30046	8408
EU-kommissionen i Sverige		155824787799	Facebook	SE	Sweden	21	1	4600828	2225924	19803	4769
Facebook Nordic	Facebook	334318366655425	Facebook	SE	Sweden	5	1	4049994	2009999	18613	3750
European Commission		107898832590939	Facebook	SE	Sweden	16	1	3962834	1753432	33297	9900
Valmyndigheten	Valmyndigheten	1737852076287450	Facebook	SE	Sweden	59	1	3940933	1389997	30064	8056
Moderaterna	Moderaterna	7719591155	Facebook	SE	Sweden	161	1	3861838	964999	36991	9307
Sverige för UNHCR		643137272398136	Facebook	SE	Sweden	97	1	3775792	1214977	22494	5417
Greenpeace Sverige	Greenpeace Sverige	95735961890	Facebook	SE	Sweden	349	1	3277209	915674	21310	4831
Håll Sverige Rent	Håll Sverige Rent	236879092476	Facebook	SE	Sweden	14	1	3209440	1364804	23701	5574
Fotografiska Stockholm		142320852554	Facebook	SE	Sweden	10	1	3054990	1331000	2221	500
European Greens		141366725876424	Facebook	SE	Sweden	48	1	2689159	1195823	33459	8327
Feministiskt initiativ	Feministiskt initiativ	112513375470294	Facebook	SE	Sweden	38	1	2601863	1011694	20434	8359
Miljöpartiet de gröna	Miljöpartiet de gröna	34780126150	Facebook	SE	Sweden	10	1	2454988	1160999	13103	3204
Röda Korset		111630258867610	Facebook	SE	Sweden	72	1	2452850	650983	11189	3389
Kristdemokraterna	Kristdemokraterna	115198178364	Facebook	SE	Sweden	87	1	2440906	613996	23347	5806
LO Sverige		163820136238	Facebook	SE	Sweden	7	1	2299440	999769	24998	5555
Jörgen Warborn EU-kandidat		56002955332	Facebook	SE	Sweden	98	1	2220532	572883	25204	6463
Kristdemokraterna Stockholm	Kristdemokraterna Stockholm	176875999028086	Facebook	SE	Sweden	118	1	1944881	546999	16241	4482
Saco	Saco	133910158381	Facebook	SE	Sweden	42	1	1849890	381986	11025	2676
Skandia		139767876088719	Facebook	SE	Sweden	3	1	1685771	793909	6444	1833
Ebba Busch Thor	Kristdemokraterna	661702230515862	Facebook	SE	Sweden	40	1	1650959	365999	11405	2555
En bättre framtid		1173808162671999	Facebook	SE	Sweden	60	1	1620933	591997	18321	4778
Sverigedemokraterna Värmlands län		336384546384299	Facebook	SE	Sweden	42	1	1561958	426000	13720	3852
Sara Skyttedal	Sara Skyttedal	249195615122371	Facebook	SE	Sweden	43	1	1539956	374000	13192	3361
Unionen		175656912484553	Facebook	SE	Sweden	31	1	1539926	622982	15980	4945
Uppsala kommun	Uppsala kommun	104760926229060	Facebook	SE	Sweden	64	1	1515935	338000	10421	2491
Världsnaturfonden WWF		371791194529	Facebook	SE	Sweden	9	1	1404820	540932	12138	2731
Alternativ för Sverige	Alternativ för Sverige	270592853332987	Facebook	SE	Sweden	25	1	1342974	602999	17472	5176
IF Metall	IF Metall	108492218918	Facebook	SE	Sweden	22	1	1339824	490423	7466	1536
Socialdemokraterna i Stockholm	Socialdemokraterna i Stockholm	117056501654820	Facebook	SE	Sweden	35	1	1324964	426000	12748	4019
Oxfam Sverige		279974638809211	Facebook	SE	Sweden	20	1	1300980	485999	9879	2389
Johan Danielsson	LO Sverige	636103536446815	Facebook	SE	Sweden	10	1	1249812	529929	11573	3981
S i världen- En rättvis värld är möjlig	Socialdemokraterna	229936971031161	Facebook	SE	Sweden	6	1	1209992	544999	5046	1120
Diakonia		42676805259	Facebook	SE	Sweden	42	1	1192923	400987	3505	1027
e.on		369122343101775	Facebook	SE	Sweden	28	1	1190972	435999	12925	3833
Moderaterna i Västra Götaland	Moderaterna i Västra Götaland	295727652090	Facebook	SE	Sweden	54	1	1119942	270000	13617	3620
ICA		98330067937	Facebook	SE	Sweden	3	1	1099781	449913	2314	1018
Said till Europaparlamentet	Liberalernas riksorganisation	1509050235995572	Facebook	SE	Sweden	39	1	1053698	329871	9390	2712
Kialo		729627343834501	Facebook	SE	Sweden	356	1	1009054	392529	7778	2141
Europaparlamentets kontor i Sverige		293678655099	Facebook	SE	Sweden	2	1	1004504	500753	5095	999
Tretti		250791121791	Facebook	SE	Sweden	8	1	1001949	419982	2904	615
Heléne Fritzon	Socialdemokraterna	767749640051136	Facebook	SE	Sweden	38	1	974962	229000	6877	1463
Linnéa Engström		1409490812643464	Facebook	SE	Sweden	42	1	972921	253992	7113	903
UNICEF Sverige		59324455950	Facebook	SE	Sweden	18	1	960981	413999	10333	3037
Syre		1531320107133721	Facebook	SE	Sweden	77	1	877596	214937	11213	3092
Vänsterpartiet	Vänsterpartiet	323156205347	Facebook	SE	Sweden	63	1	841933	218999	2994	731
Tomas Tobé	Moderaterna	1829725353928210	Facebook	SE	Sweden	56	1	808941	228999	7801	1852
Liberalerna Stockholm	Liberalerna Stockholm	682180208473039	Facebook	SE	Sweden	42	1	765943	159999	6274	1268
WaterAid Sverige		175843834306	Facebook	SE	Sweden	6	1	759986	284996	3703	1296
SSAB AB		145401631365	Facebook	SE	Sweden	27	1	759478	215925	5011	590
The Good Show		1923750267869320	Facebook	SE	Sweden	8	1	751934	359971	2379	472
Dr Sannas		432084333637525	Facebook	SE	Sweden	35	1	681964	158999	6470	1389
David Lega		251829904829983	Facebook	SE	Sweden	39	1	650928	146992	7857	1322
Abir till Bryssel	Nyberg Claes Otto	252516142116820	Facebook	SE	Sweden	61	1	639936	188999	5593	1277
Johan Nissinen		429354810518636	Facebook	SE	Sweden	6	1	570993	216999	5250	1074
Svenska kyrkans internationella arbete		197334613725511	Facebook	SE	Sweden	6	1	565631	212855	5237	1045
Henrik Sundström - M		180745369170	Facebook	SE	Sweden	35	1	552926	127988	3849	981
Emma Wiesner		653072158104424	Facebook	SE	Sweden	104	1	536883	133997	6167	1648
Vänsterpartiet Örebro		297546973785228	Facebook	SE	Sweden	46	1	511949	140999	6065	401
Linköpingsmoderaterna	Moderaterna Linköping	108239705998001	Facebook	SE	Sweden	30	1	504969	146999	1960	379
Linköpings kommun	Blomgren David Gunnar	116787001729336	Facebook	SE	Sweden	1	1	499999	200000	4630	926
Stryktipset - Svenska Spel Sport & Casino		310136262442458	Facebook	SE	Sweden	1	1	499999	200000	4630	926
SOS Barnbyar		133536819999319	Facebook	SE	Sweden	1	1	499999	199999	4630	926
Slöseriombudsmannen	Skattebetalarna	408171019221426	Facebook	SE	Sweden	47	1	496950	152999	2107	444
Anna Maria Corazza Bildt		69490331421	Facebook	SE	Sweden	21	1	487114	141070	5018	1213
LT konsult fastighetsservice		186325834774557	Facebook	SE	Sweden	13	1	474956	97993	4443	944
Centerpartiet i Stockholm	Centerpartiet i Stockholm	170211353124087	Facebook	SE	Sweden	11	1	470989	157000	3814	787
Fossilfritt Sverige	Fossilfritt Sverige	1845878962347273	Facebook	SE	Sweden	35	1	455965	133000	3395	842
Skiftet	Skiftet	100650935646	Facebook	SE	Sweden	19	1	416981	119000	2702	676
ActionAid Sweden	ActionAid Sweden	18880778360	Facebook	SE	Sweden	18	1	409982	123000	3665	1055
Go Climate Neutral	Go Climate Neutral	1797724450537743	Facebook	SE	Sweden	3	1	400997	200000	9269	1852
Zandra Pettersson SD politiker		1731576980266356	Facebook	SE	Sweden	19	1	400981	88000	4989	1046
Dedicated Brand		165262836994463	Facebook	SE	Sweden	2	1	399998	200000	1388	555
Games area		2075127812758129	Facebook	SE	Sweden	2	1	399976	199989	8899	1780
Vänsterpartiet Göteborg	Vänsterpartiet Göteborg	175873745789190	Facebook	SE	Sweden	14	1	390977	83998	2795	638
KDU Sverige	KDU Sverige	177549278946958	Facebook	SE	Sweden	11	1	389989	117000	3518	759
CIVIL RIGHTS DEFENDERS	CIVIL RIGHTS DEFENDERS	128452220525979	Facebook	SE	Sweden	9	1	369990	79999	2684	648
FPlus – nyhetstjänsten för företagsamma		130927360876045	Facebook	SE	Sweden	22	1	358226	78848	2936	656
