audience_code	audience_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f18_24	female (18-24)	FI	Finland	6095	1114	14272417	5211035	123418	20714
f25_34	female (25-34)	FI	Finland	6763	1232	11784064	4244539	105273	17633
m25_34	male (25-34)	FI	Finland	6411	1192	9772989	3351512	98703	15246
m18_24	male (18-24)	FI	Finland	5777	1076	9590601	3429251	98242	15953
f35_44	female (35-44)	FI	Finland	6771	1225	8984531	3183208	85170	13648
m35_44	male (35-44)	FI	Finland	6383	1191	7525644	2540419	76966	11547
f45_54	female (45-54)	FI	Finland	6340	1186	6993684	2385817	72243	10084
f65_	female (65+)	FI	Finland	5211	1020	6086496	1853091	79607	8045
f55_64	female (55-64)	FI	Finland	5651	1117	5996641	1936345	70798	7822
m45_54	male (45-54)	FI	Finland	5977	1145	5850258	1919725	62860	8447
m55_64	male (55-64)	FI	Finland	5332	1083	4498880	1413237	52495	5762
m65_	male (65+)	FI	Finland	4945	991	3843137	1161602	48143	4983
f13_17	female (13-17)	FI	Finland	619	183	856873	272445	6426	450
m13_17	male (13-17)	FI	Finland	581	174	561662	183509	5334	424
u35_44	unknown (35-44)	FI	Finland	5194	1094	435571	149764	4095	614
u25_34	unknown (25-34)	FI	Finland	4913	1055	315441	109228	2877	435
u45_54	unknown (45-54)	FI	Finland	4624	1006	198909	67478	2046	279
u55_64	unknown (55-64)	FI	Finland	3778	924	105002	33192	1253	130
u18_24	unknown (18-24)	FI	Finland	3592	858	93316	32732	838	131
u65_	unknown (65+)	FI	Finland	3338	828	89654	28018	972	107
u13_17	unknown (13-17)	FI	Finland	394	162	3229	1091	30	2
