advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	audience_code_filter	audience_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Britain's Future	Britain's Future	1625300137516491	Facebook	m55_64	male (55-64)	3888	1	12254560	3677677	136393	19397
Ciudadanos	Ciudadanos	74078667754	Facebook	m55_64	male (55-64)	3836	1	5556742	1702711	52373	4317
We are the 52%	We are the 52%	466744973727718	Facebook	m55_64	male (55-64)	278	1	5293562	1932448	14767	1927
People's Vote UK	People's Vote	748608695327755	Facebook	m55_64	male (55-64)	3271	1	4687567	1523199	76045	12752
Podemos	Unidas Podemos	269212336568846	Facebook	m55_64	male (55-64)	211	1	4159544	1889414	27022	7241
Conservatives	The Conservative Party	8807334278	Facebook	m55_64	male (55-64)	1499	1	3294111	1253910	42594	5547
Silvio Berlusconi	Silvio Berlusconi	116716651695782	Facebook	m55_64	male (55-64)	272	1	3091133	1257843	13560	2628
The Labour Party	The Labour Party	25749647410	Facebook	m55_64	male (55-64)	611	1	2908556	1132191	26909	5863
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	m55_64	male (55-64)	1825	1	2838393	904673	50451	5214
European Parliament		178362315106	Facebook	m55_64	male (55-64)	785	1	2825412	1217619	18530	4132
Partidul Social Democrat	Partidul Social Democrat	291177524360702	Facebook	m55_64	male (55-64)	72	1	2752965	1214191	6179	1743
38 Degrees	38 Degrees	200006375787	Facebook	m55_64	male (55-64)	611	1	2500262	898993	17138	2527
Partito Democratico		77034286895	Facebook	m55_64	male (55-64)	129	1	2455310	1048281	9639	2172
SPD	SPD	47930567748	Facebook	m55_64	male (55-64)	3113	1	2236505	586456	52170	2867
Partido Popular	Partido Popular	72249031214	Facebook	m55_64	male (55-64)	1236	1	2218958	820373	12150	1775
Best For Britain	Best for Britain	1863944713844924	Facebook	m55_64	male (55-64)	725	1	1964285	804143	30866	6794
The Brexit Party	The Brexit Party	230416667843105	Facebook	m55_64	male (55-64)	57	1	1709985	780135	21933	5631
Partidul Naţional Liberal		181375448581167	Facebook	m55_64	male (55-64)	94	1	1635243	679487	3033	817
Jobbik Magyarországért Mozgalom	Jobbik Magyarországért Mozgalom	287770891404	Facebook	m55_64	male (55-64)	39	1	1539555	721506	3469	1567
Sosialidemokraatit SDP		108945982480217	Facebook	m55_64	male (55-64)	220	1	1357983	559063	7901	1703
Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	m55_64	male (55-64)	90	1	1230311	516789	10985	2628
Matteo Salvini	Lega - Salvini Premier	252306033154	Facebook	m55_64	male (55-64)	25	1	1211150	559506	3295	826
Vlaams Belang	Vlaams Belang	56605856504	Facebook	m55_64	male (55-64)	57	1	1102598	507662	8810	1964
sp.a	sp.a	57253967150	Facebook	m55_64	male (55-64)	146	1	1063400	395302	6674	1435
Un país moderno	Unidas Podemos	577723459314066	Facebook	m55_64	male (55-64)	44	1	1017551	437312	7554	1504
