advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	audience_code_filter	audience_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
European Parliament		178362315106	Facebook	f25_34	female (25-34)	1116	1	25375660	11323121	136158	34721
Podemos	Unidas Podemos	269212336568846	Facebook	f25_34	female (25-34)	320	1	13924702	6199496	78195	19767
People's Vote UK	People's Vote	748608695327755	Facebook	f25_34	female (25-34)	3287	1	12724219	4548942	146848	27714
Partido Popular	Partido Popular	72249031214	Facebook	f25_34	female (25-34)	1218	1	10857480	3872965	63406	8609
Ciudadanos	Ciudadanos	74078667754	Facebook	f25_34	female (25-34)	4508	1	9330536	2855351	89350	7425
Friends of the Earth	Friends of the Earth	110861655604080	Facebook	f25_34	female (25-34)	2245	1	7075086	2496369	69716	8349
Best For Britain	Best for Britain	1863944713844924	Facebook	f25_34	female (25-34)	810	1	5899960	2532276	64433	15288
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	f25_34	female (25-34)	1659	1	5603872	1948156	63105	10122
Kialo		729627343834501	Facebook	f25_34	female (25-34)	698	1	5596786	2207386	37250	9232
Rädda Barnen		72659261793	Facebook	f25_34	female (25-34)	399	1	5223754	1741818	46198	11563
CDU	CDU	78502295414	Facebook	f25_34	female (25-34)	3170	1	4922059	1221518	47406	0
PSOE	PSOE	189318235003	Facebook	f25_34	female (25-34)	331	1	4085472	1603540	12864	2347
sp.a	sp.a	57253967150	Facebook	f25_34	female (25-34)	158	1	3978515	1713199	16084	4008
The Labour Party	The Labour Party	25749647410	Facebook	f25_34	female (25-34)	570	1	3954916	1591920	28667	6173
European Commission		107898832590939	Facebook	f25_34	female (25-34)	69	1	3848605	1762269	15087	4204
Conservatives	The Conservative Party	8807334278	Facebook	f25_34	female (25-34)	1465	1	3822163	1470779	38699	5258
SPD	SPD	47930567748	Facebook	f25_34	female (25-34)	3537	1	3548309	1151474	64994	3759
Greenpeace France		39435457457	Facebook	f25_34	female (25-34)	124	1	3521836	1580284	18228	4176
Lingokids		497983453648415	Facebook	f25_34	female (25-34)	31	1	3513915	1619841	6674	1617
Plan International Sverige		382243262003	Facebook	f25_34	female (25-34)	318	1	2241042	759611	18949	4565
Greenpeace Deutschland		22541752487	Facebook	f25_34	female (25-34)	394	1	2211761	814130	13882	1758
Sosialidemokraatit SDP		108945982480217	Facebook	f25_34	female (25-34)	250	1	2135144	845865	14576	3504
România în primul rând	Future Innovation	770704223323599	Facebook	f25_34	female (25-34)	50	1	2118223	876953	3193	691
European Greens		141366725876424	Facebook	f25_34	female (25-34)	45	1	1987292	878426	12304	3184
Greenpeace Italia	Greenpeace Italia	35346524498	Facebook	f25_34	female (25-34)	84	1	1916873	803327	4852	933
