week_code_filter	week_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
w019	Week 19	BG	Bulgaria	Демократична България	Демократична България	995342840629890	Facebook	14	1	1027137	428706	2226	319
w019	Week 19	BG	Bulgaria	Приоритети	БЗНС	1163987410423594	Facebook	56	1	713639	254688	2343	75
w019	Week 19	BG	Bulgaria	Лиляна Павлова	Лиляна Павлова	119576588238010	Facebook	24	1	534714	106146	1694	0
w019	Week 19	BG	Bulgaria	Път на младите	Път на младите	2051476654950711	Facebook	10	1	489580	173183	1658	214
w019	Week 19	BG	Bulgaria	Стефан Тафров	Стефан Тафров	233810563693016	Facebook	38	1	481186	122093	3087	0
w019	Week 19	BG	Bulgaria	Партия на ЗЕЛЕНИТЕ	Mitrakiev Boyan	1438204226503681	Facebook	10	1	253289	52659	657	0
w019	Week 19	BG	Bulgaria	За Петър Чобанов	Chobanov Petar	762986410409232	Facebook	21	1	212757	47617	1404	0
w019	Week 19	BG	Bulgaria	ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	1	1	193956	77582	193	38
w019	Week 19	BG	Bulgaria	EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	13	1	188489	56489	726	11
w019	Week 19	BG	Bulgaria	Кристиян Шкварек	Oblakov Nikolay	651747871952382	Facebook	12	1	186285	42008	677	0
w019	Week 19	BG	Bulgaria	Радан Кънев	Радан Кънев	1461853244069926	Facebook	8	1	174831	43236	707	0
w019	Week 19	BG	Bulgaria	Ваня Григорова - независим кандидат за евродепутат	Vanya Grigorova 	344617396401957	Facebook	4	1	147342	32134	362	0
w019	Week 19	BG	Bulgaria	European Greens	European Greens	141366725876424	Facebook	4	1	131837	54101	604	162
w019	Week 19	BG	Bulgaria	informo.bg	informo.bg	262524054082832	Facebook	4	1	125097	41741	285	32
w019	Week 19	BG	Bulgaria	Росен Богомилов	Ivanov Hristo	1183492355137046	Facebook	2	1	104998	52499	548	99
w019	Week 19	BG	Bulgaria	Бареков и Байрактаров без цензура - ТВ предаване		405986069871245	Facebook	2	1	94700	36675	114	0
w019	Week 19	BG	Bulgaria	Party of European Socialists	Party of European Socialists	148097975226385	Facebook	1	1	78540	31416	78	15
w019	Week 19	BG	Bulgaria	България на Труда и Разума - БТР		709384432421964	Facebook	2	1	54772	27386	156	21
w019	Week 19	BG	Bulgaria	Ангел Джамбазки	Войчин Мирчо	139581756144530	Facebook	3	1	53422	15079	81	0
w019	Week 19	BG	Bulgaria	TaxiMe		130743243729492	Facebook	1	1	49999	10000	88	0
w019	Week 19	BG	Bulgaria	Консерваторъ	Oblakov Nikolay	1840027882991452	Facebook	2	1	48686	9737	150	0
w019	Week 19	BG	Bulgaria	Valeri Simeonov		1967166133516609	Facebook	2	1	43736	8747	86	0
w019	Week 19	BG	Bulgaria	Карлос Контрера	Войчин Мирчо	734105799990582	Facebook	4	1	37496	7500	264	0
w019	Week 19	BG	Bulgaria	Ilhan Kyuchyuk	Ilhan Kyuchyuk	1637403469881344	Facebook	2	1	30168	6033	102	0
w019	Week 19	BG	Bulgaria	European Parliament		178362315106	Facebook	2	1	15130	6277	35	5
