recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-17	2019-05-17	DK	Denmark	2923	345	4809601	1365864	44586	9354
rd2	Last 2 days	2019-05-16	2019-05-17	DK	Denmark	3527	371	11199163	3114682	107269	22166
rd3	Last 3 days	2019-05-15	2019-05-17	DK	Denmark	3735	389	17680242	4996563	171590	36398
rd4	Last 4 days	2019-05-14	2019-05-17	DK	Denmark	3949	409	24189471	7015323	234648	51259
rd5	Last 5 days	2019-05-13	2019-05-17	DK	Denmark	4165	419	30659360	9188115	301937	67155
rd6	Last 6 days	2019-05-12	2019-05-17	DK	Denmark	4381	430	36405152	11073688	359875	81070
rw1	Last week	2019-05-11	2019-05-17	DK	Denmark	4580	448	42145345	12952285	416597	94952
rw2	Last 2 weeks	2019-05-04	2019-05-17	DK	Denmark	5939	514	72085501	22413846	706921	166357
rw3	Last 3 weeks	2019-04-27	2019-05-17	DK	Denmark	6946	596	86485746	26794565	831611	197153
rw4	Last 4 weeks	2019-04-20	2019-05-17	DK	Denmark	7536	708	95273320	29475069	908150	216481
rm1	Last month	2019-04-18	2019-05-17	DK	Denmark	7655	742	97638784	30253590	930240	222528
rm2	Last 2 months	2019-03-19	2019-05-17	DK	Denmark	9848	1249	120648592	37454788	1158789	273459
rm3	Last 3 months	2019-02-17	2019-05-17	DK	Denmark	10928	1432	134087464	41531456	1278437	299254
rm6	Last 6 months	2019-01-01	2019-05-17	DK	Denmark	11318	1482	139372507	43163368	1318850	308333
