week_code_filter	week_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
w019	Week 19	AT	Austria	SPÖ	SPÖ	77393060080	Facebook	567	1	8222381	2688658	69471	9278
w019	Week 19	AT	Austria	Angelika Winzig	Wirtschaftsbund Österreich	141015722773374	Facebook	1241	1	3621870	794769	74846	2307
w019	Week 19	AT	Austria	Andreas Schieder	SPÖ	290881691011354	Facebook	62	1	3444589	1205806	30481	5495
w019	Week 19	AT	Austria	Stadt Wien	Stadt Wien	110971788921077	Facebook	50	1	3243949	1139000	15849	2499
w019	Week 19	AT	Austria	Die Grünen	Die Grünen	21759893033	Facebook	50	1	2406557	778115	18703	3385
w019	Week 19	AT	Austria	Harald Vilimsky		547597092025909	Facebook	17	1	2236359	1019999	16422	4100
w019	Week 19	AT	Austria	Claudia Gamon	NEOS	447992848717452	Facebook	91	1	2020908	600999	16308	2099
w019	Week 19	AT	Austria	kontrast.at	kontrast.at	1079650008770485	Facebook	41	1	1683936	567414	11781	3198
w019	Week 19	AT	Austria	Greenpeace Österreich	Greenpeace Österreich	32984679070	Facebook	554	1	1383704	355905	21834	231
w019	Week 19	AT	Austria	Europäisches Parlament Österreich		124468054313069	Facebook	34	1	1013416	420619	3766	1384
w019	Week 19	AT	Austria	Othmar Karas	Volkspartei	395638503864459	Facebook	344	1	977656	189000	36606	650
w019	Week 19	AT	Austria	Karoline Edtstadler	Salzburger Volkspartei	1580540041983231	Facebook	119	1	973393	265255	15047	833
w019	Week 19	AT	Austria	European Parliament		178362315106	Facebook	5	1	750851	300420	7500	1500
w019	Week 19	AT	Austria	Günther Sidl	BSA Niederösterreich	806694216374998	Facebook	19	1	633986	269400	2806	640
w019	Week 19	AT	Austria	HC Strache	FPÖ	74865038590	Facebook	14	1	528986	201000	3136	450
w019	Week 19	AT	Austria	OÖVP - die Oberösterreichische Volkspartei	Oberösterreichische Volkspartei	289163077789256	Facebook	12	1	464989	96000	1089	0
w019	Week 19	AT	Austria	1Europa	Peter Glawischnig	320389701908367	Facebook	18	1	407242	92251	2633	322
w019	Week 19	AT	Austria	Sozialdemokratische Partei Europas	Sozialdemokratische Partei Europas	338549033673221	Facebook	8	1	359991	101999	1191	99
w019	Week 19	AT	Austria	SPÖ Kärnten	SPÖ Kärnten	10150145829810364	Facebook	15	1	356724	99052	2621	519
w019	Week 19	AT	Austria	European Greens	European Greens	141366725876424	Facebook	7	1	354381	148677	4256	855
w019	Week 19	AT	Austria	Julia Herr	Sozialistische Jugend Österreich	345172509462824	Facebook	12	1	352133	149392	6015	1680
w019	Week 19	AT	Austria	Lukas Mandl	Verein VSM - Vorzugsstimmen für Mandl	436914289678818	Facebook	69	1	320530	87953	5571	157
w019	Week 19	AT	Austria	Grüne Jugend - Grünalternative Jugend	Grüne Jugend - Grünalternative Jugend	533665483708070	Facebook	21	1	277978	95999	2078	0
w019	Week 19	AT	Austria	Pamela Rendi-Wagner	SPÖ-Parlamentsklub	1673371229636129	Facebook	37	1	273942	71553	1637	0
w019	Week 19	AT	Austria	Werner Kogler	Die Grünen	133612666671985	Facebook	7	1	272493	61249	1918	362
w019	Week 19	AT	Austria	Dominik Nepp	FPÖ-Wien	135953609780627	Facebook	8	1	267996	110600	1606	554
w019	Week 19	AT	Austria	Wochenblick	Wochenblick	991628130904203	Facebook	9	1	241658	87833	2508	700
