advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	spend_code_filter	spend_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Britain's Future	Britain's Future	1625300137516491	Facebook	0_50	0 - 50	UK	United Kingdom	3488	1	18284011	4847409	287765	0
People's Vote UK	People's Vote	748608695327755	Facebook	0_50	0 - 50	UK	United Kingdom	2623	1	13664582	3242047	216409	0
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	0_50	0 - 50	UK	United Kingdom	3191	1	13545228	3282826	262888	0
Friends of the Earth	Friends of the Earth	110861655604080	Facebook	0_50	0 - 50	UK	United Kingdom	2076	1	9123573	1979001	171287	0
We are the 52%	We are the 52%	466744973727718	Facebook	0_50	0 - 50	UK	United Kingdom	204	1	7389424	1881243	16832	0
Conservatives	The Conservative Party	8807334278	Facebook	0_50	0 - 50	UK	United Kingdom	1962	1	6961728	1696844	161886	0
38 Degrees	38 Degrees	200006375787	Facebook	0_50	0 - 50	UK	United Kingdom	480	1	6058145	1723490	39603	0
Right To Vote	Right to Vote	408236463256774	Facebook	0_50	0 - 50	UK	United Kingdom	281	1	3841592	868524	23079	0
The Labour Party	The Labour Party	25749647410	Facebook	0_50	0 - 50	UK	United Kingdom	411	1	3397337	785685	33910	0
Best For Britain	Best for Britain	1863944713844924	Facebook	0_50	0 - 50	UK	United Kingdom	674	1	1911608	407626	55611	0
Primavera Sound	Influence Digital Ltd	156656398155	Facebook	0_50	0 - 50	UK	United Kingdom	635	1	1885358	424401	50494	0
Andy Street	The Conservative Party	625464517632792	Facebook	0_50	0 - 50	UK	United Kingdom	527	1	1833329	412692	43483	0
InFacts	InFacts	678120165658753	Facebook	0_50	0 - 50	UK	United Kingdom	83	1	1475652	323375	6847	0
Scientists for EU	Scientists for EU	642444842524195	Facebook	0_50	0 - 50	UK	United Kingdom	41	1	1412330	284488	3382	0
McCabe 4 Mayor	John Mccabe	564061654107377	Facebook	0_50	0 - 50	UK	United Kingdom	788	1	1316848	233911	65015	0
Ben Houchen - Tees Valley Mayor	Ben Houchen	1934566156780439	Facebook	0_50	0 - 50	UK	United Kingdom	90	1	1293005	301622	7422	0
Our Future, Our Choice	Our Future, Our Choice	1777176712575796	Facebook	0_50	0 - 50	UK	United Kingdom	69	1	1126033	260652	5692	0
Alex Salmond	Slainte Media	136191876445102	Facebook	0_50	0 - 50	UK	United Kingdom	65	1	1103859	302740	5209	0
Liam Byrne	Liam Byrne MP	147894618876725	Facebook	0_50	0 - 50	UK	United Kingdom	53	1	1090386	239115	4373	0
Renew	Renew  Party	1923371311278106	Facebook	0_50	0 - 50	UK	United Kingdom	134	1	1017584	280889	11056	0
School Cuts	National Education Union	871798409656672	Facebook	0_50	0 - 50	UK	United Kingdom	88	1	976570	250640	7260	0
Cheshire West Labour	Cheshire West Labour	321249061618806	Facebook	0_50	0 - 50	UK	United Kingdom	67	1	962180	245598	5528	0
EU Watch	EU Watch	136146920436020	Facebook	0_50	0 - 50	UK	United Kingdom	31	1	911790	216789	2557	0
London Labour Party	The London Labour Party 	474613052643462	Facebook	0_50	0 - 50	UK	United Kingdom	52	1	909614	219670	4290	0
NHS Against Brexit	Scientists for EU	2126073340865034	Facebook	0_50	0 - 50	UK	United Kingdom	28	1	864257	183658	2310	0
