recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-16	2019-05-16	BE	Belgium	3348	385	15198512	5435174	102042	15881
rd2	Last 2 days	2019-05-15	2019-05-16	BE	Belgium	3595	408	33458434	12022578	230728	37954
rd3	Last 3 days	2019-05-14	2019-05-16	BE	Belgium	3751	422	53545592	19584948	369702	64329
rd4	Last 4 days	2019-05-13	2019-05-16	BE	Belgium	3893	441	71317216	26320250	491966	88047
rd5	Last 5 days	2019-05-12	2019-05-16	BE	Belgium	4084	457	85468777	31714525	583668	105285
rd6	Last 6 days	2019-05-11	2019-05-16	BE	Belgium	4223	471	101868828	38223975	695328	131167
rw1	Last week	2019-05-10	2019-05-16	BE	Belgium	4380	484	115522271	43376791	782893	146996
rw2	Last 2 weeks	2019-05-03	2019-05-16	BE	Belgium	5486	597	192184319	73602132	1357552	252829
rw3	Last 3 weeks	2019-04-26	2019-05-16	BE	Belgium	6658	737	247876619	95556780	1738884	324096
rw4	Last 4 weeks	2019-04-19	2019-05-16	BE	Belgium	7475	893	284430643	109609078	1989787	368217
rm1	Last month	2019-04-17	2019-05-16	BE	Belgium	7658	936	291777689	112319209	2040927	377136
rm2	Last 2 months	2019-03-18	2019-05-16	BE	Belgium	11218	1891	355329036	135768803	2463378	441518
rm3	Last 3 months	2019-02-16	2019-05-16	BE	Belgium	12129	2107	374584777	143009725	2611087	467675
rm6	Last 6 months	2019-01-01	2019-05-16	BE	Belgium	12526	2163	381684997	145906353	2657605	476834
