advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	recent_code_filter	recent_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
N-VA	Nieuw-Vlaamse Alliantie	334361224413	Facebook	rd2	Last 2 days	BE	Belgium	115	1	3703896	1514450	13756	3756
sp.a	sp.a	57253967150	Facebook	rd2	Last 2 days	BE	Belgium	192	1	3057811	1096490	12658	2270
Open Vld	Open Vld	53668151866	Facebook	rd2	Last 2 days	BE	Belgium	191	1	2150545	835607	13199	3261
Groen	Groen	84920854319	Facebook	rd2	Last 2 days	BE	Belgium	144	1	1448841	471223	9660	938
IKEA	IKEA	112961202185776	Facebook	rd2	Last 2 days	BE	Belgium	60	1	1407123	592856	4582	799
Sign for my Future	Sign for my Future	1345513882259768	Facebook	rd2	Last 2 days	BE	Belgium	61	1	1330651	547166	11567	3199
CDH - Centre Démocrate Humaniste	CDH - Centre Démocrate Humaniste	189649407806135	Facebook	rd2	Last 2 days	BE	Belgium	100	1	1166971	541291	6456	1087
DéFI	DéFI	173518112695794	Facebook	rd2	Last 2 days	BE	Belgium	161	1	1116842	316415	11002	1552
Facebook Brussels	Facebook	287739491272583	Facebook	rd2	Last 2 days	BE	Belgium	15	1	1115581	493311	8649	1830
John Crombez	sp.a	264131406977201	Facebook	rd2	Last 2 days	BE	Belgium	19	1	1038800	459761	3786	752
Vlaams Belang	Vlaams Belang	56605856504	Facebook	rd2	Last 2 days	BE	Belgium	5	1	957139	478571	11782	4307
Parti Socialiste (PS)	Parti Socialiste (PS)	518402351504731	Facebook	rd2	Last 2 days	BE	Belgium	62	1	897405	310097	7508	1466
Tom Van Grieken	Vlaams Belang	584806884924010	Facebook	rd2	Last 2 days	BE	Belgium	17	1	818850	373601	7550	2154
Peter Mertens	PVDA	236485149843971	Facebook	rd2	Last 2 days	BE	Belgium	473	1	665928	211765	7288	867
Wacky Politicians	Ladbrokes Belgium	325449998160769	Facebook	rd2	Last 2 days	BE	Belgium	87	1	569041	226376	1808	110
Vlaams Belang Brussel	Vlaams Belang	499682940133305	Facebook	rd2	Last 2 days	BE	Belgium	23	1	548974	193364	7492	1779
Commission Européenne en Belgique / Europese Commissie in Belgie	Commission Européenne en Belgique / Europese Commissie in Belgie	295165170561769	Facebook	rd2	Last 2 days	BE	Belgium	9	1	541862	225333	3935	770
Kathleen Van Brempt	Kathleen Van Brempt	206193139504506	Facebook	rd2	Last 2 days	BE	Belgium	40	1	528671	163979	1521	25
sp.a Vlaams-Brabant	sp.a	299844037256	Facebook	rd2	Last 2 days	BE	Belgium	28	1	512624	129447	2690	333
European Greens		141366725876424	Facebook	rd2	Last 2 days	BE	Belgium	25	1	468656	190541	2887	884
