advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	region_code_filter	region_name_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Marek Balt	KKW Koalicja Europejska PO PSL SLD  .N Zieloni	398824790221548	Facebook	silesian_voivodeship	Silesian Voivodeship	PL	Poland	29	1	1756312	622214	3806	767
Paweł Kobyliński - Poseł na Sejm RP, Kandydat do Parlamentu Europejskiego	Paweł Kobyliński, kandydat Koalicji Europejskiej do Europarlamentu	1576591379231457	Facebook	silesian_voivodeship	Silesian Voivodeship	PL	Poland	35	1	1646333	478149	4122	909
Łukasz Kohut	KW Wiosna Roberta Biedronia 	1465965073732774	Facebook	silesian_voivodeship	Silesian Voivodeship	PL	Poland	8	1	1207435	547288	1664	319
Jerzy Buzek	Koalicyjny Komitet Wyborczy Koalicja Europejska PO PSL SLD .N Zieloni	69153026654	Facebook	silesian_voivodeship	Silesian Voivodeship	PL	Poland	25	1	697070	220003	1151	139
Jan Olbrycht	Koalicyjny Komitet Wyborczy Koalicja Europejska PO PSL SLD .N Zieloni	153098244704447	Facebook	silesian_voivodeship	Silesian Voivodeship	PL	Poland	46	1	657573	169211	1706	215
Platforma Obywatelska	KKW Koalicja Europejska PO PSL SLD .N Zieloni	102931488739	Facebook	silesian_voivodeship	Silesian Voivodeship	PL	Poland	72	1	477250	166883	1455	310
Marek Plura		439160296154637	Facebook	silesian_voivodeship	Silesian Voivodeship	PL	Poland	8	1	359992	75000	792	0
Mirosława Nykiel Posłanka na Sejm RP	Adam Jan Kądziela	150873051654314	Facebook	silesian_voivodeship	Silesian Voivodeship	PL	Poland	18	1	341982	89000	1438	255
Jacek Wilk		499646073441042	Facebook	silesian_voivodeship	Silesian Voivodeship	PL	Poland	13	1	332290	72060	648	93
Polska Fundacja im. Roberta Schumana		150617698324166	Facebook	silesian_voivodeship	Silesian Voivodeship	PL	Poland	9	1	269186	53686	483	85
