advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	age_code_filter	age_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Jaunā Vienotība	Partiju apvienība “Jaunā Vienotība”	164326166970895	Facebook	35_44	35-44	LV	Latvia	30	1	384965	130996	1038	105
Centrālā vēlēšanu komisija	Centrālā vēlēšanu komisija	236758520084700	Facebook	35_44	35-44	LV	Latvia	5	1	277689	126407	506	101
European Parliament	European Parliament	178362315106	Facebook	35_44	35-44	LV	Latvia	14	1	246443	111656	800	137
Valdis Dombrovskis	Valdis Dombrovskis	984665731564266	Facebook	35_44	35-44	LV	Latvia	40	1	210382	42149	1508	0
Ansis Pūpols	Ansis Pūpols	534110743707105	Facebook	35_44	35-44	LV	Latvia	16	1	170254	49323	700	84
PROGRESĪVIE	PROGRESĪVIE	184096511636333	Facebook	35_44	35-44	LV	Latvia	62	1	152632	43860	1292	24
Roberts Zīle	Nacionālā apvienība "Visu Latvijai!" - "Tēvzemei un Brīvībai/LNNK"	508959865842254	Facebook	35_44	35-44	LV	Latvia	10	1	123417	50739	687	122
Mamikins.lv	Andrejs Mamikins	587293021433280	Facebook	35_44	35-44	LV	Latvia	6	1	114074	40762	548	174
Baiba Rubesa	Partiju apvienība Attīstībai/Par!	557368648087077	Facebook	35_44	35-44	LV	Latvia	10	1	78416	17665	207	0
Jaunā konservatīvā partija	Jaunā konservatīvā partija	595950207185585	Facebook	35_44	35-44	LV	Latvia	12	1	76248	20795	334	11
European Commission	European Commission	107898832590939	Facebook	35_44	35-44	LV	Latvia	26	1	74735	30981	282	49
Русский союз Латвии	Latvijas Krievu savienība	545693602214498	Facebook	35_44	35-44	LV	Latvia	3	1	71295	31690	328	65
Eiropas Komisijas pārstāvniecība Latvijā	Eiropas Komisijas pārstāvniecība Latvijā	185497885323119	Facebook	35_44	35-44	LV	Latvia	5	1	66688	13337	132	0
Edvards Smiltēns LV		400861240278635	Facebook	35_44	35-44	LV	Latvia	1	1	35342	17671	88	17
Zanda Kalniņa-Lukaševica	Kalniņa-Lukaševica Zanda	414381482703957	Facebook	35_44	35-44	LV	Latvia	4	1	31523	7032	81	0
Beata Jonite	Jonite Beata	245261032767933	Facebook	35_44	35-44	LV	Latvia	1	1	30679	15340	153	30
Rihards Kols	Rihards Kols	960297957323800	Facebook	35_44	35-44	LV	Latvia	5	1	29100	7102	91	0
Eiropas Parlaments Latvijā	Eiropas Parlaments Latvijā	380325297593	Facebook	35_44	35-44	LV	Latvia	2	1	23343	8090	34	0
Ijabs Ivars	partiju apvienība "Attīstībai/Par!"	345347539390006	Facebook	35_44	35-44	LV	Latvia	1	1	23252	11626	116	23
Ģirts Valdis Kristovskis	Kristovskis Girts Valdis	1904064289853145	Facebook	35_44	35-44	LV	Latvia	2	1	15383	3076	30	0
Andis Kudors	Jaunā konservatīvā partija	378991322688846	Facebook	35_44	35-44	LV	Latvia	1	1	13124	2624	130	26
Aleksejs Loskutovs	Aleksejs Loskutovs	541229793055345	Facebook	35_44	35-44	LV	Latvia	2	1	12944	2563	38	0
European Greens	European Greens	141366725876424	Facebook	35_44	35-44	LV	Latvia	2	1	12653	6326	63	12
Finanšu ministrija	Latvijas Republikas Finanšu ministrija	524714174238878	Facebook	35_44	35-44	LV	Latvia	3	1	11840	3448	51	0
Dainis Grabovskis		446952386112096	Facebook	35_44	35-44	LV	Latvia	1	1	10819	2163	21	0
European Free Alliance	European Free Alliance	46708306425	Facebook	35_44	35-44	LV	Latvia	1	1	8524	1704	16	0
