week_code_filter	week_label_filter	country_code_filter	country_name_filter	advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
w015	Week 15	HR	Croatia	European Greens	European Greens	141366725876424	Facebook	5	1	427229	173615	535	107
w015	Week 15	HR	Croatia	Socialists and Democrats Group in the European Parliament		127925800618165	Facebook	31	1	281943	134214	759	194
w015	Week 15	HR	Croatia	Stjepan Čuraj		1528272037424751	Facebook	3	1	199870	69936	674	99
w015	Week 15	HR	Croatia	Stjepan Ribić	HDZ - Hrvatska demokratska zajednica	451335681696047	Facebook	1	1	199022	99511	442	88
w015	Week 15	HR	Croatia	Valter Flego	Valter Flego	441675022557503	Facebook	4	1	133327	26666	234	0
w015	Week 15	HR	Croatia	Greens/EFA in the European Parliament		150527751674751	Facebook	3	1	104828	45589	141	28
w015	Week 15	HR	Croatia	Marijana Petir		1418903245032313	Facebook	1	1	66665	33333	65	0
w015	Week 15	HR	Croatia	Zoran Bahtijarević		2195720960680577	Facebook	3	1	63819	31910	181	36
w015	Week 15	HR	Croatia	Kialo		729627343834501	Facebook	25	1	59067	23337	378	88
w015	Week 15	HR	Croatia	Satirikon		1240942162719935	Facebook	5	1	57995	11000	440	0
w015	Week 15	HR	Croatia	Davor Bernardić		389724134384503	Facebook	1	1	49998	9999	88	0
w015	Week 15	HR	Croatia	Branko Hrg		943428295688012	Facebook	1	1	49976	9995	88	0
w015	Week 15	HR	Croatia	HSLS - Hrvatska socijalno-liberalna stranka		326373464600	Facebook	1	1	49962	9992	88	0
w015	Week 15	HR	Croatia	Ruža Tomašić		1434305366791182	Facebook	2	1	47435	12487	173	0
w015	Week 15	HR	Croatia	Give A Vote		2186129244970085	Facebook	3	1	36172	17798	169	33
w015	Week 15	HR	Croatia	Electrolux Hrvatska		1229501663771543	Facebook	2	1	33795	16897	23	0
w015	Week 15	HR	Croatia	Paziš li na okoliš? Pazin		1174904562665804	Facebook	1	1	31232	6246	55	0
w015	Week 15	HR	Croatia	Educiraj = Recikliraj		360491234496513	Facebook	1	1	23304	4661	53	0
w015	Week 15	HR	Croatia	Nenad Matić - Zelena lista		157025101623973	Facebook	3	1	22997	10000	246	0
w015	Week 15	HR	Croatia	Predstavništvo Europske komisije u Hrvatskoj		480559052058396	Facebook	1	1	20586	4117	40	0
w015	Week 15	HR	Croatia	Tomislav Tolušić		1564808330472057	Facebook	1	1	19999	4000	35	0
w015	Week 15	HR	Croatia	Sanja Radolović		508755779649081	Facebook	3	1	16440	6721	212	0
w015	Week 15	HR	Croatia	ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	4	1	15688	7312	69	21
w015	Week 15	HR	Croatia	Antun Babić kandidat za predsjednika države		1106971599482775	Facebook	1	1	13636	2727	24	0
w015	Week 15	HR	Croatia	MOST nezavisnih lista	MOST nezavisnih lista	388550077899912	Facebook	4	1	12996	5000	352	0
w015	Week 15	HR	Croatia	VINNIA		325664361187493	Facebook	4	1	12418	4876	29	0
w015	Week 15	HR	Croatia	European Youth Event		919232861444360	Facebook	3	1	11476	4785	25	10
w015	Week 15	HR	Croatia	Huawei Europe		1709278142683543	Facebook	1	1	10104	5052	5	1
w015	Week 15	HR	Croatia	Stranka europskih socijalista		1927927220797184	Facebook	1	1	9999	4999	98	0
w015	Week 15	HR	Croatia	Ivan Prskalo - Kandidat Mosta za EU Izbore		413937162730005	Facebook	1	1	9999	5000	88	0
w015	Week 15	HR	Croatia	Direktno.hr		1483897331868092	Facebook	1	1	9999	5000	99	0
w015	Week 15	HR	Croatia	Dominik Vuletić		1858121814431190	Facebook	2	1	9996	3635	56	0
w015	Week 15	HR	Croatia	Bulešić 4 EU		2550012408361701	Facebook	1	1	9477	4738	83	0
w015	Week 15	HR	Croatia	INA		258640607530666	Facebook	1	1	8743	1748	17	0
w015	Week 15	HR	Croatia	Hns Osječko-baranjska Županija		208799152545268	Facebook	2	1	7495	1499	132	0
w015	Week 15	HR	Croatia	UNICEF Europe & Central Asia		373536278864	Facebook	1	1	7353	2941	1	0
w015	Week 15	HR	Croatia	Guardian Weekly		64525551258	Facebook	4	1	6674	2712	12	4
w015	Week 15	HR	Croatia	Tomislav Stojak		442201595870855	Facebook	1	1	6665	3333	58	0
w015	Week 15	HR	Croatia	Marijana Puljak		795286267290540	Facebook	1	1	6572	3286	57	0
w015	Week 15	HR	Croatia	Mladen Novak - kandidat za EP		270846540028647	Facebook	2	1	5994	1000	175	0
w015	Week 15	HR	Croatia	Council of Europe - Directorate General Human Rights and Rule of Law		315160671967064	Facebook	12	1	5561	2305	13	0
w015	Week 15	HR	Croatia	HSS Rijeka		1497014420442097	Facebook	1	1	4999	1000	88	0
w015	Week 15	HR	Croatia	Pokret Protiv Siromaštva Starijih Osoba		1023996364318823	Facebook	1	1	4998	999	88	0
w015	Week 15	HR	Croatia	Hrvatskadanas	Hrvatskadanas	140693889702485	Facebook	1	1	4990	998	87	0
w015	Week 15	HR	Croatia	Save the Refugees		1931458237163388	Facebook	1	1	4945	1978	4	0
w015	Week 15	HR	Croatia	Center for European Integration Studies (ZEI)		144159745724379	Facebook	1	1	4727	2363	4	2
w015	Week 15	HR	Croatia	Pokret Otoka / Island Movement		1728560254082852	Facebook	1	1	4285	2142	37	0
w015	Week 15	HR	Croatia	Golden Renewable Energy		1256218774533782	Facebook	2	1	3702	740	6	0
w015	Week 15	HR	Croatia	World Youth Academy		155365641152627	Facebook	3	1	3696	739	7	0
w015	Week 15	HR	Croatia	packiteco		1331461700293350	Facebook	1	1	2448	489	4	0
w015	Week 15	HR	Croatia	HRAST-Stenjevec		1024599217741524	Facebook	1	1	2272	454	40	0
