country_code_filter	country_name_filter	week_code	week_label	first_day	last_day	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
HR	Croatia	w019	Week 19	2019-05-06	2019-05-12	513	118	12565652	4119687	37351	2635
HR	Croatia	w018	Week 18	2019-04-29	2019-05-05	497	128	9863402	3865973	30469	3816
HR	Croatia	w017	Week 17	2019-04-22	2019-04-28	409	120	5340131	2153066	20435	3121
HR	Croatia	w016	Week 16	2019-04-15	2019-04-21	388	148	1184299	387772	4766	262
HR	Croatia	w015	Week 15	2019-04-08	2019-04-14	546	218	2265630	859784	7776	726
HR	Croatia	w014	Week 14	2019-04-01	2019-04-07	458	220	1612458	610094	6179	907
HR	Croatia	w013	Week 13	2019-03-25	2019-03-31	337	172	966489	371715	3404	302
HR	Croatia	w012	Week 12	2019-03-18	2019-03-24	313	162	1761952	648450	6116	399
HR	Croatia	w011	Week 11	2019-03-11	2019-03-17	190	92	963461	382797	3621	558
HR	Croatia	w010	Week 10	2019-03-04	2019-03-10	239	83	1010856	414466	3663	277
HR	Croatia	w009	Week 9	2019-02-25	2019-03-03	124	55	359792	89222	2555	268
HR	Croatia	w008	Week 8	2019-02-18	2019-02-24	102	50	215127	80498	1073	118
HR	Croatia	w007	Week 7	2019-02-11	2019-02-17	82	44	267245	78111	1639	74
HR	Croatia	w006	Week 6	2019-02-04	2019-02-10	67	34	152182	63891	1213	95
HR	Croatia	w005	Week 5	2019-01-28	2019-02-03	69	24	71346	16912	307	6
HR	Croatia	w004	Week 4	2019-01-21	2019-01-27	56	21	13837	4688	100	3
HR	Croatia	w003	Week 3	2019-01-14	2019-01-20	64	24	102338	40949	509	62
HR	Croatia	w002	Week 2	2019-01-07	2019-01-13	44	19	13576	4313	86	1
HR	Croatia	w001	Week 1	2019-01-01	2019-01-06	36	14	17123	6053	100	8
