advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	spend_code_filter	spend_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Red Barnet		67571270393	Facebook	5k_10k	5k - 10k	3	1	199445	87257	5007	1001
Avaaz	Avaaz	8340223883	Facebook	5k_10k	5k - 10k	1	1	170023	68009	1967	393
Manchester City Council	Manchester City Council	71409503111	Facebook	5k_10k	5k - 10k	1	1	170023	68009	1967	393
Plaid Cymru	Plaid Cymru	26416930992	Facebook	5k_10k	5k - 10k	1	1	170023	68009	1967	393
Sheffield City Region Mayor	Sheffield City Region Mayoral Combined Authority	2064459193832465	Facebook	5k_10k	5k - 10k	1	1	170023	68009	1967	393
thortful		812242295466529	Facebook	5k_10k	5k - 10k	1	1	170023	68009	1967	393
Unblock the Embankment	Unblock The Embankment	296306887805496	Facebook	5k_10k	5k - 10k	1	1	170023	68009	1967	393
Friends of the Earth	Friends of the Earth	110861655604080	Facebook	5k_10k	5k - 10k	2	1	136018	68009	3934	786
West Midlands Labour	The Labour Party	1243222025739706	Facebook	5k_10k	5k - 10k	2	1	136018	68009	3934	786
Pet Drugs Online		266405059207	Facebook	5k_10k	5k - 10k	2	1	136018	68009	3934	786
Gaia		182073298490036	Facebook	5k_10k	5k - 10k	1	1	127119	63559	1131	565
Fibrenew International		108329495874655	Facebook	5k_10k	5k - 10k	2	1	127118	50847	2262	1131
Pernille Weiss	Det Konservative Folkeparti	2071183673144991	Facebook	5k_10k	5k - 10k	2	1	99722	49861	3338	667
Sex og Samfund		250994288337708	Facebook	5k_10k	5k - 10k	2	1	99722	49861	3338	667
JW3	JW3	6587671199	Facebook	5k_10k	5k - 10k	1	1	68009	34004	1967	393
Co-operative Party		7569385657	Facebook	5k_10k	5k - 10k	1	1	68009	34004	1967	393
National Education Union	National Education Union	241312696375349	Facebook	5k_10k	5k - 10k	1	1	68009	34004	1967	393
Extinction Rebellion		239675493315233	Facebook	5k_10k	5k - 10k	1	1	68009	34004	1967	393
Stockport For Europe	#ProjectHope	1498877030176201	Facebook	5k_10k	5k - 10k	1	1	68009	34004	1967	393
Dorset for Europe	Dorset For Europe	205664403208769	Facebook	5k_10k	5k - 10k	1	1	68009	34004	1967	393
Bath for Europe	#ProjectHope	341079676234366	Facebook	5k_10k	5k - 10k	1	1	68009	34004	1967	393
Scottish Conservatives	the Scottish Conservative and Unionist Party	136308776480	Facebook	5k_10k	5k - 10k	1	1	68009	34004	1967	393
SerpsReviews		198617470161635	Facebook	5k_10k	5k - 10k	1	1	68009	34004	1967	393
Labour East	The Labour Party	407402162736656	Facebook	5k_10k	5k - 10k	2	1	68008	34004	3934	786
Clone Evolution		1345821958781389	Facebook	5k_10k	5k - 10k	1	1	63559	25423	1131	565
Socialdemokratiet		41459763029	Facebook	5k_10k	5k - 10k	1	1	49861	24930	1669	333
Venstre, Danmarks Liberale Parti	Venstre, Danmarks Liberale Parti	21465928829	Facebook	5k_10k	5k - 10k	1	1	49861	24930	1669	333
Lizette Risgaard		547601668763372	Facebook	5k_10k	5k - 10k	1	1	49861	24930	1669	333
Dansk Folkeparti	Dansk Folkeparti	520449347983427	Facebook	5k_10k	5k - 10k	1	1	49861	24930	1669	333
Peterborough Labour Party	The Labour Party	927033024024138	Facebook	5k_10k	5k - 10k	1	1	34004	17002	1967	393
Labour North	Labour North, Promoted by Fiona Stanton on behalf of Labour North	685018844928882	Facebook	5k_10k	5k - 10k	1	1	34004	17002	1967	393
Dover and Deal Conservatives	Daniel Friend	169621793712033	Facebook	5k_10k	5k - 10k	1	1	34004	17002	1967	393
The Jewish Leadership Council	The Jewish Leadership Council	117103555036195	Facebook	5k_10k	5k - 10k	1	1	34004	17002	1967	393
Somerset LOVEs Europe	#ProjectHope	1701975076791930	Facebook	5k_10k	5k - 10k	1	1	34004	17002	1967	393
Shaun Bailey	London Conservatives	6598574226	Facebook	5k_10k	5k - 10k	1	1	34004	17002	1967	393
Scope		358706239805	Facebook	5k_10k	5k - 10k	1	1	17002	3400	1967	393
