country_code_filter	country_name_filter	week_code	week_label	first_day	last_day	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
LU	Luxembourg	w020	Week 20	2019-05-13	2019-05-13	283	65	571424	219032	2433	276
LU	Luxembourg	w019	Week 19	2019-05-06	2019-05-12	430	93	3943684	1416952	19308	1920
LU	Luxembourg	w018	Week 18	2019-04-29	2019-05-05	475	113	2868165	933149	15444	1193
LU	Luxembourg	w017	Week 17	2019-04-22	2019-04-28	460	110	1039567	372089	6268	497
LU	Luxembourg	w016	Week 16	2019-04-15	2019-04-21	500	147	664364	186226	4345	396
LU	Luxembourg	w015	Week 15	2019-04-08	2019-04-14	722	242	1682060	445946	8262	329
LU	Luxembourg	w014	Week 14	2019-04-01	2019-04-07	624	230	995196	246843	7165	144
LU	Luxembourg	w013	Week 13	2019-03-25	2019-03-31	527	207	1722546	611268	12287	938
LU	Luxembourg	w012	Week 12	2019-03-18	2019-03-24	393	176	1238782	484870	7076	1036
LU	Luxembourg	w011	Week 11	2019-03-11	2019-03-17	260	110	541976	173345	2477	458
LU	Luxembourg	w010	Week 10	2019-03-04	2019-03-10	249	87	375600	110247	2387	129
LU	Luxembourg	w009	Week 9	2019-02-25	2019-03-03	127	56	267251	65644	1449	124
LU	Luxembourg	w008	Week 8	2019-02-18	2019-02-24	103	52	171383	46288	818	28
LU	Luxembourg	w007	Week 7	2019-02-11	2019-02-17	72	35	116548	32001	436	20
LU	Luxembourg	w006	Week 6	2019-02-04	2019-02-10	77	34	138127	43335	494	28
LU	Luxembourg	w005	Week 5	2019-01-28	2019-02-03	88	28	95582	25541	258	20
LU	Luxembourg	w004	Week 4	2019-01-21	2019-01-27	69	26	40559	18057	451	16
LU	Luxembourg	w003	Week 3	2019-01-14	2019-01-20	72	25	25933	11682	186	8
LU	Luxembourg	w002	Week 2	2019-01-07	2019-01-13	55	22	3955	1175	12	1
LU	Luxembourg	w001	Week 1	2019-01-01	2019-01-06	40	16	5898	2764	18	3
