recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-07	2019-05-07	SK	Slovakia	1561	101	1972912	632196	20122	925
rd2	Last 2 days	2019-05-06	2019-05-07	SK	Slovakia	1607	110	4411425	1389884	42321	2046
rd3	Last 3 days	2019-05-05	2019-05-07	SK	Slovakia	1688	121	7311612	2283405	66375	3496
rd4	Last 4 days	2019-05-04	2019-05-07	SK	Slovakia	1747	131	10776960	3483786	90626	5414
rd5	Last 5 days	2019-05-03	2019-05-07	SK	Slovakia	1918	144	14509611	4766549	120930	7306
rd6	Last 6 days	2019-05-02	2019-05-07	SK	Slovakia	2044	158	18308561	6087660	150962	9239
rw1	Last week	2019-05-01	2019-05-07	SK	Slovakia	2232	167	21867951	7336818	176162	11156
rw2	Last 2 weeks	2019-04-24	2019-05-07	SK	Slovakia	2871	216	40861572	13822219	316787	23368
rw3	Last 3 weeks	2019-04-17	2019-05-07	SK	Slovakia	3143	265	47017499	15804027	351207	26750
rw4	Last 4 weeks	2019-04-10	2019-05-07	SK	Slovakia	3501	349	51004206	17157076	370975	28337
rm1	Last month	2019-04-08	2019-05-07	SK	Slovakia	3603	389	52068470	17470921	377012	28812
rm2	Last 2 months	2019-03-09	2019-05-07	SK	Slovakia	4452	592	63847710	21458821	438870	34899
rm3	Last 3 months	2019-02-07	2019-05-07	SK	Slovakia	4758	632	66329873	22224802	455468	35987
rm6	Last 6 months	2019-01-01	2019-05-07	SK	Slovakia	4890	655	67770547	22742295	461466	36474
