advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	impression_code_filter	impression_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Britain's Future	Britain's Future	1625300137516491	Facebook	5k_10k	5k - 10k	714	1	7139286	3570000	134564	13191
Ciudadanos	Ciudadanos	74078667754	Facebook	5k_10k	5k - 10k	675	1	6749325	3375000	67625	200
CDU	CDU	78502295414	Facebook	5k_10k	5k - 10k	571	1	5709429	2855000	57329	200
Partido Popular	Partido Popular	72249031214	Facebook	5k_10k	5k - 10k	464	1	4639536	2320000	45936	0
People's Vote UK	People's Vote	748608695327755	Facebook	5k_10k	5k - 10k	426	1	4259574	2130000	107588	14696
SPD	SPD	47930567748	Facebook	5k_10k	5k - 10k	352	1	3519648	1760000	40048	1300
COALICION CANARIA		AR489541609348661248	Google	5k_10k	5k - 10k	4654	1	3502483	0	17512	0
FDP	FDP	21289227249	Facebook	5k_10k	5k - 10k	316	1	3159684	1580000	32484	300
38 Degrees	38 Degrees	200006375787	Facebook	5k_10k	5k - 10k	230	1	2299770	1150000	26349	0
European Parliament		178362315106	Facebook	5k_10k	5k - 10k	223	1	2229777	1115000	21998	0
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	5k_10k	5k - 10k	215	1	2149785	1075000	29722	1272
Friends of the Earth	Friends of the Earth	110861655604080	Facebook	5k_10k	5k - 10k	189	1	1889811	945000	23966	578
ČSSD	ČSSD	111041662264882	Facebook	5k_10k	5k - 10k	147	1	1469853	735000	12177	3415
Koalicyjny Komitet Wyborczy Koalicja Europejska PO PSL SLD .N  ZIELONI		AR489880258930016256	Google	5k_10k	5k - 10k	1897	1	1427634	0	7138	0
BÜNDNIS 90/DIE GRÜNEN	BÜNDNIS 90/DIE GRÜNEN	47217143218	Facebook	5k_10k	5k - 10k	130	1	1299870	650000	13670	200
SPÖ	SPÖ	77393060080	Facebook	5k_10k	5k - 10k	128	1	1279872	640000	13072	100
Roberta Metsola		406824526101449	Facebook	5k_10k	5k - 10k	120	1	1199880	600000	11880	0
Conservatives	The Conservative Party	8807334278	Facebook	5k_10k	5k - 10k	112	1	1119888	560000	16071	810
mmb media agentur d.o.o.		AR524572049809604608	Google	5k_10k	5k - 10k	1379	1	1037800	0	5189	0
Angelika Winzig	Wirtschaftsbund Österreich	141015722773374	Facebook	5k_10k	5k - 10k	103	1	1029897	515000	12197	500
Katarina Barley	SPD	1522202731410785	Facebook	5k_10k	5k - 10k	102	1	1019898	510000	10898	200
Δημήτρης Καιρίδης-Dimitris Kairidis	Dimitrios Kairidis	165710610795923	Facebook	5k_10k	5k - 10k	89	1	889911	445000	8811	0
Rädda Barnen		72659261793	Facebook	5k_10k	5k - 10k	84	1	839916	420000	11244	3417
Kialo		729627343834501	Facebook	5k_10k	5k - 10k	78	1	779922	390000	10738	890
Gazeta Wyborcza		63563473556	Facebook	5k_10k	5k - 10k	76	1	759924	380000	2587	209
