country_code_filter	country_name_filter	gender_code	gender_label	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
UK	United Kingdom	f	female	51486	5113	438011374	149985923	5517488	757578
UK	United Kingdom	m	male	50664	5027	444619097	151007717	5413880	722471
UK	United Kingdom	u	unknown	42451	4728	11898589	3999449	157326	21928
