audience_code	audience_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
m25_34	male (25-34)	SK	Slovakia	5099	771	18068856	6257798	106813	12204
m18_24	male (18-24)	SK	Slovakia	4407	712	13055096	4640888	71578	8254
f25_34	female (25-34)	SK	Slovakia	5708	781	11669620	4171999	67904	7841
m35_44	male (35-44)	SK	Slovakia	5167	755	11566973	3889808	80688	7886
f18_24	female (18-24)	SK	Slovakia	4521	720	11100122	4075982	54114	6717
f35_44	female (35-44)	SK	Slovakia	5561	764	8806948	3045153	58837	6066
f45_54	female (45-54)	SK	Slovakia	5294	721	6361621	2082647	50113	4062
f55_64	female (55-64)	SK	Slovakia	4320	675	5854565	1744862	53869	2978
m45_54	male (45-54)	SK	Slovakia	4852	707	5840182	1909420	46676	3943
m55_64	male (55-64)	SK	Slovakia	3948	666	3278449	998576	29530	1753
f65_	female (65+)	SK	Slovakia	3694	599	3206428	932336	30488	1541
m65_	male (65+)	SK	Slovakia	3339	591	2013693	604894	17357	1001
f13_17	female (13-17)	SK	Slovakia	447	148	434899	166446	1731	83
m13_17	male (13-17)	SK	Slovakia	425	145	312414	116327	1407	89
u35_44	unknown (35-44)	SK	Slovakia	3929	670	150047	49909	989	115
u25_34	unknown (25-34)	SK	Slovakia	3858	668	125953	42700	810	93
u45_54	unknown (45-54)	SK	Slovakia	3202	602	36125	11907	260	29
u18_24	unknown (18-24)	SK	Slovakia	2835	565	28181	9640	175	17
u65_	unknown (65+)	SK	Slovakia	2075	505	19514	6038	133	11
u55_64	unknown (55-64)	SK	Slovakia	2111	535	13007	4017	88	8
u13_17	unknown (13-17)	SK	Slovakia	266	109	1270	461	7	0
