recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-26	2019-05-26	DK	Denmark	2326	347	11551245	3703440	129149	32343
rd2	Last 2 days	2019-05-25	2019-05-26	DK	Denmark	2746	376	23788814	7659495	275663	69104
rd3	Last 3 days	2019-05-24	2019-05-26	DK	Denmark	3054	398	36384931	11799520	427297	107147
rd4	Last 4 days	2019-05-23	2019-05-26	DK	Denmark	3231	405	46315268	15128450	545882	137905
rd5	Last 5 days	2019-05-22	2019-05-26	DK	Denmark	3456	417	54805622	17818370	639379	162178
rd6	Last 6 days	2019-05-21	2019-05-26	DK	Denmark	3618	419	60826024	19726344	708604	180283
rw1	Last week	2019-05-20	2019-05-26	DK	Denmark	3762	423	65286940	21039748	755546	191982
rw2	Last 2 weeks	2019-05-13	2019-05-26	DK	Denmark	3848	426	69113648	22194832	799952	203036
rw3	Last 3 weeks	2019-05-06	2019-05-26	DK	Denmark	3848	426	69656625	22318881	806417	204456
rw4	Last 4 weeks	2019-04-29	2019-05-26	DK	Denmark	3848	426	69656625	22318881	806417	204456
rm1	Last month	2019-04-27	2019-05-26	DK	Denmark	3848	426	69656625	22318881	806417	204456
rm2	Last 2 months	2019-03-28	2019-05-26	DK	Denmark	3850	426	69757623	22368881	807100	204590
rm3	Last 3 months	2019-02-26	2019-05-26	DK	Denmark	3850	426	69757623	22368881	807100	204590
rm6	Last 6 months	2019-01-01	2019-05-26	DK	Denmark	3850	426	69757623	22368881	807100	204590
