advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	spend_code_filter	spend_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Sosialidemokraatit SDP		108945982480217	Facebook	0_50	0 - 50	FI	Finland	161	1	2946920	724549	15885	0
Vihreät - De Gröna	Vihreät - De Gröna	33722070600	Facebook	0_50	0 - 50	FI	Finland	77	1	1271428	278903	7595	0
Kokoomus	Kokoomus	201285237101	Facebook	0_50	0 - 50	FI	Finland	616	1	972348	112648	60794	0
Keskusta	Suomen Keskusta	55312855747	Facebook	0_50	0 - 50	FI	Finland	27	1	920775	210676	2607	0
Ida Schauman	Schauman Ida Emilia Axelsdotter	1449434138617787	Facebook	0_50	0 - 50	FI	Finland	312	1	767292	119626	30791	0
Svenska folkpartiet i Finland - RKP	Svenska folkpartiet i Finland - RKP	191883307265	Facebook	0_50	0 - 50	FI	Finland	45	1	727683	216324	4441	0
Mikkel Näkkäläjärvi		617733068345315	Facebook	0_50	0 - 50	FI	Finland	91	1	566085	139553	8979	0
Hans Adolf Ehrnrooth	Turvallinen ja vakaa Eurooppa ry	747915358921075	Facebook	0_50	0 - 50	FI	Finland	20	1	555246	119626	1973	0
Finlands svenska socialdemokrater - FSD		174819292560785	Facebook	0_50	0 - 50	FI	Finland	27	1	526498	128959	2653	0
Antton Rönnholm	Antton Rönnholm	575908612596562	Facebook	0_50	0 - 50	FI	Finland	39	1	508623	126604	3774	0
Kaisa Penny	Kaisa Penny	259256970891807	Facebook	0_50	0 - 50	FI	Finland	42	1	495208	124565	4141	0
Henna Virkkunen	Henna Virkkunen	120537424633927	Facebook	0_50	0 - 50	FI	Finland	53	1	461140	104599	5202	0
European Parliament		178362315106	Facebook	0_50	0 - 50	FI	Finland	39	1	387690	87709	3552	0
Amnesty International - Suomen osasto		134934386349	Facebook	0_50	0 - 50	FI	Finland	15	1	364825	87722	1480	0
XAMK - Kaakkois-Suomen ammattikorkeakoulu		1713318895550712	Facebook	0_50	0 - 50	FI	Finland	28	1	296047	98691	2763	0
Miapetra Kumpula-Natri	Euroopassa Suomen tähden  / Miapetra Kumpula-Natri	922311201130062	Facebook	0_50	0 - 50	FI	Finland	25	1	289991	81432	2383	0
Paula Aikio-Tallgren EU-vaaliehdokas	Pohjoisen asian osaajat ry	510346432432044	Facebook	0_50	0 - 50	FI	Finland	42	1	287036	105665	4144	0
Henrik Wickström	Wickström 2019	448116415229902	Facebook	0_50	0 - 50	FI	Finland	51	1	267114	57819	5033	0
Euroopan komissio Suomessa - Europeiska kommissionen i Finland	Euroopan komissio Suomessa - Europeiska kommissionen i Finland	139489762782508	Facebook	0_50	0 - 50	FI	Finland	6	1	264141	85726	592	0
Liike Nyt		194677504471503	Facebook	0_50	0 - 50	FI	Finland	12	1	246219	57819	1184	0
Petri Sarvamaa	Petri Sarvamaa	164624737027350	Facebook	0_50	0 - 50	FI	Finland	12	1	237286	50250	1089	0
Svensk Ungdom - RKP-nuoret		172659206933	Facebook	0_50	0 - 50	FI	Finland	18	1	234503	64066	1756	0
Mia Haglund	Mia Haglund MEPiksi -kampanja	252498358197157	Facebook	0_50	0 - 50	FI	Finland	13	1	229271	47850	1282	0
Olli Kotro Euroopan parlamenttiin 2019	Kauko Niko Aleksanteri	2211654885785838	Facebook	0_50	0 - 50	FI	Finland	28	1	224271	68785	2763	0
Piia Kurki	Piia Kurki	270567833058986	Facebook	0_50	0 - 50	FI	Finland	20	1	222065	70725	1969	0
Christoffer Hällfors	Christoffer Hällfors	166764656737212	Facebook	0_50	0 - 50	FI	Finland	12	1	219193	58792	1184	0
Harri Salonen		610646839145678	Facebook	0_50	0 - 50	FI	Finland	30	1	214300	54828	2960	0
Elsi Katainen		190042298268350	Facebook	0_50	0 - 50	FI	Finland	33	1	214287	51838	3255	0
Timo Korhonen		146927742017103	Facebook	0_50	0 - 50	FI	Finland	71	1	205268	36884	7005	0
