advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	impression_code_filter	impression_label_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Ciudadanos	Ciudadanos	74078667754	Facebook	1k_5k	1k - 5k	2088	1	10437912	2088000	206712	0
Britain's Future	Britain's Future	1625300137516491	Facebook	1k_5k	1k - 5k	1684	1	8418316	1684000	208196	3818
SPD	SPD	47930567748	Facebook	1k_5k	1k - 5k	1475	1	7373525	1475000	146425	100
Partido Popular	Partido Popular	72249031214	Facebook	1k_5k	1k - 5k	1267	1	6333733	1267000	125433	0
COALICION CANARIA		AR489541609348661248	Google	1k_5k	1k - 5k	3616	1	6318688	0	31593	0
CDU	CDU	78502295414	Facebook	1k_5k	1k - 5k	1240	1	6198760	1240000	123560	200
People's Vote UK	People's Vote	748608695327755	Facebook	1k_5k	1k - 5k	1154	1	5768846	1154000	145164	3240
Friends of the Earth	Friends of the Earth	110861655604080	Facebook	1k_5k	1k - 5k	623	1	3114377	623000	72297	231
Liberal Democrats	the Liberal Democrats	5883973269	Facebook	1k_5k	1k - 5k	599	1	2994401	599000	68622	0
KOALICYJNY KOMITET WYBORCZY KOALICJA EUROPEJSKA PO PSL SLD .N  ZIELONI		AR489880258930016256	Google	1k_5k	1k - 5k	1420	1	2481343	0	12406	0
European Parliament		178362315106	Facebook	1k_5k	1k - 5k	397	1	1984603	397000	39303	0
ČSSD	ČSSD	111041662264882	Facebook	1k_5k	1k - 5k	396	1	1979604	396000	9334	2561
Angelika Winzig	Wirtschaftsbund Österreich	141015722773374	Facebook	1k_5k	1k - 5k	389	1	1944611	389000	38911	100
Conservatives	The Conservative Party	8807334278	Facebook	1k_5k	1k - 5k	373	1	1864627	373000	45508	694
FDP	FDP	21289227249	Facebook	1k_5k	1k - 5k	325	1	1624675	325000	32175	0
Roberta Metsola		406824526101449	Facebook	1k_5k	1k - 5k	289	1	1444711	289000	28611	0
mmb media agentur d.o.o.		AR524572049809604608	Google	1k_5k	1k - 5k	730	1	1275620	0	6378	0
Best For Britain	Best for Britain	1863944713844924	Facebook	1k_5k	1k - 5k	227	1	1134773	227000	26468	115
Sloboda a Solidarita ( SaS )		AR185084640594231296	Google	1k_5k	1k - 5k	628	1	1097382	0	5486	0
Magyar Közösség Pártja	Magyar Közösség Pártja	259594940734093	Facebook	1k_5k	1k - 5k	219	1	1094781	219000	21681	0
HLAS		AR312619193323225088	Google	1k_5k	1k - 5k	559	1	976810	0	5984	122
Initiative Neue Soziale Marktwirtschaft (INSM)	Initiative Neue Soziale Marktwirtschaft (INSM)	121678260974	Facebook	1k_5k	1k - 5k	188	1	939812	188000	18612	0
PSOE Aragón	PSOE Aragón	170970449608409	Facebook	1k_5k	1k - 5k	184	1	919816	184000	18216	0
Greenpeace Österreich	Greenpeace Österreich	32984679070	Facebook	1k_5k	1k - 5k	182	1	909818	182000	18018	0
SPÖ	SPÖ	77393060080	Facebook	1k_5k	1k - 5k	180	1	899820	180000	17820	0
