gender_code	gender_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f	female	LU	Luxembourg	3308	732	9997712	3397387	56607	5994
m	male	LU	Luxembourg	3086	719	9107616	3028323	53918	4433
u	unknown	LU	Luxembourg	2904	673	145225	47483	925	65
