audience_code	audience_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
m25_34	male (25-34)	CZ	Czechia	6071	985	18264299	6538622	75753	17804
m18_24	male (18-24)	CZ	Czechia	5497	884	15811173	5817254	60677	16285
f18_24	female (18-24)	CZ	Czechia	5529	889	11637603	4404783	39806	11331
m35_44	male (35-44)	CZ	Czechia	6327	966	11436259	3805495	47932	11232
f25_34	female (25-34)	CZ	Czechia	6349	986	10381502	3695585	41041	9799
f35_44	female (35-44)	CZ	Czechia	6326	970	6926616	2372615	28268	6769
m45_54	male (45-54)	CZ	Czechia	5832	921	6877382	2250028	29411	7154
f45_54	female (45-54)	CZ	Czechia	5881	921	5172610	1735802	21247	5291
f55_64	female (55-64)	CZ	Czechia	5094	849	4279353	1339571	18568	4562
m55_64	male (55-64)	CZ	Czechia	5070	851	3644381	1107397	15150	3680
m65_	male (65+)	CZ	Czechia	4813	744	3542919	988756	16506	3659
f65_	female (65+)	CZ	Czechia	4540	731	3351551	1018759	14943	3587
f13_17	female (13-17)	CZ	Czechia	576	190	903205	304482	1776	339
m13_17	male (13-17)	CZ	Czechia	547	182	862227	290122	1992	433
u25_34	unknown (25-34)	CZ	Czechia	4419	842	130743	47000	544	134
u35_44	unknown (35-44)	CZ	Czechia	4689	847	124107	42150	540	132
u18_24	unknown (18-24)	CZ	Czechia	3453	693	52408	18586	216	53
u45_54	unknown (45-54)	CZ	Czechia	3829	756	42475	14192	195	48
u65_	unknown (65+)	CZ	Czechia	2791	618	36879	11925	148	35
u55_64	unknown (55-64)	CZ	Czechia	2705	645	18449	5855	80	19
u13_17	unknown (13-17)	CZ	Czechia	376	149	3233	1051	7	1
