recent_code	recent_label	first_day	last_day	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
rd1	Yesterday	2019-05-17	2019-05-17	NL	Netherlands	989	170	3459124	1420110	27169	5902
rd2	Last 2 days	2019-05-16	2019-05-17	NL	Netherlands	1057	180	7973012	3284122	60178	13103
rd3	Last 3 days	2019-05-15	2019-05-17	NL	Netherlands	1117	192	12065718	4942885	90851	20215
rd4	Last 4 days	2019-05-14	2019-05-17	NL	Netherlands	1186	202	15209524	6240677	116458	26225
rd5	Last 5 days	2019-05-13	2019-05-17	NL	Netherlands	1260	212	17852317	7345867	134151	30577
rd6	Last 6 days	2019-05-12	2019-05-17	NL	Netherlands	1297	222	20196034	8317984	149568	34460
rw1	Last week	2019-05-11	2019-05-17	NL	Netherlands	1385	231	22514904	9273734	166327	38442
rw2	Last 2 weeks	2019-05-04	2019-05-17	NL	Netherlands	1784	313	39425349	16372781	303217	71671
rw3	Last 3 weeks	2019-04-27	2019-05-17	NL	Netherlands	2318	409	49432013	20400817	389320	91496
rw4	Last 4 weeks	2019-04-20	2019-05-17	NL	Netherlands	2692	509	54714241	22468774	426435	98303
rm1	Last month	2019-04-18	2019-05-17	NL	Netherlands	2832	537	56589881	23212935	437587	100682
rm2	Last 2 months	2019-03-19	2019-05-17	NL	Netherlands	5566	1343	104863309	41807964	875518	180092
rm3	Last 3 months	2019-02-17	2019-05-17	NL	Netherlands	6708	1533	127707506	50612337	1058191	212466
rm6	Last 6 months	2019-01-01	2019-05-17	NL	Netherlands	7062	1591	134484290	53162639	1106521	222149
