audience_code	audience_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
m25_34	male (25-34)	EL	Greece	8105	1438	37989503	14483184	130457	15074
m18_24	male (18-24)	EL	Greece	7313	1333	35578036	13918483	105900	13172
m35_44	male (35-44)	EL	Greece	8100	1422	34673380	12812295	128992	13159
m45_54	male (45-54)	EL	Greece	7899	1373	29640928	10499104	124026	10420
f18_24	female (18-24)	EL	Greece	7477	1341	20826835	8374221	58986	8218
m55_64	male (55-64)	EL	Greece	7117	1309	19741461	6603242	89338	6119
f45_54	female (45-54)	EL	Greece	8138	1395	18556233	6651034	78386	7258
f35_44	female (35-44)	EL	Greece	8335	1433	18521937	6952078	70868	7576
f25_34	female (25-34)	EL	Greece	8307	1450	16932946	6595275	58107	7293
f55_64	female (55-64)	EL	Greece	7261	1329	14942510	5117523	67599	5508
m65_	male (65+)	EL	Greece	6415	1201	11668950	3880185	52784	3820
f65_	female (65+)	EL	Greece	6532	1215	8143970	2756813	38055	3133
m13_17	male (13-17)	EL	Greece	1357	305	2057842	772322	5238	368
f13_17	female (13-17)	EL	Greece	1363	306	1934725	736322	4582	317
u35_44	unknown (35-44)	EL	Greece	6975	1285	662105	245805	2471	279
u25_34	unknown (25-34)	EL	Greece	6527	1250	378777	143597	1346	162
u45_54	unknown (45-54)	EL	Greece	6322	1195	268692	96648	1134	112
u65_	unknown (65+)	EL	Greece	4523	980	92825	32263	395	33
u55_64	unknown (55-64)	EL	Greece	4825	1030	91293	31354	408	32
u18_24	unknown (18-24)	EL	Greece	3915	915	55959	21882	193	26
u13_17	unknown (13-17)	EL	Greece	442	166	3349	1290	7	0
