country_code_filter	country_name_filter	region_code	region_name	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
RO	Romania	bucharest	Bucharest	4377	918	20403004	8226408	44620	9772
RO	Romania	cluj_county	Cluj County	3836	796	5061788	1959527	16049	3765
RO	Romania	iasi_county	Iași County	3511	755	3036261	937144	5617	1022
RO	Romania	constanta_county	Constanța County	3459	720	2726383	832521	7807	1079
RO	Romania	dolj_county	Dolj County	3219	674	2672159	946022	4527	1232
RO	Romania	galati_county	Galați County	3247	696	2561692	1033364	9581	2193
RO	Romania	mures_county	Mureș County	3414	709	2382084	881297	3330	555
RO	Romania	arad_county	Arad County	3341	702	2138196	737173	5525	1054
RO	Romania	brasov_county	Brașov County	3457	724	2046172	763556	2960	534
RO	Romania	bihor_county	Bihor County	3409	705	1823178	675280	3296	472
RO	Romania	harghita_county	Harghita County	3109	625	1816486	517646	2210	241
RO	Romania	timis_county	Timiș County	3642	777	1717756	588304	4322	689
RO	Romania	vaslui_county	Vaslui County	2847	614	1715314	540338	2867	460
RO	Romania	maramures_county	Maramureș County	3249	700	1511331	476915	4183	633
RO	Romania	bacau_county	Bacău County	3256	684	1423438	409381	2491	484
RO	Romania	alba_county	Alba County	3152	659	1372475	544353	2635	461
RO	Romania	suceava_county	Suceava County	3130	683	1247857	530183	2118	444
RO	Romania	gorj_county	Gorj County	2816	605	1148744	389642	2075	438
RO	Romania	hunedoara_county	Hunedoara County	3140	668	1109446	422636	2317	509
RO	Romania	buzau_county	Buzău County	2937	621	972816	420964	2440	621
RO	Romania	mehedinti_county	Mehedinți County	2768	596	873036	308425	1899	302
RO	Romania	prahova_county	Prahova County	3240	691	837489	275409	2124	357
RO	Romania	neamt_county	Neamț County	3010	645	779290	351738	1936	396
RO	Romania	salaj_county	Sălaj County	2981	612	766277	246169	2106	221
RO	Romania	bistrita_nasaud_county	Bistrița-Năsăud County	3005	619	735064	197201	887	111
RO	Romania	sibiu_county	Sibiu County	3331	676	730802	251286	1358	133
RO	Romania	satu_mare_county	Satu Mare County	3110	641	714540	224331	1090	230
RO	Romania	caras_severin_county	Caraș-Severin County	2956	631	709446	245470	1482	174
RO	Romania	covasna_county	Covasna County	3002	612	680396	247356	858	186
RO	Romania	arges_county	Argeș County	3122	671	678393	289872	1335	261
RO	Romania	braila_county	Brăila County	2951	623	480923	188921	1069	213
RO	Romania	dambovita_county	Dâmbovița County	2913	634	469299	189739	683	174
RO	Romania	valcea_county	Vâlcea County	2842	624	455247	196336	1404	244
RO	Romania	ilfov_county	Ilfov County	2616	563	390726	153870	783	135
RO	Romania	ialomita_county	Ialomița County	2726	601	390584	149337	643	148
RO	Romania	vrancea_county	Vrancea County	2833	606	389241	119117	1105	160
RO	Romania	calarasi_county	Călărași County	2669	586	332483	138452	630	144
RO	Romania	giurgiu_county	Giurgiu County	2617	566	319815	84447	931	28
RO	Romania	botosani_county	Botoșani County	2891	621	263294	97541	609	75
RO	Romania	teleorman_county	Teleorman County	2652	565	261256	125478	1180	227
RO	Romania	olt_county	Olt County	2737	594	250915	117379	585	123
RO	Romania	tulcea_county	Tulcea County	2681	574	98773	27911	172	10
