gender_code	gender_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f	female	SK	Slovakia	6539	835	53716665	18418188	351531	34103
m	male	SK	Slovakia	6068	823	60716338	20803550	390451	40218
u	unknown	SK	Slovakia	5038	777	421295	141696	2695	310
