day_code	day_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
d136	2019-05-16	IT	Italy	2547	630	13053774	4604531	74745	6173
d135	2019-05-15	IT	Italy	3101	682	17676095	6248158	100443	8664
d134	2019-05-14	IT	Italy	3085	674	19583956	7119199	98495	11015
d133	2019-05-13	IT	Italy	2829	645	17412255	6432618	81026	10224
d132	2019-05-12	IT	Italy	2720	637	13820195	5074831	68093	7940
d131	2019-05-11	IT	Italy	2731	638	12538482	4550716	63764	6772
d130	2019-05-10	IT	Italy	2750	658	12916633	4589159	70309	7296
d129	2019-05-09	IT	Italy	2465	645	11845086	4202004	59572	5945
d128	2019-05-08	IT	Italy	2256	590	13215211	4805006	67409	10112
d127	2019-05-07	IT	Italy	2076	566	10141970	3676964	48425	5817
d126	2019-05-06	IT	Italy	1945	545	12389368	4712209	60017	8748
d125	2019-05-05	IT	Italy	1789	534	8879483	3262534	38061	4604
d124	2019-05-04	IT	Italy	1756	549	8029556	2877813	37947	4130
d123	2019-05-03	IT	Italy	1706	560	8506079	3104720	54008	7857
d122	2019-05-02	IT	Italy	1710	572	8205120	2985041	48879	6417
d121	2019-05-01	IT	Italy	1542	555	5143615	1749298	25572	2121
d120	2019-04-30	IT	Italy	1678	595	7321613	2798794	36284	4413
d119	2019-04-29	IT	Italy	1527	566	5028377	1839951	23639	2653
d118	2019-04-28	IT	Italy	1378	514	3780285	1397073	16407	1715
d117	2019-04-27	IT	Italy	1331	523	3874126	1485821	16635	1747
d116	2019-04-26	IT	Italy	1328	518	4438169	1730985	19322	3206
d115	2019-04-25	IT	Italy	1279	509	4630158	1757304	20968	2798
d114	2019-04-24	IT	Italy	1227	502	4461869	1657309	19331	3184
d113	2019-04-23	IT	Italy	1156	495	2952703	1047474	12881	1397
d112	2019-04-22	IT	Italy	1073	501	1814984	620174	8629	539
d111	2019-04-21	IT	Italy	1112	519	1792719	612132	8938	712
d110	2019-04-20	IT	Italy	1154	554	1743411	593985	9857	747
d109	2019-04-19	IT	Italy	1210	589	4333529	1760940	28135	4381
d108	2019-04-18	IT	Italy	1219	603	1724510	589287	10080	558
d107	2019-04-17	IT	Italy	1262	633	2095724	672206	12203	571
d106	2019-04-16	IT	Italy	1387	714	2444798	825936	15649	879
d105	2019-04-15	IT	Italy	1565	803	3158880	1051164	19724	902
d104	2019-04-14	IT	Italy	1538	800	3298973	1116664	17676	1099
d103	2019-04-13	IT	Italy	1615	863	4949274	1745616	25933	2206
d102	2019-04-12	IT	Italy	1814	900	6883158	2563292	35070	3893
d101	2019-04-11	IT	Italy	1702	889	5719270	2087601	37087	4351
d100	2019-04-10	IT	Italy	1616	879	4673096	1699796	29193	2762
d099	2019-04-09	IT	Italy	1591	855	4829226	1685140	28443	2752
d098	2019-04-08	IT	Italy	1538	824	4048081	1384432	22589	1577
d097	2019-04-07	IT	Italy	1427	786	4092632	1458587	18492	1647
d096	2019-04-06	IT	Italy	1463	805	4337563	1509203	20323	1831
d095	2019-04-05	IT	Italy	1528	824	5983208	2150971	32072	4051
d094	2019-04-04	IT	Italy	1467	811	5248041	1822657	29997	3119
d093	2019-04-03	IT	Italy	1345	739	3981229	1385858	21478	1704
d092	2019-04-02	IT	Italy	1276	696	3066893	1019020	19350	1204
d091	2019-04-01	IT	Italy	1237	680	3558027	1105419	19514	906
d090	2019-03-31	IT	Italy	1348	675	3389945	1164411	17052	1154
d089	2019-03-30	IT	Italy	1366	700	3358529	1138511	17885	1148
d088	2019-03-29	IT	Italy	1438	713	5920395	2302256	30578	3360
d087	2019-03-28	IT	Italy	1403	672	5549772	2054216	25978	2346
d086	2019-03-27	IT	Italy	1313	631	5302813	2141678	25014	2965
d085	2019-03-26	IT	Italy	1287	619	4433007	1633371	19612	1921
d084	2019-03-25	IT	Italy	1255	630	3619063	1278691	18280	1924
d083	2019-03-24	IT	Italy	1248	633	3388104	1182756	16590	1334
d082	2019-03-23	IT	Italy	1345	694	3916433	1399163	20279	1637
d081	2019-03-22	IT	Italy	1402	718	5205212	1893114	28083	3201
d080	2019-03-21	IT	Italy	1360	716	4698850	1666389	21421	1357
d079	2019-03-20	IT	Italy	1321	677	4874311	1808805	22760	2175
d078	2019-03-19	IT	Italy	1224	639	3632177	1220952	19391	1432
d077	2019-03-18	IT	Italy	1187	607	3288855	1096874	19039	1152
d076	2019-03-17	IT	Italy	1090	599	2898899	968811	15283	771
d075	2019-03-16	IT	Italy	1197	672	3675942	1254481	21547	1139
d074	2019-03-15	IT	Italy	1250	703	4721088	1588322	29825	2039
d073	2019-03-14	IT	Italy	957	564	3875839	1437541	17920	1392
d072	2019-03-13	IT	Italy	863	514	3626699	1420155	20539	2117
d071	2019-03-12	IT	Italy	825	510	2857327	1051082	15459	1302
d070	2019-03-11	IT	Italy	786	484	4093882	1655518	18293	2665
d069	2019-03-10	IT	Italy	727	439	2709685	1003676	11406	1092
d068	2019-03-09	IT	Italy	828	521	3238988	1153514	16237	1296
d067	2019-03-08	IT	Italy	882	535	4539214	1515460	21215	1393
d066	2019-03-07	IT	Italy	701	422	4317403	1705856	19661	2260
d065	2019-03-06	IT	Italy	654	361	1968559	626546	10010	534
d064	2019-03-05	IT	Italy	654	342	2046576	629480	10991	393
