region_code	region_name	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
andalusia	Andalusia	ES	Spain	996	130	15527644	5671508	137640	22970
aragon	Aragón	ES	Spain	3298	108	9995320	2346801	284385	4375
balearic_islands	Balearic Islands	ES	Spain	597	97	3244944	990435	18108	2792
cantabria	Cantabria	ES	Spain	520	83	288400	119143	2205	214
castilla_y_leon	Castilla y Leon	ES	Spain	698	109	1574091	466066	10110	1803
castilla_la_mancha	Castilla-La Mancha	ES	Spain	691	99	1452655	456843	7068	669
cataluna	Cataluña	ES	Spain	1287	187	22526919	8316933	199289	35746
comunidad_valenciana	Comunidad Valenciana	ES	Spain	998	153	6733792	2019460	50443	4111
comunidad_de_madrid	Comunidad de Madrid	ES	Spain	1001	131	16999772	6416053	196729	43285
extremadura	Extremadura	ES	Spain	521	83	1795060	628486	7101	980
galicia	Galicia	ES	Spain	627	101	2072143	611890	15373	1848
islas_canarias	Islas Canarias	ES	Spain	641	103	6392738	2486014	25240	3527
la_rioja	La Rioja	ES	Spain	596	87	916496	193952	10160	306
navarra	Navarra	ES	Spain	670	88	598775	131953	3747	130
pais_vasco	País Vasco	ES	Spain	732	110	3855260	1202675	33331	4013
principality_of_asturias	Principality of Asturias	ES	Spain	696	94	1906443	630376	23996	1285
region_of_murcia	Region of Murcia	ES	Spain	715	103	4911103	1394277	37882	4455
