advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	region_code_filter	region_name_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
PSOE Aragón	PSOE Aragón	170970449608409	Facebook	aragon	Aragón	ES	Spain	2457	1	3096286	186098	239611	0
Zaragoza en Común	Zaragoza en Común	1404651893174804	Facebook	aragon	Aragón	ES	Spain	59	1	1117044	314000	10352	1700
IU Aragón	IU Aragón	178663732095	Facebook	aragon	Aragón	ES	Spain	65	1	960385	287689	9205	1000
Jorge Azcón	Partido Popular Zaragoza	1005758609559650	Facebook	aragon	Aragón	ES	Spain	45	1	796955	194000	4455	0
Podemos Aragón	Podemos Equo	570770963015441	Facebook	aragon	Aragón	ES	Spain	8	1	762562	366284	1819	300
Daniel Pérez Calvo	Ciudadanos Aragón	336805893626345	Facebook	aragon	Aragón	ES	Spain	4	1	559882	214443	1184	200
Ciudadanos Aragón	Ciudadanos Aragón	246074155529623	Facebook	aragon	Aragón	ES	Spain	8	1	402714	113544	1977	300
Cs Zaragoza	Ciudadanos Zaragoza	362982070559555	Facebook	aragon	Aragón	ES	Spain	44	1	344956	75000	4356	0
Pedro Santisteve Roche	Zaragoza en Común	543444259136619	Facebook	aragon	Aragón	ES	Spain	6	1	264994	86000	1394	200
Podemos Zaragoza	PODEMOS - EQUO ZARAGOZA	1416966438543078	Facebook	aragon	Aragón	ES	Spain	12	1	246988	58000	1188	0
Chunta Aragonesista		101179693581	Facebook	aragon	Aragón	ES	Spain	4	1	198198	72592	771	99
Elena Allué ZGZ	Partido Aragonés	1066267686904935	Facebook	aragon	Aragón	ES	Spain	10	1	145990	35000	990	0
Cs Teruel	Ciudadanos Aragón	1547534802182236	Facebook	aragon	Aragón	ES	Spain	9	1	133049	32286	784	0
Ciudadanos	Ciudadanos	74078667754	Facebook	aragon	Aragón	ES	Spain	22	1	116287	57689	677	122
Partido Aragonés - PAR	Hugo Ismael Miquele Vela	177245072451394	Facebook	aragon	Aragón	ES	Spain	4	1	115996	56000	796	100
CHA Ayuntamiento Zaragoza		131720017016098	Facebook	aragon	Aragón	ES	Spain	1	1	99999	50000	499	100
Arturo Aliaga López	PAR	696833660500986	Facebook	aragon	Aragón	ES	Spain	2	1	99998	20000	598	100
Ganar Teruel	Ganar Teruel	1564635077131450	Facebook	aragon	Aragón	ES	Spain	4	1	64836	15768	783	97
Cs Utebo	Ciudadanos Aragón	499028186926561	Facebook	aragon	Aragón	ES	Spain	3	1	60997	15000	297	0
Con Huesca	PODEMOS-EQUO	1939500672842601	Facebook	aragon	Aragón	ES	Spain	3	1	60997	15000	297	0
Cs Huesca	Ciudadanos Aragón	406590509518850	Facebook	aragon	Aragón	ES	Spain	4	1	51257	10252	368	0
Espacio Municipalista por Teruel	PODEMOS - EQUO	259729308314802	Facebook	aragon	Aragón	ES	Spain	2	1	50998	10000	198	0
Alberto Cubero	Zaragoza en Común	1173805876010899	Facebook	aragon	Aragón	ES	Spain	1	1	49999	10000	99	0
Nacho Escartín Lasierra	PODEMOS - EQUO Nacho Escartín	1566472333633590	Facebook	aragon	Aragón	ES	Spain	1	1	49999	10000	99	0
Podemos Teruel	PODEMOS EQUO	1438518336381730	Facebook	aragon	Aragón	ES	Spain	1	1	49999	10000	99	0
Puyalón de Cuchas	Puyalon de Cuchas	265047063604121	Facebook	aragon	Aragón	ES	Spain	9	1	24965	4195	810	0
Podemos Equo Monzón	PODEMOS - EQUO	1734318420047829	Facebook	aragon	Aragón	ES	Spain	2	1	14998	6000	198	0
Pilar Alegría 2019	PSOE Aragón	1603193216419322	Facebook	aragon	Aragón	ES	Spain	1	1	9999	5000	99	0
European Free Alliance	European Free Alliance	46708306425	Facebook	aragon	Aragón	ES	Spain	11	1	6109	2235	25	7
Podemos	UNIDAS PODEMOS CAMBIAR EUROPA	269212336568846	Facebook	aragon	Aragón	ES	Spain	14	1	5624	2746	99	22
Avaaz	Avaaz	8340223883	Facebook	aragon	Aragón	ES	Spain	49	1	5311	2199	25	6
Mas Jaca / Podemos-Equo Jacetania	PODEMOS-EQUO	698485243552490	Facebook	aragon	Aragón	ES	Spain	1	1	4999	1000	99	0
Ahora Repúblicas		578942235869606	Facebook	aragon	Aragón	ES	Spain	2	1	3349	1674	16	3
European Parliament	European Parliament	178362315106	Facebook	aragon	Aragón	ES	Spain	16	1	2609	1133	19	3
PACMA - Partido Animalista	PACMA - Partido Animalista	72181181684	Facebook	aragon	Aragón	ES	Spain	9	1	2432	1146	4	1
SEO/BirdLife	SEO/BirdLife	70020937349	Facebook	aragon	Aragón	ES	Spain	40	1	2414	924	8	1
Greenpeace España	Greenpeace España	133044800622	Facebook	aragon	Aragón	ES	Spain	75	1	1516	518	6	0
Reacciona y Actúa	Actúa 	1916676245053161	Facebook	aragon	Aragón	ES	Spain	29	1	1440	614	3	0
Navarra Suma	Navarra Suma	401519690408274	Facebook	aragon	Aragón	ES	Spain	20	1	1416	288	8	0
Partido Por un Mundo más Justo · M+J	Partido Por un Mundo más Justo · M+J	147468905314265	Facebook	aragon	Aragón	ES	Spain	7	1	1302	575	14	3
Partido Socialista Europeo	Partido Socialista Europeo	442423976113917	Facebook	aragon	Aragón	ES	Spain	17	1	1068	421	3	0
Lo que de verdad importa	Komons	2267123640272827	Facebook	aragon	Aragón	ES	Spain	1	1	663	132	13	0
Pablo Iglesias	Unidas Podemos	414809308591481	Facebook	aragon	Aragón	ES	Spain	1	1	563	281	2	0
Volt España	Volt Europa España	2112231695664686	Facebook	aragon	Aragón	ES	Spain	11	1	352	109	0	0
Amnistía Internacional España		78151799929	Facebook	aragon	Aragón	ES	Spain	1	1	350	140	3	0
Somos Miel		363084687812526	Facebook	aragon	Aragón	ES	Spain	6	1	272	70	2	0
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	aragon	Aragón	ES	Spain	15	1	208	91	0	0
CicloZero.com	Raquel Del Val Villaverde	228274408053486	Facebook	aragon	Aragón	ES	Spain	2	1	171	76	0	0
European Greens	European Greens	141366725876424	Facebook	aragon	Aragón	ES	Spain	2	1	151	75	0	0
Alliance of Conservatives and Reformists in Europe	ACRE 	134931073377586	Facebook	aragon	Aragón	ES	Spain	3	1	148	73	0	0
Plan International España	Jose Manuel Bran Garcia	366619768708	Facebook	aragon	Aragón	ES	Spain	3	1	147	65	0	0
Parlamento Europeo - Oficina en España	Parlamento Europeo - Oficina en España	161616883888862	Facebook	aragon	Aragón	ES	Spain	3	1	137	27	0	0
Javi López	Javi López	370863946442242	Facebook	aragon	Aragón	ES	Spain	7	1	107	25	0	0
Entreculturas	Jose Manuel Bran Garcia	45817335745	Facebook	aragon	Aragón	ES	Spain	6	1	101	39	0	0
Ayuda En Acción	Ayuda En Acción	245741112112300	Facebook	aragon	Aragón	ES	Spain	21	1	101	16	2	0
Fundación Anesvad	Jose Manuel Bran Garcia	131231529742	Facebook	aragon	Aragón	ES	Spain	12	1	100	26	0	0
Rainbow Rose	Rainbow Rose	572653266147067	Facebook	aragon	Aragón	ES	Spain	3	1	97	48	0	0
Markel Olano	EAJ-PNV	898191063533170	Facebook	aragon	Aragón	ES	Spain	1	1	81	40	0	0
Greens/EFA in the European Parliament	Greens/EFA in the European Parliament	150527751674751	Facebook	aragon	Aragón	ES	Spain	21	1	77	25	0	0
Compromís	Compromís	194053080624605	Facebook	aragon	Aragón	ES	Spain	2	1	76	15	0	0
UNRWA España		105664031745	Facebook	aragon	Aragón	ES	Spain	4	1	72	0	7	0
Cambiemos Orihuela	Cambiemos Orihuela - CLARO: Unidas Podemos	341229742754620	Facebook	aragon	Aragón	ES	Spain	1	1	56	11	0	0
Alejandro Langtry	Alejandro Langtry Cainzos	876647346005514	Facebook	aragon	Aragón	ES	Spain	2	1	46	9	0	0
VOX España		467127060059387	Facebook	aragon	Aragón	ES	Spain	8	1	41	9	0	0
Compromiso por Europa	Compromís	373604602781028	Facebook	aragon	Aragón	ES	Spain	1	1	40	8	0	0
SOS Colabora		351877478951783	Facebook	aragon	Aragón	ES	Spain	4	1	34	6	0	0
Recortes Cero	Recortes Cero	655009961299527	Facebook	aragon	Aragón	ES	Spain	1	1	31	6	0	0
Pablo Fernández		800470050043391	Facebook	aragon	Aragón	ES	Spain	1	1	25	5	0	0
Partido por la Igualdad Real	Partido por la Igualdad Real	1981091215462211	Facebook	aragon	Aragón	ES	Spain	3	1	22	9	0	0
Gabriela Mirescu		2618888988127707	Facebook	aragon	Aragón	ES	Spain	3	1	9	2	0	0
European Committee of the Regions	European Committee of the Regions	527351247377965	Facebook	aragon	Aragón	ES	Spain	2	1	9	2	0	0
