advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	region_code_filter	region_name_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
MÉS per Mallorca	MÉS per Mallorca	183718528322316	Facebook	balearic_islands	Balearic Islands	ES	Spain	29	1	1849035	604284	8965	1798
Podem Illes Balears	Podem Illes Balears	779897522101509	Facebook	balearic_islands	Balearic Islands	ES	Spain	8	1	384985	145996	2491	699
PSIB	PSIB-PSOE	182797475074265	Facebook	balearic_islands	Balearic Islands	ES	Spain	4	1	154996	31000	396	0
El Pi	El Pi - Proposta per les Illes Balears	399927196743648	Facebook	balearic_islands	Balearic Islands	ES	Spain	4	1	110917	24982	395	0
Francina Armengol Socias	PSIB-PSOE	343166605810231	Facebook	balearic_islands	Balearic Islands	ES	Spain	3	1	109997	25000	697	100
PSOE Palma	PSOE Palma	366167016874721	Facebook	balearic_islands	Balearic Islands	ES	Spain	4	1	74832	20960	395	0
Populars Eivissa	Armando Tur Molina 	227979920592904	Facebook	balearic_islands	Balearic Islands	ES	Spain	2	1	59998	15000	598	100
Sa Unió de Formentera - Llorenç Córdoba Marí	Armando Tur Molina 	1046400572218493	Facebook	balearic_islands	Balearic Islands	ES	Spain	2	1	54998	11000	198	0
PP Sant Josep de Sa Talaia	We Love Media	170564149636280	Facebook	balearic_islands	Balearic Islands	ES	Spain	1	1	49999	10000	99	0
Podem Manacor	Unidas Podemos	891685390849011	Facebook	balearic_islands	Balearic Islands	ES	Spain	1	1	49999	10000	99	0
Juan Pedro Yllanes	Podem Illes Balears	514070155440534	Facebook	balearic_islands	Balearic Islands	ES	Spain	1	1	49999	10000	99	0
Partit Popular d'Es Mercadal i Fornells		664743753722867	Facebook	balearic_islands	Balearic Islands	ES	Spain	1	1	49999	10000	99	0
Podem Mallorca	Podem Illes Balears	500797436704410	Facebook	balearic_islands	Balearic Islands	ES	Spain	1	1	49930	9986	98	0
Llibertat Llucmajor	Alexandro Gaffar	332236716900076	Facebook	balearic_islands	Balearic Islands	ES	Spain	9	1	40991	8000	891	0
PODEM Llucmajor	Eduardo Eugenio Zúñiga Solari	1414978035452905	Facebook	balearic_islands	Balearic Islands	ES	Spain	11	1	34057	12013	793	0
Més Per Menorca	Més per Menorca	787267558020320	Facebook	balearic_islands	Balearic Islands	ES	Spain	16	1	34002	10003	567	0
PP Ciutat Eivissa	Armando Tur Molina 	356561798504417	Facebook	balearic_islands	Balearic Islands	ES	Spain	2	1	14998	6000	198	0
European Free Alliance	European Free Alliance	46708306425	Facebook	balearic_islands	Balearic Islands	ES	Spain	13	1	12781	3114	130	25
Partit Popular Es Castell		358481627646129	Facebook	balearic_islands	Balearic Islands	ES	Spain	1	1	9999	5000	99	0
MÉS per Marratxí	MÉS per Marratxí	638585286260533	Facebook	balearic_islands	Balearic Islands	ES	Spain	3	1	6997	1000	297	0
Ciudadanos	Ciudadanos	74078667754	Facebook	balearic_islands	Balearic Islands	ES	Spain	19	1	6001	2778	57	18
Podemos	UNIDAS PODEMOS CAMBIAR EUROPA	269212336568846	Facebook	balearic_islands	Balearic Islands	ES	Spain	14	1	5756	2776	97	22
Avaaz	Avaaz	8340223883	Facebook	balearic_islands	Balearic Islands	ES	Spain	50	1	5172	2128	24	6
Greenpeace España	Greenpeace España	133044800622	Facebook	balearic_islands	Balearic Islands	ES	Spain	75	1	3579	1310	16	1
European Parliament	European Parliament	178362315106	Facebook	balearic_islands	Balearic Islands	ES	Spain	16	1	3522	1534	24	5
Ahora Repúblicas		578942235869606	Facebook	balearic_islands	Balearic Islands	ES	Spain	2	1	3455	1727	17	3
PACMA - Partido Animalista	PACMA - Partido Animalista	72181181684	Facebook	balearic_islands	Balearic Islands	ES	Spain	9	1	2539	1209	4	1
SEO/BirdLife	SEO/BirdLife	70020937349	Facebook	balearic_islands	Balearic Islands	ES	Spain	41	1	1847	667	7	1
Reacciona y Actúa	Actúa 	1916676245053161	Facebook	balearic_islands	Balearic Islands	ES	Spain	29	1	1655	731	4	0
Populars de Sant Joan de Labritja	Armando Tur Molina 	303793036780397	Facebook	balearic_islands	Balearic Islands	ES	Spain	1	1	999	0	99	0
Esquerra Unida d'Eivissa i Formentera		251495754876539	Facebook	balearic_islands	Balearic Islands	ES	Spain	1	1	999	0	99	0
Pablo Iglesias	Unidas Podemos	414809308591481	Facebook	balearic_islands	Balearic Islands	ES	Spain	1	1	885	442	4	0
Partido Por un Mundo más Justo · M+J	Partido Por un Mundo más Justo · M+J	147468905314265	Facebook	balearic_islands	Balearic Islands	ES	Spain	7	1	798	350	8	1
Amnistía Internacional España		78151799929	Facebook	balearic_islands	Balearic Islands	ES	Spain	1	1	550	220	5	1
Partido Socialista Europeo	Partido Socialista Europeo	442423976113917	Facebook	balearic_islands	Balearic Islands	ES	Spain	13	1	528	198	1	0
Fundación Anesvad	Jose Manuel Bran Garcia	131231529742	Facebook	balearic_islands	Balearic Islands	ES	Spain	12	1	312	75	1	0
Compromís	Compromís	194053080624605	Facebook	balearic_islands	Balearic Islands	ES	Spain	3	1	303	77	3	0
Volt España	Volt Europa España	2112231695664686	Facebook	balearic_islands	Balearic Islands	ES	Spain	11	1	285	79	0	0
Plan International España	Jose Manuel Bran Garcia	366619768708	Facebook	balearic_islands	Balearic Islands	ES	Spain	3	1	245	106	0	0
Ayuda En Acción	Ayuda En Acción	245741112112300	Facebook	balearic_islands	Balearic Islands	ES	Spain	24	1	218	33	5	0
Entreculturas	Jose Manuel Bran Garcia	45817335745	Facebook	balearic_islands	Balearic Islands	ES	Spain	6	1	206	79	0	0
European Greens	European Greens	141366725876424	Facebook	balearic_islands	Balearic Islands	ES	Spain	2	1	202	100	1	0
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	balearic_islands	Balearic Islands	ES	Spain	15	1	196	86	0	0
Somos Miel		363084687812526	Facebook	balearic_islands	Balearic Islands	ES	Spain	6	1	180	50	1	0
Rainbow Rose	Rainbow Rose	572653266147067	Facebook	balearic_islands	Balearic Islands	ES	Spain	3	1	108	53	0	0
Parlamento Europeo - Oficina en España	Parlamento Europeo - Oficina en España	161616883888862	Facebook	balearic_islands	Balearic Islands	ES	Spain	5	1	96	35	0	0
Greens/EFA in the European Parliament	Greens/EFA in the European Parliament	150527751674751	Facebook	balearic_islands	Balearic Islands	ES	Spain	21	1	95	32	0	0
CicloZero.com	Raquel Del Val Villaverde	228274408053486	Facebook	balearic_islands	Balearic Islands	ES	Spain	2	1	88	39	0	0
Alliance of Conservatives and Reformists in Europe	ACRE 	134931073377586	Facebook	balearic_islands	Balearic Islands	ES	Spain	3	1	69	34	0	0
