gender_code	gender_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
f	female	IT	Italy	13916	4233	153506009	56528758	822141	87709
m	male	IT	Italy	13409	4159	175377372	63095091	924412	90541
u	unknown	IT	Italy	11443	3752	960050	348141	5507	602
