advertiser_name	advertiser_disclosure	platform_advertiser_id	platform_name	recent_code_filter	recent_label_filter	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
Isamaa erakond	Isamaa erakond	321163977576	Facebook	rd3	Last 3 days	EE	Estonia	10	1	606978	248928	1835	577
Igor Gräzin	Igor Gräzin	339367456669277	Facebook	rd3	Last 3 days	EE	Estonia	25	1	526064	215214	1564	216
Sotsiaaldemokraatlik Erakond	Sotsiaaldemokraatlik Erakond	123310201026539	Facebook	rd3	Last 3 days	EE	Estonia	32	1	366586	109792	1745	133
Keskerakond	Keskerakond	161252453921396	Facebook	rd3	Last 3 days	EE	Estonia	12	1	267493	71500	693	0
Taavi Rõivas	Roivas Taavi	1033457073332454	Facebook	rd3	Last 3 days	EE	Estonia	15	1	225799	79403	1097	70
Raimond Kaljulaid	Raimond Kaljulaid	1084372461606422	Facebook	rd3	Last 3 days	EE	Estonia	3	1	210996	104999	1196	499
European Greens		141366725876424	Facebook	rd3	Last 3 days	EE	Estonia	13	1	163970	69780	719	116
Urmas Paet	Paet Urmas	223092011815453	Facebook	rd3	Last 3 days	EE	Estonia	13	1	134422	34471	875	60
EPP - European People's Party	EPP - European People's Party	48034275355	Facebook	rd3	Last 3 days	EE	Estonia	12	1	75633	19771	446	0
Reformierakond	Reformierakond	80124492882	Facebook	rd3	Last 3 days	EE	Estonia	3	1	67855	13571	134	0
Toitumisnõustaja Erik Orgu		592673214085550	Facebook	rd3	Last 3 days	EE	Estonia	7	1	52798	19500	223	30
ResPublica	Isamaa erakond	124913684200476	Facebook	rd3	Last 3 days	EE	Estonia	1	1	49999	10000	99	0
Urmas Reinsalu		503635753156660	Facebook	rd3	Last 3 days	EE	Estonia	1	1	49999	10000	99	0
Jaak Madison	Madison Jaak	536519246456733	Facebook	rd3	Last 3 days	EE	Estonia	7	1	47806	13154	426	24
Социал-демократическая партия	Sotsiaaldemokraatlik Erakond	383403508369488	Facebook	rd3	Last 3 days	EE	Estonia	3	1	45832	9166	190	25
Triin Saag	Saag Triin	2012394932389774	Facebook	rd3	Last 3 days	EE	Estonia	18	1	37809	10433	790	0
Noored Otsustajad	Eesti Noorteühenduste Liit (ENL)	205597239493153	Facebook	rd3	Last 3 days	EE	Estonia	2	1	32142	6428	63	0
Раймонд Кальюлайд	Raimond Kaljulaid	1535510530084119	Facebook	rd3	Last 3 days	EE	Estonia	5	1	29424	5485	359	0
Kalle Laanet Page	Reformierakond	141202956796859	Facebook	rd3	Last 3 days	EE	Estonia	1	1	18749	3749	37	0
Eiki Nestor	Sotsiaaldemokraatlik Erakond	1472281069715651	Facebook	rd3	Last 3 days	EE	Estonia	6	1	18596	5399	356	0
Marina Kaljurand	Marina Kaljurand	651496914998204	Facebook	rd3	Last 3 days	EE	Estonia	6	1	13582	3317	249	0
Anti Poolamets - EKRE kandidaat Europarlamenti	Anti Poolamets	1532805486974348	Facebook	rd3	Last 3 days	EE	Estonia	1	1	7499	3749	74	0
Hanno Pevkur  #pevkur		1914863625428136	Facebook	rd3	Last 3 days	EE	Estonia	1	1	5999	3000	59	0
ALDE Party – Liberals and Democrats for Europe		262681199589	Facebook	rd3	Last 3 days	EE	Estonia	6	1	5489	2482	11	2
Yoko Alender		709212302463805	Facebook	rd3	Last 3 days	EE	Estonia	3	1	3207	574	89	0
