audience_code	audience_label	country_code_filter	country_name_filter	ad_count	advertiser_count	high_impressions	low_impressions	high_spend	low_spend
m25_34	male (25-34)	LV	Latvia	2169	590	3086691	1117217	13622	1652
f25_34	female (25-34)	LV	Latvia	2334	599	2858021	1049801	13184	1623
f35_44	female (35-44)	LV	Latvia	2346	584	2406220	834226	12063	1209
m35_44	male (35-44)	LV	Latvia	2187	575	2229721	769064	10393	1080
f18_24	female (18-24)	LV	Latvia	2032	539	2180750	835361	8289	1146
f45_54	female (45-54)	LV	Latvia	2196	558	2016431	681047	9906	882
m18_24	male (18-24)	LV	Latvia	1920	536	1868075	710079	7525	1073
f55_64	female (55-64)	LV	Latvia	1681	515	1686306	543425	7907	615
m45_54	male (45-54)	LV	Latvia	2043	544	1303107	434322	5820	570
f65_	female (65+)	LV	Latvia	1469	458	830732	260142	3823	325
m55_64	male (55-64)	LV	Latvia	1573	505	721065	226504	3085	252
m65_	male (65+)	LV	Latvia	1407	450	306790	95213	1351	112
f13_17	female (13-17)	LV	Latvia	258	99	104126	35453	258	8
m13_17	male (13-17)	LV	Latvia	241	96	67231	22240	231	5
u35_44	unknown (35-44)	LV	Latvia	1946	503	21574	7597	104	12
u25_34	unknown (25-34)	LV	Latvia	1877	498	17639	6403	81	10
u45_54	unknown (45-54)	LV	Latvia	1668	448	6612	2258	32	3
u18_24	unknown (18-24)	LV	Latvia	1445	401	4209	1574	19	3
u55_64	unknown (55-64)	LV	Latvia	1127	400	3102	1012	12	1
u65_	unknown (65+)	LV	Latvia	1026	370	1879	577	9	0
u13_17	unknown (13-17)	LV	Latvia	174	70	209	68	0	0
